Unnamed: 0,price,address,bedrooms,bathrooms,floor_area,price_sqm,geometry.type,geometry.coordinates,latitude,longitude
595,485000,"11 Margaret Place, Bath Avenue, Sandymount, Dublin 4",3,1,80.0,6062.0,Point,"[-6.232342099999999, 53.3380854]",53.3380854,-6.232342099999999
596,199500,"5 The Cornmill, Vauxhall Street, Balbriggan, Co. Dublin",2,1,71.0,2810.0,Point,"[-6.185012899999999, 53.605264]",53.605264,-6.185012899999999
597,439000,"12 Church View, Clondalkin, Dublin 22",4,2,127.0,3457.0,Point,"[-6.403846199999999, 53.3140854]",53.3140854,-6.403846199999999
598,215000,"Apartment 18 Deerpark Place, Kiltipper, Dublin 24",2,2,60.0,3583.0,Point,"[-6.3741908, 53.269219]",53.269219,-6.3741908
599,250000,"27 Malton House, Custom House Square, IFSC, Dublin 1",1,1,40.0,6250.0,Point,"[-6.2454, 53.3496231]",53.3496231,-6.2454
600,635000,"6 Obelisk Grove, St Augustines Park, Blackrock, Co. Dublin",3,3,92.0,6902.0,Point,"[-6.184658900000001, 53.2883684]",53.2883684,-6.184658900000001
601,260000,"84 Trinity Square, Townsend Street, Dublin 2",1,1,50.0,5200.0,Point,"[-6.2477094, 53.34549490000001]",53.34549490000001,-6.2477094
602,189000,"30 Thornfield Square, Clondalkin, Dublin 22",2,2,67.0,2821.0,Point,"[-6.393126, 53.32437400000001]",53.32437400000001,-6.393126
603,299950,"25 Edenmore Crescent, Raheny, Dublin 5",3,1,80.0,3749.0,Point,"[-6.180278, 53.3841064]",53.3841064,-6.180278
604,695000,"1 Drummartin Crescent, Goatstown, Dublin 14",3,2,124.0,5605.0,Point,"[-6.224768, 53.28788429999999]",53.28788429999999,-6.224768
605,450000,"4 Saint Margaret's Terrace, The Coombe, Dublin 8",2,2,81.0,5556.0,Point,"[-6.28803, 53.337098]",53.337098,-6.28803
606,1400000,"42 Beechpark Avenue, Castleknock, Dublin 15",4,2,130.0,10769.0,Point,"[-6.3608496, 53.3781319]",53.3781319,-6.3608496
607,360000,"Apartment 409, The Cubes 3, Beacon South Quarter, Sandyford, Dublin 18",2,2,68.0,5294.0,Point,"[-6.2166745, 53.2775421]",53.2775421,-6.2166745
608,800000,"Preston House, 3 Preston Street, Dublin 1",7,7,200.0,4000.0,Point,"[-6.2481165, 53.35307359999999]",53.35307359999999,-6.2481165
609,595000,"1 Block 1, Clarion Quay, Excise Walk, IFSC, Co. Dublin",3,2,95.0,6263.0,Point,"[-6.2447174, 53.3490556]",53.3490556,-6.2447174
610,265000,"Apartment 23, The Hardwicke, Smithfield, Dublin 1",2,1,70.0,3786.0,Point,"[-6.2749213, 53.351304]",53.351304,-6.2749213
611,485000,"19 Beverton Drive, Donabate, Co. Dublin",3,3,114.0,4254.0,Point,"[-6.1572713, 53.4902132]",53.4902132,-6.1572713
612,240000,"51 Casement Drive, Finglas, D11 E6X0, Dublin 11",2,1,90.0,2667.0,Point,"[-6.3094245, 53.3937811]",53.3937811,-6.3094245
613,2250000,"39 St Kevins Park, Dartry, Dublin 6",5,4,277.0,8123.0,Point,"[-6.265640299999999, 53.3103101]",53.3103101,-6.265640299999999
614,325000,"81 Dodsborough Cottages, Lucan, Co. Dublin",3,1,72.0,4514.0,Point,"[-6.4651857, 53.3494196]",53.3494196,-6.4651857
615,295000,"10 Manorfields Green, Clonee, Dublin 15",2,1,71.0,4155.0,Point,"[-6.4256645, 53.3966636]",53.3966636,-6.4256645
616,475000,"19 Beverly Lawns Knocklyon Dublin 16, Knocklyon, Dublin 16",3,2,84.0,5655.0,Point,"[-6.3212153, 53.2805675]",53.2805675,-6.3212153
617,325000,"111 Fairview Close, Richmond Avenue, Fairview, Dublin 3",2,2,72.0,4514.0,Point,"[-6.2423861, 53.36342519999999]",53.36342519999999,-6.2423861
618,410000,"15 Silverwood, Finnstown Abbey, Lucan, Co. Dublin",3,3,135.0,3037.0,Point,"[-6.4469457, 53.3440704]",53.3440704,-6.4469457
619,350000,"1A Holycross Avenue, Drumcondra, Dublin 3",2,1,51.0,6863.0,Point,"[-6.2530914, 53.363526]",53.363526,-6.2530914
620,475000,"11 Chapel Crescent, Balbriggan, Co. Dublin",4,2,125.0,3800.0,Point,"[-6.187946200000001, 53.6104169]",53.6104169,-6.187946200000001
621,385000,"21 Red Arches Drive, The Coast, Baldoyle, Dublin 13",3,3,111.0,3468.0,Point,"[-6.1432367, 53.401996]",53.401996,-6.1432367
622,875000,"130 Seapark, Malahide, Co. Dublin",5,3,140.0,6250.0,Point,"[-6.1429222, 53.4470655]",53.4470655,-6.1429222
623,295000,"139 Adamstown Avenue, Adamstown, Lucan, Co. Dublin",3,3,112.0,2634.0,Point,"[-6.4628314, 53.3374069]",53.3374069,-6.4628314
624,260000,"35 Aran Court, Waterville, Blanchardstown, Dublin 15",2,2,81.0,3210.0,Point,"[-6.373781399999999, 53.39325849999999]",53.39325849999999,-6.373781399999999
625,315000,"7 Slade Castle View, Saggart, Co. Dublin",3,3,110.0,2864.0,Point,"[-6.4448189, 53.2778364]",53.2778364,-6.4448189
626,450000,"121 Grattan Lodge, Hole In The Wall Road, Donaghmede, Dublin 13",4,2,125.0,3600.0,Point,"[-6.1672106, 53.4017031]",53.4017031,-6.1672106
627,345000,"46 Foxborough Avenue, Lucan, Co. Dublin",3,3,100.0,3450.0,Point,"[-6.4270856, 53.3421348]",53.3421348,-6.4270856
628,320000,"Apartment 6, Liberty Court Apartments, Dublin 8",2,2,65.0,4923.0,Point,"[-6.2744585, 53.3348592]",53.3348592,-6.2744585
629,435000,"11 Chapelwood View, Hollystown, Dublin 15",4,3,125.0,3480.0,Point,"[-6.3746576, 53.4319877]",53.4319877,-6.3746576
630,440000,"16 Richmond Estate, Fairview, Fairview, Dublin 3",3,2,116.0,3793.0,Point,"[-6.2419191, 53.3644845]",53.3644845,-6.2419191
631,250000,"10 The Spinnaker, Aran Quay, Smithfield, Dublin 7",1,1,54.0,4630.0,Point,"[-6.276851, 53.3460982]",53.3460982,-6.276851
632,485000,"7 Loreto Avenue, Rathfarnham, Rathfarnham, Dublin 14",3,1,89.0,5449.0,Point,"[-6.2733561, 53.2920355]",53.2920355,-6.2733561
633,250000,"46 Virginia Hall, Tallaght, Dublin 24",2,2,69.0,3623.0,Point,"[-6.375485800000001, 53.2863167]",53.2863167,-6.375485800000001
634,450000,"43 Lorcan Villas, Beaumont, Dublin 9",3,2,110.0,4091.0,Point,"[-6.2320318, 53.3916822]",53.3916822,-6.2320318
635,1295000,"9 Corrig Avenue, Dun Laoghaire, Co. Dublin",4,3,335.0,3866.0,Point,"[-6.1340731, 53.2899166]",53.2899166,-6.1340731
636,340000,"Apartment 222, The Elms, Carrington, Santry, Dublin 9",2,2,70.0,4857.0,Point,"[-6.2515941, 53.40431659999999]",53.40431659999999,-6.2515941
637,595000,"56 Bayview Avenue, North Strand, North Strand, Dublin 3",4,2,134.0,4440.0,Point,"[-6.243223, 53.3581138]",53.3581138,-6.243223
638,375000,"Apartment 13, Sorrell Hall, Ticknock Avenue, Ticknock Hill, Sandyford, Dublin 18",2,2,83.0,4518.0,Point,"[-6.2446506, 53.2680782]",53.2680782,-6.2446506
639,595000,"56 Ballinteer Crescent, Ballinteer, Dublin 16",3,1,95.0,6263.0,Point,"[-6.254232200000001, 53.2761315]",53.2761315,-6.254232200000001
640,395000,"153 Park Drive Avenue, Castleknock, Dublin 15",2,1,62.0,6371.0,Point,"[-6.3679033, 53.3761772]",53.3761772,-6.3679033
641,1395000,"52 Booterstown Avenue Booterstown, Booterstown, Co. Dublin",4,2,233.0,5987.0,Point,"[-6.197807699999999, 53.3049912]",53.3049912,-6.197807699999999
642,970000,"1 Abbey Street, Howth, Dublin 13",5,3,197.0,4924.0,Point,"[-6.064608199999999, 53.3881169]",53.3881169,-6.064608199999999
643,395000,"20 Mulvey Park, Dundrum, Dundrum, Dublin 14",3,2,80.0,4938.0,Point,"[-6.243763899999999, 53.3011545]",53.3011545,-6.243763899999999
644,275000,"8 Kilbarron Drive, Kilmore, Kilmore, Dublin 5",3,1,73.0,3767.0,Point,"[-6.2240823, 53.394532]",53.394532,-6.2240823
645,275000,"6 Castlegrange Road, Clondalkin, Clondalkin, Dublin 22",3,2,75.0,3667.0,Point,"[-6.4247019, 53.3216264]",53.3216264,-6.4247019
645,275000,"6 Castlegrange Road, Clondalkin, Clondalkin, Dublin 22",3,2,75.0,3667.0,Point,"[-6.4247019, 53.3216264]",53.3216264,-6.4247019
956,275000,"6 Castlegrange Road, Clondalkin, Clondalkin, Dublin 22",3,2,75.0,3667.0,Point,"[-6.4247019, 53.3216264]",53.3216264,-6.4247019
956,275000,"6 Castlegrange Road, Clondalkin, Clondalkin, Dublin 22",3,2,75.0,3667.0,Point,"[-6.4247019, 53.3216264]",53.3216264,-6.4247019
646,385000,"18 Forest Lawn, Kingswood, Tallaght, D24 DHP9, Dublin 24",3,1,83.0,4639.0,Point,"[-6.3609032, 53.3086041]",53.3086041,-6.3609032
647,250000,"63 Ballyowen Hall, Ballyowen Lane, Lucan, Co. Dublin",2,2,62.0,4032.0,Point,"[-6.416407599999999, 53.3532759]",53.3532759,-6.416407599999999
648,350000,"115 Walsh Road, Drumcondra, Drumcondra, Dublin 3",2,2,70.0,5000.0,Point,"[-6.2605486, 53.3706684]",53.3706684,-6.2605486
649,295000,"Apartment 33, Shanagarry, Milltown, Dublin 6",1,1,38.0,7763.0,Point,"[-6.2495821, 53.3088793]",53.3088793,-6.2495821
650,299950,"Apartment 13, Block 1, Parklands, Santry, Dublin 9",2,2,62.0,4838.0,Point,"[-6.33995, 53.27483]",53.27483,-6.33995
651,450000,"32 Pearse Brothers Park, Rathfarnham, Dublin 16",4,1,84.0,5357.0,Point,"[-6.2876896, 53.2803523]",53.2803523,-6.2876896
652,445000,"17 Temple Court, Palatine Square, Stoneybatter, Dublin 7",2,1,67.0,6642.0,Point,"[-6.290104700000001, 53.3515058]",53.3515058,-6.290104700000001
653,500000,"148 Mulvey Park, Dundrum, Dundrum, Dublin 14",3,2,90.0,5556.0,Point,"[-6.2419343, 53.3019279]",53.3019279,-6.2419343
654,235000,"48 Myrtle House, Longfield Road, The Coast, Baldoyle, Dublin 13",1,2,59.0,3983.0,Point,"[-6.1471287, 53.3988429]",53.3988429,-6.1471287
655,215000,"Apartment 31, Cooldriona Court, Swords, Co. Dublin",1,1,39.0,5513.0,Point,"[-6.2224942, 53.4553486]",53.4553486,-6.2224942
656,295000,"68 Stonebridge Road, Clonsilla, Clonsilla, Dublin 15",3,1,85.0,3471.0,Point,"[-6.423134, 53.3898413]",53.3898413,-6.423134
657,625000,"Woodburn Cottage, Ballinclea Road, Killiney, Co. Dublin",2,2,91.0,6868.0,Point,"[-6.131370400000001, 53.266693]",53.266693,-6.131370400000001
658,320000,"16 The Court, Kingswood Heights, Tallaght, D24VYR2, Dublin 24",3,1,69.0,4638.0,Point,"[-6.3733568, 53.3044923]",53.3044923,-6.3733568
659,399000,"19 Saint Laurence Grove, Chapelizod, Chapelizod, Dublin 20",3,1,77.0,5182.0,Point,"[-6.3485127, 53.3500829]",53.3500829,-6.3485127
660,395000,"59 Clancarthy Road, Donnycarney, Donnycarney, Dublin 5",2,1,82.0,4817.0,Point,"[-6.2184291, 53.3737998]",53.3737998,-6.2184291
661,255000,"44 Hansted Crescent, Lucan, Co. Dublin",2,2,86.0,2965.0,Point,"[-6.450800699999999, 53.3373256]",53.3373256,-6.450800699999999
662,439950,"136 Gleann Na Ri, Druid Valley, Cabinteely, Dublin 18",3,4,126.0,3492.0,Point,"[-6.1425569, 53.2463089]",53.2463089,-6.1425569
663,260000,"2 The Courtyard, Clonsilla, Dublin 15",2,2,72.0,3611.0,Point,"[-6.4244504, 53.3868977]",53.3868977,-6.4244504
664,380000,"15 Taylor Hill Walk, Balbriggan, Co. Dublin",3,2,109.0,3486.0,Point,"[-6.2054773, 53.6095801]",53.6095801,-6.2054773
665,675000,"65 Watson Drive, Killiney, Co. Dublin",4,2,136.0,4963.0,Point,"[-6.1330379, 53.2593276]",53.2593276,-6.1330379
666,395000,"3 Rathmines Wood, Rathmines, Dublin 6",2,2,68.0,5809.0,Point,"[-6.268151899999999, 53.32525219999999]",53.32525219999999,-6.268151899999999
667,275000,"43 Rossmore Road, Ballyfermot, Ballyfermot, Dublin 10",2,1,60.0,4583.0,Point,"[-6.3553855, 53.3460657]",53.3460657,-6.3553855
668,525000,"Kinsealy Woods Chapel Road Kinsealy, Kinsealy, Co. Dublin",3,2,105.0,5000.0,Point,"[-6.1712358, 53.42392539999999]",53.42392539999999,-6.1712358
669,445000,"4 Dooroge, Ballyboughal, Co. Dublin",3,1,102.0,4363.0,Point,"[-6.266983799999999, 53.5134306]",53.5134306,-6.266983799999999
670,395000,"Carrig Hill, 44 Cowper Village, Rathmines, Dublin 6",2,1,53.0,7453.0,Point,"[-6.2631143, 53.31702989999999]",53.31702989999999,-6.2631143
671,375000,"6 Abbeydale Walk, Lucan, Co. Dublin",3,2,95.0,3947.0,Point,"[-6.4193713, 53.3449359]",53.3449359,-6.4193713
672,259000,"1 Spiddal Park, Ballyfermot, Ballyfermot, Dublin 10",3,1,69.0,3754.0,Point,"[-6.3659485, 53.3397117]",53.3397117,-6.3659485
673,415000,"1 Cuil Duin Way, Citywest, Co. Dublin",4,3,127.0,3268.0,Point,"[-6.429969199999999, 53.2851659]",53.2851659,-6.429969199999999
674,345000,"32 Oakcourt Lawn, Palmerstown, Dublin 20",2,2,80.0,4312.0,Point,"[-6.369963599999999, 53.3473763]",53.3473763,-6.369963599999999
675,695000,"48 Marian Road Rathfarnham Dublin 14, Rathfarnham, Dublin 14",4,2,139.0,5000.0,Point,"[-6.2977875, 53.29293819999999]",53.29293819999999,-6.2977875
676,270000,"20 Friarsland Crecent, Clonskeagh, Dublin 14",1,1,53.0,5094.0,Point,"[-6.2387736, 53.2991657]",53.2991657,-6.2387736
677,1750000,"133 Strand Road, Sandymount, Dublin 4",4,2,219.0,7991.0,Point,"[-6.2052266, 53.3179971]",53.3179971,-6.2052266
678,550000,"Apt. 53 Salthill Monkstown, Monkstown, Co. Dublin",2,1,55.0,10000.0,Point,"[-6.1522039, 53.2952928]",53.2952928,-6.1522039
679,220000,"3 Marlfield Terrace, Tallaght, Tallaght, Dublin 24",2,1,58.0,3793.0,Point,"[-6.3709682, 53.2716678]",53.2716678,-6.3709682
680,695000,"11 Minnow Brook, Terenure Road West, Terenure, Dublin 6",4,3,161.0,4317.0,Point,"[-6.2847328, 53.3096589]",53.3096589,-6.2847328
681,550000,"Apartment 502, Longboat Quay South, Grand Canal Dock, Dublin 2",3,2,87.0,6322.0,Point,"[-6.236741899999999, 53.3448314]",53.3448314,-6.236741899999999
682,1675000,"Glencar, Kilteragh Drive, Foxrock, Dublin 18",5,3,330.0,5076.0,Point,"[-6.1732144, 53.2673227]",53.2673227,-6.1732144
683,245000,"18 Westpark Crescent, Garters Lane, Saggart, Co. Dublin",2,1,104.0,2356.0,Point,"[-6.4381086, 53.291052]",53.291052,-6.4381086
684,634950,"51 Cabinteely Avenue, Cabinteely, Cabinteely, Dublin 18",3,2,111.0,5720.0,Point,"[-6.152336999999999, 53.2667805]",53.2667805,-6.152336999999999
685,499500,"Apartment 6, Mount Prospect House, Clontarf, Dublin 3",2,1,77.0,6487.0,Point,"[-6.1732873, 53.3670817]",53.3670817,-6.1732873
686,265000,"76 Seagrave Drive, Finglas, D11PR68, Dublin 11",3,3,126.0,2103.0,Point,"[-6.293483900000001, 53.4055426]",53.4055426,-6.293483900000001
687,595000,"Apartment 13, Rockwell Cove, Blackrock, Co. Dublin",2,1,78.0,7628.0,Point,"[-6.1742197, 53.3010744]",53.3010744,-6.1742197
688,1700000,"2 Linden Fields Grove Avenue Blackrock, Blackrock, Co. Dublin",5,5,255.0,6667.0,Point,"[-6.192825, 53.2934356]",53.2934356,-6.192825
689,425000,"4 Templeview Close, Clarehall, Dublin 13",3,2,91.0,4670.0,Point,"[-6.1761078, 53.4009904]",53.4009904,-6.1761078
690,270000,"29 Hampton Wood Park, Finglas, Dublin 11",2,2,75.0,3600.0,Point,"[-6.287152499999999, 53.4056776]",53.4056776,-6.287152499999999
691,375000,"102 Caledon Road, East Wall, D03DA32, Dublin 3",2,1,74.0,5068.0,Point,"[-6.2358527, 53.3545823]",53.3545823,-6.2358527
692,285000,"Apartment 51, Pier 19, Dublin 8",2,1,49.0,5816.0,Point,"[-6.2809393, 53.34588859999999]",53.34588859999999,-6.2809393
693,235000,"Apt 13, Belvedere Court, 30 North Great Georges Street, Dublin 1",1,1,41.0,5732.0,Point,"[-6.2596375, 53.3538562]",53.3538562,-6.2596375
694,270000,"Apartment 104, Premier Square, Dublin 11",2,2,70.0,3857.0,Point,"[-6.289761899999999, 53.3817894]",53.3817894,-6.289761899999999
695,350000,"Apartment 64, Phoenix, Riverpark Apartments, Islandbridge, Dublin 8",2,1,54.0,6481.0,Point,"[-6.3034073, 53.3479385]",53.3479385,-6.3034073
696,1050000,"'Cruagh', Cruagh Road, Rathfarnham, Dublin 16",3,3,169.0,6213.0,Point,"[-6.3031793, 53.2539288]",53.2539288,-6.3031793
697,225000,"7 Clareville House, Harold's Cross Road, Harold's Cross, Dublin 6",1,1,39.0,5769.0,Point,"[-6.280215999999999, 53.31818579999999]",53.31818579999999,-6.280215999999999
698,498000,"140 Bushy Park House, Terenure, Dublin 6W",2,2,78.0,6385.0,Point,"[-6.2962077, 53.3011209]",53.3011209,-6.2962077
699,355000,"20 Hastings Street, Ringsend, Dublin 4",2,1,65.0,5462.0,Point,"[-6.232441199999999, 53.3413264]",53.3413264,-6.232441199999999
700,495000,"117 Rockfield Avenue, Perrystown, Dublin 12",3,1,94.0,5266.0,Point,"[-6.311168299999999, 53.31133029999999]",53.31133029999999,-6.311168299999999
701,540000,"Apartment 13, Kelston Hall, Kelston View, Foxrock, Dublin 18",2,2,101.0,5347.0,Point,"[-6.1837886, 53.2772222]",53.2772222,-6.1837886
702,625000,"197 Apples Road, Wedgewood, Sandyford, Dublin 18",3,2,115.0,5435.0,Point,"[-6.224876999999999, 53.2793573]",53.2793573,-6.224876999999999
703,230000,"14 The View, Larch Hill, Santry, Dublin 9",2,1,63.0,3651.0,Point,"[-6.2295273, 53.39833849999999]",53.39833849999999,-6.2295273
704,165000,"27 Deerpark Place, Tallaght, Dublin 24",1,1,39.0,4231.0,Point,"[-6.3749014, 53.269586]",53.269586,-6.3749014
705,450000,"41 Ashington Dale, Navan Road, Dublin 7",3,3,94.0,4787.0,Point,"[-6.3167589, 53.3748068]",53.3748068,-6.3167589
706,1150000,"4 Fairacre, The Warren, Malahide, Co. Dublin",4,3,278.0,4137.0,Point,"[-6.1830133, 53.4509788]",53.4509788,-6.1830133
707,325000,"181 Crosbies Yard, Ossory Road, North Strand, Dublin 3",2,1,62.0,5242.0,Point,"[-6.2419404, 53.3553314]",53.3553314,-6.2419404
708,430000,"9 Hawthorn House, Carrickmines Green, Carrickmines, Dublin 18",2,2,86.0,5000.0,Point,"[-6.179058599999999, 53.24918410000001]",53.24918410000001,-6.179058599999999
709,595000,"46 St. Brigid's Park, Foxrock, Dublin 18",3,2,85.0,7000.0,Point,"[-6.1703369, 53.2671352]",53.2671352,-6.1703369
710,675000,"42 Shrewsbury Square, Ballsbridge, Dublin 4",2,2,97.0,6959.0,Point,"[-6.2202639, 53.3260184]",53.3260184,-6.2202639
711,1100000,"25 Philipsburgh Avenue, Fairview, Dublin 3",8,8,177.0,6215.0,Point,"[-6.240186899999999, 53.3636511]",53.3636511,-6.240186899999999
712,475000,"155 Rosary Terrace, Irishtown, Dublin 4",2,1,83.0,5723.0,Point,"[-6.2250618, 53.3398383]",53.3398383,-6.2250618
713,525000,"45 Furry Park Court, Howth Road, Killester, Dublin 5",3,3,87.0,6034.0,Point,"[-6.1984064, 53.3734026]",53.3734026,-6.1984064
714,450000,"66 Springvale, Edmondstown Road, Rathfarnham, Dublin 16",3,3,98.0,4592.0,Point,"[-6.2977924, 53.2774796]",53.2774796,-6.2977924
715,595000,"Apartment 15, 18 Lower Baggot Street, Dublin 2",2,2,86.0,6919.0,Point,"[-6.2509161, 53.33810889999999]",53.33810889999999,-6.2509161
716,795000,"9 Kelston Park, Foxrock, Dublin 18",4,4,164.0,4848.0,Point,"[-6.1859737, 53.2772188]",53.2772188,-6.1859737
717,395000,"14 Brackenstown Avenue, Swords, Co. Dublin",3,2,110.0,3591.0,Point,"[-6.228687000000001, 53.4607184]",53.4607184,-6.228687000000001
718,875000,"4 Fairfield Road, Glasnevin, Dublin 9",4,2,168.0,5208.0,Point,"[-6.267824, 53.3699895]",53.3699895,-6.267824
719,245000,"14 Newlands Manor Drive, Clondalkin, Clondalkin, Dublin 22",2,2,67.0,3657.0,Point,"[-6.406839199999999, 53.3078862]",53.3078862,-6.406839199999999
719,245000,"14 Newlands Manor Drive, Clondalkin, Clondalkin, Dublin 22",2,2,67.0,3657.0,Point,"[-6.406839199999999, 53.3078862]",53.3078862,-6.406839199999999
960,245000,"14 Newlands Manor Drive, Clondalkin, Clondalkin, Dublin 22",2,2,67.0,3657.0,Point,"[-6.406839199999999, 53.3078862]",53.3078862,-6.406839199999999
960,245000,"14 Newlands Manor Drive, Clondalkin, Clondalkin, Dublin 22",2,2,67.0,3657.0,Point,"[-6.406839199999999, 53.3078862]",53.3078862,-6.406839199999999
720,275000,"Knapp Cottage, Knapp Cottage, Annaville Avenue, Blackrock, Co. Dublin",1,1,45.0,6111.0,Point,"[-6.177035, 53.2881265]",53.2881265,-6.177035
721,499000,"Apartment 22, Ardoyne House, Pembroke Park, Ballsbridge, Dublin 4",2,2,87.0,5736.0,Point,"[-6.2385047, 53.3275326]",53.3275326,-6.2385047
722,220000,"40 Glebe Square, Newcastle, Co. Dublin",2,2,62.0,3548.0,Point,"[-6.5021857, 53.30179949999999]",53.30179949999999,-6.5021857
723,295000,"55 Longstone Park, Portrane, Co. Dublin",3,1,70.0,4214.0,Point,"[-6.1125877, 53.49423609999999]",53.49423609999999,-6.1125877
724,450000,"15 The Close, Beaumont Woods, Beaumont, Dublin 9",3,3,89.0,5056.0,Point,"[-6.2293917, 53.39142769999999]",53.39142769999999,-6.2293917
725,260000,"272 Blackditch Road. D10 H288, Ballyfermot, Dublin 10",3,1,76.0,3421.0,Point,"[-6.3724371, 53.3403767]",53.3403767,-6.3724371
726,375000,"257 Tonlegee Road, Raheny, Dublin 5",3,1,114.0,3289.0,Point,"[-6.175692, 53.3913919]",53.3913919,-6.175692
727,390000,"3 Cooldrinagh Cottages, Cooldrinagh Lane, Lucan, Co. Dublin",3,2,90.0,4333.0,Point,"[-6.48093, 53.35723249999999]",53.35723249999999,-6.48093
728,189950,"55 Barons Hall Park, Balbriggan, Co. Dublin",2,1,68.0,2793.0,Point,"[-6.2049859, 53.61292]",53.61292,-6.2049859
729,795000,"Riverview, Balleally, Lusk, Co. Dublin",4,4,208.0,3822.0,Point,"[-6.1745673, 53.50678019999999]",53.50678019999999,-6.1745673
730,225000,"Apartment 23, Block A, Old Kilmainham Village, Dublin 8",1,1,40.0,5625.0,Point,"[-6.3045461, 53.34084619999999]",53.34084619999999,-6.3045461
731,625000,"25 Silver Pines, Brewery Road, Stillorgan, Co. Dublin",3,3,94.0,6649.0,Point,"[-6.1980998, 53.2738994]",53.2738994,-6.1980998
732,398000,"Apartment 59, Shanagarry, Milltown, Dublin 6",2,1,53.0,7509.0,Point,"[-6.248039299999999, 53.3105987]",53.3105987,-6.248039299999999
733,745000,"66 Mount Prospect Drive, Clontarf, Clontarf, Dublin 3",3,2,102.0,7304.0,Point,"[-6.1888165, 53.3684725]",53.3684725,-6.1888165
734,360000,"2 Dakota Court, Royal Canal Bank, Dublin 7",2,3,96.0,3750.0,Point,"[-6.2695704, 53.3636195]",53.3636195,-6.2695704
735,500000,"3A Spittal Hill, Lissenhall, Swords, Co. Dublin",4,3,108.0,4630.0,Point,"[-6.2107831, 53.4683315]",53.4683315,-6.2107831
736,335000,"81 Seaview Avenue, East Wall, Dublin 3",2,1,69.0,4855.0,Point,"[-6.235054, 53.3558721]",53.3558721,-6.235054
737,450000,"1 Philipsburgh Terrace, Marino, Dublin 3",3,1,89.0,5056.0,Point,"[-6.2388946, 53.3682263]",53.3682263,-6.2388946
738,260000,"17 Ballyneety Road, Ballyfermot, Ballyfermot, Dublin 10",2,1,72.0,3611.0,Point,"[-6.333778, 53.340736]",53.340736,-6.333778
739,685000,"54 Brookwood Rise, Artane, Dublin 5",3,2,147.0,4660.0,Point,"[-6.1930932, 53.37856919999999]",53.37856919999999,-6.1930932
740,550000,"5 St. David's Terrace Blackhorse Avenue Dublin 7, Dublin 7",3,1,113.0,4867.0,Point,"[-6.2943707, 53.3560721]",53.3560721,-6.2943707
741,525000,"3 The Old School House, Mount Saint Anne's, Milltown, Dublin 6",2,2,85.0,6176.0,Point,"[-6.2504575, 53.3139984]",53.3139984,-6.2504575
742,550000,"129 Moyville, Rathfarnham, Rathfarnham, Dublin 14",4,2,122.0,4508.0,Point,"[-6.2925717, 53.27816]",53.27816,-6.2925717
743,595000,"Lyndale, 18 Melrose Avenue, Dublin 3",4,1,172.0,3459.0,Point,"[-6.2214509, 53.3631353]",53.3631353,-6.2214509
744,150000,"Apt 37 Shangan Hall, Ballymun, Dublin 9",1,1,37.0,4054.0,Point,"[-6.262156999999999, 53.3954935]",53.3954935,-6.262156999999999
745,179500,"11 Harbour View, High Street, Balbriggan, Co. Dublin",1,1,50.0,3590.0,Point,"[-6.1820936, 53.6089117]",53.6089117,-6.1820936
746,825000,"29 Dargle Road, Blackrock, Co. Dublin",4,2,164.0,5030.0,Point,"[-6.172511, 53.2808962]",53.2808962,-6.172511
747,625000,"38 Braemor Avenue, Churchtown, Churchtown, Dublin 14",3,2,116.0,5388.0,Point,"[-6.2631261, 53.3015005]",53.3015005,-6.2631261
748,249000,"5 Belfry Drive, Citywest, Co. Dublin",3,2,96.0,2594.0,Point,"[-6.4128615, 53.276065]",53.276065,-6.4128615
749,270000,"3 Clancy Avenue, Finglas East, Finglas, Dublin 11",3,1,70.0,3857.0,Point,"[-6.292782799999999, 53.3928884]",53.3928884,-6.292782799999999
750,275000,"13 Hayworth Terrace, Ongar Village, Ongar, Dublin 15",3,2,94.0,2926.0,Point,"[-6.4383031, 53.3938129]",53.3938129,-6.4383031
751,895000,"Neidin, Dixon Lane, Ballycorus Road, Kilternan, Dublin 18",5,4,237.0,3776.0,Point,"[-6.1825254, 53.2375742]",53.2375742,-6.1825254
752,475000,"De Porres, 43 Copeland Grove, Clontarf, Dublin 3",3,1,82.0,5793.0,Point,"[-6.224391, 53.368185]",53.368185,-6.224391
753,420000,"72 Clonshaugh Road, Clonshaugh, Dublin 17",5,2,146.0,2877.0,Point,"[-6.2153809, 53.3998099]",53.3998099,-6.2153809
754,350000,"306 The Cubes 2, Beacon South Quarter, Sandyford, Dublin 18",2,2,72.0,4861.0,Point,"[-6.2163689, 53.2770387]",53.2770387,-6.2163689
755,1350000,"Killary, 18 Ardilea Downs, Mount Merrion, Co. Dublin",4,2,227.0,5947.0,Point,"[-6.2218605, 53.2958289]",53.2958289,-6.2218605
756,260000,"76 Seagrave Drive, Finglas, Finglas, Dublin 11",3,3,126.0,2063.0,Point,"[-6.293483900000001, 53.4055426]",53.4055426,-6.293483900000001
757,300000,"4 Stocking Well Close, Stocking Avenue, Rathfarnham, Dublin 16",2,2,65.0,4615.0,Point,"[-6.320233099999999, 53.2723144]",53.2723144,-6.320233099999999
758,250000,"3 Abbotstown House, Finglas West, Dublin 11",3,2,87.0,2874.0,Point,"[-6.3143793, 53.3881266]",53.3881266,-6.3143793
