Unnamed: 0,price,address,bedrooms,bathrooms,floor_area,price_sqm,geometry.type,geometry.coordinates,latitude,longitude
95,200000,"Apartment 20, Block A, Lansdowne Valley Apartments, Drimnagh, Dublin 12",1,1,57.0,3509.0,Point,"[-6.3273385, 53.3246753]",53.3246753,-6.3273385
96,280000,"Apartment 34, Griffith Hall, Glandore Road, Drumcondra, Dublin 3",2,1,65.0,4308.0,Point,"[-6.2369822, 53.3738105]",53.3738105,-6.2369822
97,295000,"6 Kings Hall, 191-193 Phibsboro Road, Dublin 7",2,1,52.0,5673.0,Point,"[-6.2728752, 53.3598184]",53.3598184,-6.2728752
98,525000,"60 Milltown Avenue Mount St Annes Milltown Dublin 6, Milltown, Dublin 6",2,2,85.0,6176.0,Point,"[-6.2506534, 53.31404370000001]",53.31404370000001,-6.2506534
99,695000,"23 Fortfield Road Terenure Dublin 6W, Terenure, Dublin 6",3,2,124.0,5605.0,Point,"[-6.3012584, 53.3113636]",53.3113636,-6.3012584
100,295000,"Apartment 7, Kilross, Rathmines, Dublin 6",1,1,47.0,6277.0,Point,"[-6.2632618, 53.3193306]",53.3193306,-6.2632618
101,595000,"208 Kimmage Road Lower, Kimmage, Dublin 12",4,2,113.0,5265.0,Point,"[-6.2915695, 53.3183928]",53.3183928,-6.2915695
102,525000,"Apartment 50, Orwell Hall, Rathgar, Dublin 6",1,1,64.0,8203.0,Point,"[-6.2631149, 53.3086206]",53.3086206,-6.2631149
103,435000,"46 Cremorne, Terenure, Dublin 6",2,1,73.0,5959.0,Point,"[-6.278283699999999, 53.3099542]",53.3099542,-6.278283699999999
104,495000,"30 Idrone Park, Knocklyon, Dublin 16",2,1,102.0,4853.0,Point,"[-6.3163005, 53.2851006]",53.2851006,-6.3163005
105,495000,"129 Nutgrove Avenue, Rathfarnham, Dublin 14",3,1,70.0,7071.0,Point,"[-6.2712081, 53.2924464]",53.2924464,-6.2712081
106,595000,"50 Prospect View, Prospect Manor, D16P9W7, Dublin 16",4,2,115.0,5174.0,Point,"[-6.302976699999999, 53.27405510000001]",53.27405510000001,-6.302976699999999
107,325000,"105 The Beech, Grange Hall, Rathfarnham, Dublin 16",2,2,76.0,4276.0,Point,"[-6.254365399999999, 53.2711438]",53.2711438,-6.254365399999999
108,550000,"22 Llewellyn Court, Rathfarnham, Dublin 16",3,1,80.0,6875.0,Point,"[-6.264664499999999, 53.2821209]",53.2821209,-6.264664499999999
109,595000,"106 Templeville Road, Templeogue, Dublin 6W",4,1,149.0,3993.0,Point,"[-6.3099343, 53.3026761]",53.3026761,-6.3099343
110,675000,"The Meadow, 157a Whitehall Road West, Perrystown, Dublin 12",3,3,124.0,5444.0,Point,"[-6.316833099999999, 53.3157005]",53.3157005,-6.316833099999999
111,1100000,"The Oak, 106a Templeville Road, Templeogue, Dublin 6W",4,3,241.0,4564.0,Point,"[-6.3054432, 53.3015658]",53.3015658,-6.3054432
112,325000,"244 Keeper Road, Drimnagh, Dublin 12",2,1,70.0,4643.0,Point,"[-6.299204599999999, 53.3306239]",53.3306239,-6.299204599999999
113,525000,"14 St. Mary's Avenue, Rathfarnham, Dublin 14",2,1,93.0,5645.0,Point,"[-6.285708899999999, 53.2969926]",53.2969926,-6.285708899999999
114,695000,"95 Barton Drive, Rathfarnham, Dublin 14",4,3,126.0,5516.0,Point,"[-6.2774136, 53.2879544]",53.2879544,-6.2774136
115,1100000,"3 Old Orchard, Butterfield Avenue, Dublin 14",4,2,190.0,5789.0,Point,"[-6.2897924, 53.2969679]",53.2969679,-6.2897924
116,595000,"19 Prospect Avenue, Prospect Manor, Rathfarnham, Dublin 16",3,3,142.0,4190.0,Point,"[-6.3003865, 53.2766031]",53.2766031,-6.3003865
117,395000,"17 Whitechurch Place, Rathfarnham, Dublin 16",3,3,87.0,4540.0,Point,"[-6.2891667, 53.2741915]",53.2741915,-6.2891667
118,750000,"31 Orchardstown Avenue, Rathfarnham, Dublin 14",4,2,158.0,4747.0,Point,"[-6.3002896, 53.2909444]",53.2909444,-6.3002896
119,445000,"32 Nutgrove Avenue, Rathfarnham, Dublin 14",3,1,83.0,5361.0,Point,"[-6.278401199999999, 53.2940988]",53.2940988,-6.278401199999999
120,249950,"11 Sundale Lawn, Tallaght, Dublin 24",3,1,82.0,3048.0,Point,"[-6.4115851, 53.28411389999999]",53.28411389999999,-6.4115851
121,275000,"13 Alderwood Avenue, Springfield, D24W65N, Dublin 24",3,1,80.0,3438.0,Point,"[-6.380949900000001, 53.2848917]",53.2848917,-6.380949900000001
122,450000,"81 Carrigwood, Firhouse, Dublin 24",3,1,100.0,4500.0,Point,"[-6.3351374, 53.2798057]",53.2798057,-6.3351374
123,249000,"108 Buttercup Park, Darndale, Dublin 17",3,1,80.0,3112.0,Point,"[-6.1872086, 53.3989838]",53.3989838,-6.1872086
124,495000,"13 Shackleton Crescent, Lucan, Co. Dublin",4,3,172.0,2878.0,Point,"[-6.469678000000001, 53.347631]",53.347631,-6.469678000000001
125,1065000,"9 Old Estuary Mill, Malahide, Co. Dublin",5,4,265.0,4019.0,Point,"[-6.185096, 53.4502566]",53.4502566,-6.185096
126,300000,"59 Gleann Na Ri, Cherrywood, Cabinteely, Dublin 18",2,1,60.0,5000.0,Point,"[-6.142820899999999, 53.2460142]",53.2460142,-6.142820899999999
127,380000,"10 Oldbridge Green, Lucan, Co. Dublin",3,3,102.0,3725.0,Point,"[-6.4349586, 53.3392188]",53.3392188,-6.4349586
128,595000,"62 Belgrove Lawn, Chapelizod, Dublin 20",4,2,135.0,4407.0,Point,"[-6.352247600000001, 53.3515831]",53.3515831,-6.352247600000001
129,550000,"Barr Na Coille, Barr Na Coille, 36E Chapelizod Hill Road, Chapelizod, Dublin 20",4,3,173.0,3179.0,Point,"[-6.3475826, 53.3458955]",53.3458955,-6.3475826
130,260000,"83 The Steeples, Chapelizod, Dublin 20",2,1,57.0,4561.0,Point,"[-6.3388751, 53.3432961]",53.3432961,-6.3388751
131,525000,"2 Chanel Road, Artane, Coolock, Dublin 5",4,3,155.0,3387.0,Point,"[-6.2027584, 53.3865047]",53.3865047,-6.2027584
132,545000,"58 Laurel Park, Clondalkin, Dublin 22",4,2,214.0,2547.0,Point,"[-6.3916334, 53.32044699999999]",53.32044699999999,-6.3916334
133,465000,"2 Kiltipper Drive, Aylesbury, Tallaght, Dublin 24",3,1,108.0,4306.0,Point,"[-6.3606738, 53.2747787]",53.2747787,-6.3606738
134,545000,"22 Brownsbarn Wood, Kingswood, Tallaght, Dublin 24",4,4,185.0,2946.0,Point,"[-6.421700899999999, 53.2991342]",53.2991342,-6.421700899999999
135,450000,"146 Broadmeadows, Swords, Co. Dublin",5,2,126.0,3571.0,Point,"[-6.2283561, 53.4646421]",53.4646421,-6.2283561
136,495000,"274A Glasnevin Avenue, Glasnevin, Dublin 11",4,3,111.0,4459.0,Point,"[-6.266159399999999, 53.3892009]",53.3892009,-6.266159399999999
137,495000,"46 Knockabawn, Rush, Co. Dublin",4,2,161.0,3075.0,Point,"[-6.0801324, 53.5213277]",53.5213277,-6.0801324
138,225000,"31 Marlfield Place, Kiltipper, Dublin 24",2,1,55.0,4091.0,Point,"[-6.3702187, 53.2713927]",53.2713927,-6.3702187
139,295000,"38 Morrow House, Longfield Road, The Coast, Baldoyle, Dublin 13",2,2,70.0,4214.0,Point,"[-6.147302900000001, 53.3995805]",53.3995805,-6.147302900000001
140,475000,"3 Taobh Na Coille, Old Knocklyon Road, Knocklyon, Dublin 16",3,3,88.0,5398.0,Point,"[-6.3291504, 53.2855693]",53.2855693,-6.3291504
141,299000,"14 St Brendan's Park, Coolock, Dublin 5",3,1,96.0,3115.0,Point,"[-6.1947361, 53.38624309999999]",53.38624309999999,-6.1947361
142,375000,"21 Glenarm Square, Drumcondra, Dublin 9",2,1,70.0,5357.0,Point,"[-6.2577187, 53.3654508]",53.3654508,-6.2577187
143,450000,"12 Belltree Walk, Belltree, Clongriffin, Dublin 13",3,3,130.0,3462.0,Point,"[-6.1560997, 53.4059888]",53.4059888,-6.1560997
144,475000,"19 Park Street, Clongriffin, Dublin 13",3,3,117.0,4060.0,Point,"[-6.1518776, 53.4019732]",53.4019732,-6.1518776
145,325000,"12 Broomfield Hall, Broomfield Court, Shankill, Dublin 18",2,2,82.0,3963.0,Point,"[-6.1237461, 53.2400781]",53.2400781,-6.1237461
146,595000,"19 Ardeevin Drive, Lucan, Co. Dublin",4,2,147.0,4048.0,Point,"[-6.454915499999999, 53.3548473]",53.3548473,-6.454915499999999
147,495000,"13 Balnagowan, Palmerston Park, Rathmines, Dublin 6",2,2,74.0,6689.0,Point,"[-6.2562261, 53.3125069]",53.3125069,-6.2562261
148,375000,"224 Olcovar, Shankill, Dublin 18",2,2,72.0,5208.0,Point,"[-6.1252249, 53.2268475]",53.2268475,-6.1252249
149,975000,"Altis, Ballinclea Road, Killiney, Co. Dublin",5,2,177.0,5508.0,Point,"[-6.1330199, 53.26626779999999]",53.26626779999999,-6.1330199
150,395000,"19 Canon Hall, Church Street East, East Wall, Dublin 3",2,2,62.0,6371.0,Point,"[-6.235523199999999, 53.3506128]",53.3506128,-6.235523199999999
