Unnamed: 0,price,address,bedrooms,bathrooms,floor_area,price_sqm
702,625000,"197 Apples Road, Wedgewood, Sandyford, Dublin 18",3,2,115.0,5435.0
703,230000,"14 The View, Larch Hill, Santry, Dublin 9",2,1,63.0,3651.0
704,165000,"27 Deerpark Place, Tallaght, Dublin 24",1,1,39.0,4231.0
705,450000,"41 Ashington Dale, Navan Road, Dublin 7",3,3,94.0,4787.0
706,1150000,"4 Fairacre, The Warren, Malahide, Co. Dublin",4,3,278.0,4137.0
707,325000,"181 Crosbies Yard, Ossory Road, North Strand, Dublin 3",2,1,62.0,5242.0
708,430000,"9 Hawthorn House, Carrickmines Green, Carrickmines, Dublin 18",2,2,86.0,5000.0
709,595000,"46 St. Brigid's Park, Foxrock, Dublin 18",3,2,85.0,7000.0
710,675000,"42 Shrewsbury Square, Ballsbridge, Dublin 4",2,2,97.0,6959.0
711,1100000,"25 Philipsburgh Avenue, Fairview, Dublin 3",8,8,177.0,6215.0
712,475000,"155 Rosary Terrace, Irishtown, Dublin 4",2,1,83.0,5723.0
713,525000,"45 Furry Park Court, Howth Road, Killester, Dublin 5",3,3,87.0,6034.0
714,450000,"66 Springvale, Edmondstown Road, Rathfarnham, Dublin 16",3,3,98.0,4592.0
715,595000,"Apartment 15, 18 Lower Baggot Street, Dublin 2",2,2,86.0,6919.0
716,795000,"9 Kelston Park, Foxrock, Dublin 18",4,4,164.0,4848.0
717,395000,"14 Brackenstown Avenue, Swords, Co. Dublin",3,2,110.0,3591.0
718,875000,"4 Fairfield Road, Glasnevin, Dublin 9",4,2,168.0,5208.0
719,245000,"14 Newlands Manor Drive, Clondalkin, Clondalkin, Dublin 22",2,2,67.0,3657.0
720,275000,"Knapp Cottage, Knapp Cottage, Annaville Avenue, Blackrock, Co. Dublin",1,1,45.0,6111.0
721,499000,"Apartment 22, Ardoyne House, Pembroke Park, Ballsbridge, Dublin 4",2,2,87.0,5736.0
722,220000,"40 Glebe Square, Newcastle, Co. Dublin",2,2,62.0,3548.0
723,295000,"55 Longstone Park, Portrane, Co. Dublin",3,1,70.0,4214.0
724,450000,"15 The Close, Beaumont Woods, Beaumont, Dublin 9",3,3,89.0,5056.0
725,260000,"272 Blackditch Road. D10 H288, Ballyfermot, Dublin 10",3,1,76.0,3421.0
726,375000,"257 Tonlegee Road, Raheny, Dublin 5",3,1,114.0,3289.0
727,390000,"3 Cooldrinagh Cottages, Cooldrinagh Lane, Lucan, Co. Dublin",3,2,90.0,4333.0
728,189950,"55 Barons Hall Park, Balbriggan, Co. Dublin",2,1,68.0,2793.0
729,795000,"Riverview, Balleally, Lusk, Co. Dublin",4,4,208.0,3822.0
730,225000,"Apartment 23, Block A, Old Kilmainham Village, Dublin 8",1,1,40.0,5625.0
731,625000,"25 Silver Pines, Brewery Road, Stillorgan, Co. Dublin",3,3,94.0,6649.0
732,398000,"Apartment 59, Shanagarry, Milltown, Dublin 6",2,1,53.0,7509.0
733,745000,"66 Mount Prospect Drive, Clontarf, Clontarf, Dublin 3",3,2,102.0,7304.0
734,360000,"2 Dakota Court, Royal Canal Bank, Dublin 7",2,3,96.0,3750.0
735,500000,"3A Spittal Hill, Lissenhall, Swords, Co. Dublin",4,3,108.0,4630.0
736,335000,"81 Seaview Avenue, East Wall, Dublin 3",2,1,69.0,4855.0
737,450000,"1 Philipsburgh Terrace, Marino, Dublin 3",3,1,89.0,5056.0
738,260000,"17 Ballyneety Road, Ballyfermot, Ballyfermot, Dublin 10",2,1,72.0,3611.0
739,685000,"54 Brookwood Rise, Artane, Dublin 5",3,2,147.0,4660.0
740,550000,"5 St. David's Terrace Blackhorse Avenue Dublin 7, Dublin 7",3,1,113.0,4867.0
741,525000,"3 The Old School House, Mount Saint Anne's, Milltown, Dublin 6",2,2,85.0,6176.0
742,550000,"129 Moyville, Rathfarnham, Rathfarnham, Dublin 14",4,2,122.0,4508.0
743,595000,"Lyndale, 18 Melrose Avenue, Dublin 3",4,1,172.0,3459.0
744,150000,"Apt 37 Shangan Hall, Ballymun, Dublin 9",1,1,37.0,4054.0
745,179500,"11 Harbour View, High Street, Balbriggan, Co. Dublin",1,1,50.0,3590.0
746,825000,"29 Dargle Road, Blackrock, Co. Dublin",4,2,164.0,5030.0
747,625000,"38 Braemor Avenue, Churchtown, Churchtown, Dublin 14",3,2,116.0,5388.0
748,249000,"5 Belfry Drive, Citywest, Co. Dublin",3,2,96.0,2594.0
749,270000,"3 Clancy Avenue, Finglas East, Finglas, Dublin 11",3,1,70.0,3857.0
750,275000,"13 Hayworth Terrace, Ongar Village, Ongar, Dublin 15",3,2,94.0,2926.0
751,895000,"Neidin, Dixon Lane, Ballycorus Road, Kilternan, Dublin 18",5,4,237.0,3776.0
752,475000,"De Porres, 43 Copeland Grove, Clontarf, Dublin 3",3,1,82.0,5793.0
753,420000,"72 Clonshaugh Road, Clonshaugh, Dublin 17",5,2,146.0,2877.0
754,350000,"306 The Cubes 2, Beacon South Quarter, Sandyford, Dublin 18",2,2,72.0,4861.0
755,1350000,"Killary, 18 Ardilea Downs, Mount Merrion, Co. Dublin",4,2,227.0,5947.0
756,260000,"76 Seagrave Drive, Finglas, Finglas, Dublin 11",3,3,126.0,2063.0
757,300000,"4 Stocking Well Close, Stocking Avenue, Rathfarnham, Dublin 16",2,2,65.0,4615.0
758,250000,"3 Abbotstown House, Finglas West, Dublin 11",3,2,87.0,2874.0
759,295000,"5 Hansted Way, Adamstown, Co. Dublin",3,2,98.0,3010.0
760,700000,"34 Sion Hill Road, Drumcondra, Drumcondra, Dublin 3",4,2,124.0,5645.0
761,645000,"12 Rockville Woods, Carrickmines, Dublin 18",4,3,150.0,4300.0
762,355000,"Apartment 26, Block 2, Dundrum Gate, Dundrum, Dublin 16",2,2,53.0,6698.0
763,250000,"11 Liffey Road, Liffey Valley Park, Lucan, Co. Dublin",3,3,93.0,2688.0
764,350000,"20 Oak Green, Royal Oak, Santry, Dublin 9",3,1,82.0,4268.0
765,975000,"20 Templeville Park, Templeogue, Dublin 6W",5,3,178.0,5478.0
766,595000,"81 Casino Road, Marino, Dublin 3",3,2,115.0,5174.0
767,445000,"15 Hunters Parade, Ballycullen, Dublin 24",3,3,120.0,3708.0
768,695000,"56 Connaught Street, Phibsborough, Dublin 7",3,3,144.0,4826.0
769,295000,"12 Carrigmore Oak, Citywest, Saggart, Co. Dublin",2,3,78.0,3782.0
770,325000,"Apt 15 Venetian Hall, Howth Road, Killester, Dublin 5",2,1,65.0,5000.0
771,475000,"270 Sundrive Road, Crumlin, Dublin 12",3,2,88.0,5398.0
772,615000,"19 Martin Street, Portobello, Dublin 8",2,2,74.0,8311.0
773,450000,"13 Bloomfield Park, Bloomfield Avenue, Donnybrook, Dublin 4",1,1,49.0,9184.0
774,350000,"Apartment 16, Block 11, Clarion Quay, IFSC, Dublin 1",2,1,65.0,5385.0
775,995000,"Penleigh, Killeek Lane, Swords, Co. Dublin",5,4,329.0,3024.0
776,295000,"106 Ash House, Silverbanks, The Coast, Baldoyle, Dublin 13",1,1,60.0,4917.0
777,599000,"35 Castlemoyne, Balgriffin, Dublin 13",5,4,175.0,3423.0
778,755000,"3 Stone Park Mount Merrion, Mount Merrion, Co. Dublin",3,2,129.0,5853.0
779,265000,"11 Saint Joseph's Place, Prussia Street, Stoneybatter, Dublin 7",2,1,50.0,5300.0
780,295000,"164 Carrow Road, Drimnagh, Drimnagh, Dublin 12",2,1,75.0,3933.0
781,295000,"27 La Touche Road, Bluebell, Dublin 12",2,1,70.0,4214.0
782,425000,"24 Allendale Drive, Clonsilla, Clonee, Dublin 15",3,3,115.0,3696.0
783,495000,"29 Saint Aidans Park, Marino, Dublin 3",3,1,103.0,4806.0
784,270000,"79 Edgewood Lawns, Blanchardstown, Dublin 15",3,1,84.0,3214.0
785,795000,"5 Killiney Gate, Killiney, Co. Dublin",3,2,146.0,5445.0
786,1895000,"Leeson Mews, 41 Leeson Place, South, Dublin 2",4,3,186.0,10188.0
787,450000,"59 Lorcan Road, Santry, Dublin 9",3,2,102.0,4412.0
788,325000,"70 Old Bawn Road, Tallaght, Clondalkin, Dublin 22",2,2,117.0,2778.0
789,375000,"66 Annamoe Terrace, Cabra, Dublin 7",2,1,62.0,6048.0
790,195000,"15 Sion Hill Court, Drumcondra, Dublin 9",1,1,40.0,4875.0
791,600000,"33 Rathfarnham Mill, Rathfarnham, Dublin 14",2,2,99.0,6061.0
792,775000,"67 Leinster Park, Harold's Cross, Dublin 6",4,3,138.0,5616.0
793,430000,"34 Halliday Square, Stoneybatter, Dublin 7",2,1,69.0,6232.0
794,625000,"4 Glencairn Garth, The Gallops, Leopardstown, Dublin 18",3,2,98.0,6378.0
795,345000,"Apartment 9, Uppercross House, Temple Park, Richmond Avenue South, Dublin 6",1,1,56.0,6161.0
796,255000,"104 Carrigmore Crescent, Citywest, Co. Dublin",2,1,66.0,3864.0
797,585000,"87 Corr Castle Howth Road Howth, Howth, Dublin 13",3,2,110.0,5318.0
798,375000,"Apartment 44, Millstream, Portmarnock, Co. Dublin",2,2,82.0,4573.0
799,215000,"5 Chamber Street, Dublin 8",2,1,65.0,3308.0
800,545000,"20 Oliver Plunkett Villas, Dun Laoghaire, Monkstown, Co. Dublin",2,2,87.0,6264.0
801,435000,"13 Castleknock Grove, Castleknock, Castleknock, Dublin 15",3,1,98.0,4439.0
802,170000,"25 Fingal Street, Dublin 8, South Circular Road, Dublin 8",1,1,37.0,4595.0
803,395000,"5 The Avenue, Aubrey Manor, Rathcoole, Co. Dublin",4,4,153.0,2582.0
804,875000,"Churchtown Lodge, Weston Park, Churchtown, Dublin 14",4,3,124.0,7056.0
805,650000,"17 Ardagh Avenue, Blackrock, Co. Dublin",3,1,86.0,7558.0
806,1850000,"24 Greenfield Park, Donnybrook, Dublin 4",4,4,337.0,5490.0
807,375000,"42 Fairfield Avenue, East Wall, Dublin 3",3,1,94.0,3989.0
808,635000,"6 Carrigmore Glen, Saggart, Co. Dublin",4,3,172.0,3692.0
809,350000,"22 Garthy Wood, Knocklyon, Dublin 16",2,2,69.0,5072.0
810,375000,"22 Rockwood, Finnstown Abbey, Lucan, Co. Dublin",3,3,100.0,3750.0
811,1950000,"Blackwood Lodge, 3 Blackwoods, Blackwood Lane, Malahide, Co. Dublin",6,4,606.0,3218.0
812,185000,"Apartment 54, Mayeston Court, Finglas, Dublin 11",1,1,43.0,4302.0
813,480000,"120 Palmerstown Drive, Palmerstown, Dublin 20",3,2,131.0,3664.0
814,1950000,"Blackwood Lodge, Blackwood Lane Malahide, Malahide, Co. Dublin",6,4,606.0,3218.0
815,440000,"2 Chapelwood Avenue, Hollystown, Dublin 15",4,4,137.0,3212.0
816,425000,"14 Coolgreena Road, Beaumont, Beaumont, Dublin 9",4,2,102.0,4167.0
817,1700000,"Darragh, Darragh, 111 Fortfield Road, Terenure, Dublin 6W",5,3,279.0,6093.0
818,400000,"66 St. Anthony's Crescent, Walkinstown, Greenhills, Dublin 12",3,1,88.0,4545.0
819,375000,"16 Emmet Road, Kilmainham, Dublin 8",3,2,105.0,3571.0
820,475000,"5 Westown Ave, Naul, Co. Dublin",4,3,158.0,3006.0
821,610000,"Hollyberry Mews, Monksfield, Carrickbrennan Road, Monkstown, Co. Dublin",2,3,110.0,5545.0
822,325000,"10 Cavalry Row, Palatine Square, Stoneybatter, Dublin 7",2,1,56.0,5804.0
823,370000,"17 Woodland Park, Rush, Co. Dublin",3,3,101.0,3663.0
824,275000,"Apartment 9, Johnstown House, Glasnevin, Dublin 11",2,1,65.0,4231.0
825,525000,"14 Sallynoggin Villas Upper Glenageary Road Dun Laoghaire, Dun Laoghaire, Co. Dublin",3,2,86.0,6105.0
826,295000,"Apartment 4, 26 James's Walk, Dublin 8",1,1,73.0,4041.0
827,428000,"55 Shanowen Grove, Santry, Santry, Dublin 9",4,2,111.0,3856.0
828,340000,"Apartment 16, Saint James's, Dublin 3",2,11,64.0,5312.0
829,290000,"13 Ashleigh Court, Castleknock, Dublin 15",2,1,57.0,5088.0
830,585000,"231 Phibsborough Road, Phibsborough, Dublin 7",3,1,81.0,7222.0
831,485000,"8 Willbrook Downs, Rathfarnham, Dublin 14",3,1,89.0,5449.0
832,460000,"111 Donnycarney Road, Donnycarney, Dublin 3",3,2,101.0,4554.0
833,895000,"3 Meadowfield, Sandyford, Sandyford, Dublin 18",5,4,191.0,4686.0
834,350000,"1A Raheen Drive, Ballyfermot, Dublin 10",3,2,120.0,2917.0
835,750000,"113 Fosterbrook, Booterstown, Blackrock, Co. Dublin",4,3,115.0,6522.0
836,290000,"57 Bargy Road, East Wall, Dublin 3",2,1,67.0,4328.0
837,330000,"23 Beech House, Glenamuck Road, Carrickmines, Dublin 18",2,2,94.0,3511.0
838,450000,"Apartment 17, Block C, Smithfield, Dublin 1",2,2,78.0,5769.0
839,395000,"2A Cedar Park, The Donahies, Donaghmede, Dublin 13",3,4,110.0,3591.0
840,545000,"20 Shackleton Way, Lucan, Co. Dublin",4,3,134.0,4067.0
841,645000,"Main Street, Naul, Co. Dublin",5,4,156.0,4135.0
842,845000,"41 Crannagh Road, Rathfarnham, Rathfarnham, Dublin 14",4,1,143.0,5909.0
843,375000,"26 Saint Johns Court, Kilmore Road, Artane, Dublin 5",3,2,98.0,3827.0
844,415000,"30 Parkview, Robswall, Malahide, Co. Dublin",2,3,82.0,5061.0
845,190000,"Apartment 1, Hamlet Lane House, Balbriggan, Co. Dublin",2,1,60.0,3167.0
846,395000,"6 Barron Place, Drumcondra, Dublin 9",3,1,72.0,5486.0
847,360000,"38 Shanliss Walk, Santry, Santry, Dublin 9",3,2,75.0,4800.0
848,695000,"16 Hagans Court, Lad Lane, Dublin 2",2,2,96.0,7240.0
849,380000,"Apartment 510, The Cubes 1, Beacon South Quarter, Sandyford, Dublin 18",2,2,71.0,5352.0
850,495000,"65 Saint Anne's Square, Portmarnock, Co. Dublin",4,1,92.0,5380.0
851,395000,"67 Anner Road, Kilmainham, Dublin 8",3,2,96.0,4115.0
852,215000,"Apartment 2, Deerpark Place, Kiltipper, Dublin 24",2,1,63.0,3413.0
853,380000,"42 Latchford Park, Clonee, Dublin 15",3,3,100.0,3800.0
854,395000,"14 Tenterfields, Brown Street South, Dublin 8",2,1,74.0,5338.0
855,279000,"125 Saint Eithne Road, Cabra, Cabra, Dublin 7",2,1,65.0,4292.0
856,825000,"37 Leopardstown Grove, Leopardstown, Dublin 18",4,3,127.0,6496.0
857,525000,"38 Corrib Road, Terenure Road North, Terenure, Dublin 6",3,1,79.0,6646.0
858,349950,"Apartment 46, The Oak, Parkview, Stepaside, Dublin 18",2,2,81.0,4320.0
859,650000,"2 Lynwood, Dooroge, Ballyboughal, Co. Dublin",6,4,238.0,2731.0
860,650000,"38 Dun Emer Drive, Dundrum, Dundrum, Dublin 14",4,1,114.0,5702.0
861,225000,"48 Kiltipper Gate, Kiltipper, Dublin 24",2,1,68.0,3309.0
862,495000,"Carrokeel Lodge, Peamount Lane, Newcastle, Co. Dublin",4,2,174.0,2845.0
863,650000,"67 Seapark Drive, Clontarf, Dublin 3",3,1,102.0,6373.0
864,650000,"59 Skreen Road, Navan Road, Navan Road (D7), Dublin 7",3,2,131.0,4962.0
865,550000,"303 Navan Road, Navan Road (D7), Dublin 7",3,1,112.0,4911.0
866,279000,"Apartment 3 College Court, King's Inns Street, Dublin 1",1,1,40.0,6975.0
867,375000,"349 Clogher Road, Crumlin, Dublin 12",3,1,73.0,5137.0
868,725000,"17 Grosvenor Park, Rathmines, Dublin 6",4,3,118.0,6144.0
869,645000,"26 Abalone, The Grange, Stillorgan, Co. Dublin",3,2,110.0,5864.0
870,475000,"20 Wadelai Green, Glasnevin, Dublin 11",3,2,85.0,5588.0
871,265000,"23 Meadow Drive, Clonsilla, Dublin 15",3,1,60.0,4417.0
872,295000,"5 St Brendans Road, Drumcondra, Dublin 9",2,1,52.0,5673.0
873,315000,"80 Balrothery Estate, Tallaght, Tallaght, Dublin 24",3,1,96.0,3281.0
874,300000,"20 The Park, Millbrook Lawns, Tallaght, Dublin 24",3,1,94.0,3191.0
875,305000,"24 Saint John's Street, Blackpitts, Dublin 8",2,1,51.0,5980.0
876,235000,"Apartment 47, Block B, Westend Gate, Tallaght, Dublin 24",2,2,69.0,3406.0
877,545000,"137 Corrib Road, Terenure Road North, Terenure, Dublin 6",3,1,96.0,5677.0
878,1100000,"31 Churchfields Milltown Dublin 6, Milltown, Dublin 6",3,3,145.0,7586.0
879,560000,"Mary Ellan Cottage, Swords Road, Malahide, Co. Dublin",3,1,87.0,6437.0
880,310000,"72 Boroimhe Hawthorns, Swords, Co. Dublin",2,1,75.0,4133.0
881,670000,"Lillie Jack House, Swords Road, Malahide, Co. Dublin",4,2,136.0,4926.0
882,365000,"Apartment 40, Shelbourne Village, Ringsend, Dublin 4",2,1,61.0,5984.0
883,300000,"94 Cherry Avenue, Swords, Co. Dublin",3,1,69.0,4348.0
884,260000,"Hynestown, Newcastle, Co. Dublin",3,1,65.0,4000.0
885,355000,"67 Woodview Heights, Lucan, Co. Dublin",3,1,89.0,3989.0
886,260000,"10 Croftwood Green, Ballyfermot, Dublin 10",3,1,81.0,3210.0
887,495000,"37 Crannagh Castle, Crannagh Road, Rathfarnham, Dublin 14",2,2,83.0,5964.0
888,395000,"14 Whitechurch Drive, Rathfarnham, Dublin 16",3,1,80.0,4938.0
889,795000,"60 Crannagh Park, Rathfarnham, Dublin 14",4,2,131.0,6069.0
890,295000,"109 The Waterside, Charlotte Quay, Ringsend, Dublin 4",1,1,40.0,7375.0
891,245000,"43 Tenterfields, South Brown Street, Dublin 8",1,1,39.0,6282.0
892,645000,"1 Knights Bridge, Castle Avenue, Clontarf, Dublin 3",3,2,102.0,6324.0
893,2000000,"Burrow House, Howth Road Sutton Dublin 13, Sutton, Dublin 13",5,5,435.0,4598.0
894,675000,"30 The Maples, Bird Avenue, Clonskeagh, Dublin 14",4,3,116.0,5819.0
895,530000,"28 Berwick Hall, Whitehall Road, Churchtown, Dublin 14",3,2,75.0,7067.0
896,275000,"51 Cremona Road, Ballyfermot, Ballyfermot, Dublin 10",2,1,80.0,3438.0
897,698000,"42 Churchtown Road Upper, Churchtown, Dublin 14",3,2,129.0,5411.0
898,924950,"25 Saval Park Gardens, Dalkey, Co. Dublin",4,2,133.0,6955.0
899,350000,"43 Brookhaven Drive, Blanchardstown, Dublin 15",3,2,112.0,3125.0
900,575000,"8 Castlecourt, Clontarf, Clontarf, Dublin 3",3,2,102.0,5637.0
901,220000,"Apartment 35, Kiltipper Gate, Kiltipper, Dublin 24",2,2,67.0,3284.0
902,300000,"Mellowes Quay, Dublin 8",2,2,60.0,5000.0
903,395000,"20 Moore House, Loreto Abbey, Rathfarnham, Dublin 14",2,2,79.0,5000.0
904,475000,"Apartment C6, Isolde's Tower, Dublin 8",2,2,95.0,5000.0
905,395000,"9 Glebe Square, Newcastle, Co. Dublin",3,3,117.0,3376.0
906,295000,"1 Parkview, Verdemont, Blanchardstown, Dublin 15",3,2,120.0,2458.0
907,575000,"6 Cloister Green, Carysfort Avenue, Blackrock, Co. Dublin",3,2,101.0,5693.0
908,385000,"Apartment 103, Fitzwilliam Quay Apartments, Ringsend, Dublin 4",2,1,65.0,5923.0
909,465000,"Melrose 2, Church Avenue, Portmarnock, Co. Dublin",4,3,130.0,3577.0
910,160000,"Apartment 2 Lincoln Hall, Thornleigh Road, Swords, Co. Dublin",2,2,60.0,2667.0
911,350000,"Apartment 404, The Edges 3, Beacon South Quarter, Sandyford, Dublin 18",2,1,69.0,5072.0
912,1150000,"16 Glenavy Park, Terenure, Dublin 6W",4,2,137.0,8394.0
913,375000,"230 St Peters Road, Walkinstown, Greenhills, Dublin 12",3,1,92.0,4076.0
914,385000,"112 Carndonagh Park, Donaghmede, Donaghmede, Dublin 13",3,2,127.0,3031.0
915,195000,"124c Aras na Cluaine, Clondalkin, Dublin 22",2,2,63.0,3095.0
916,650000,"18 Kilbarrack Road, Raheny, Raheny, Dublin 5",5,1,149.0,4362.0
917,225000,"41A  Aras na Cluaine, Clondalkin, Dublin 22",2,2,84.0,2679.0
918,775000,"260 Howth Road, Killester, Killester, Dublin 5",4,3,175.0,4429.0
919,335000,"14 Mourne Drive, Skerries, Co. Dublin",3,2,82.0,4085.0
920,245000,"12 Clonmore Court, Glasnevin, Dublin 9",1,1,46.0,5326.0
921,279500,"2 Abhainn Court, Clonard Street, Balbriggan, Co. Dublin",3,1,109.0,2564.0
922,295000,"46 Hampton Woods, Balbriggan, Co. Dublin",3,2,98.0,3010.0
923,395000,"51 Levmoss Avenue, The Gallops, Leopardstown, Dublin 18",2,2,72.0,5486.0
924,525000,"20 Saint Anne's, Kimmage Road West, Kimmage, Dublin 12",4,1,96.0,5469.0
925,325000,"82 Huntstown Avenue, Mulhuddart, Mulhuddart, Dublin 15",3,1,85.0,3824.0
926,675000,"74 Manor Street, Stoneybatter, Dublin 7",3,3,105.0,6429.0
927,1200000,"24 Dollymount Avenue, Clontarf, Dublin 3",4,3,172.0,6977.0
928,240000,"25 Huntstown Wood, Mulhuddart, Mulhuddart, Dublin 15",2,1,60.0,4000.0
929,399000,"18 Ardcian Park, Swords, Co. Dublin",3,3,118.0,3381.0
930,650000,"24 Orlagh Park, Scholarstown Road, Knocklyon, Dublin 16",4,3,122.0,5328.0
931,230000,"57 Brackenwood Drive, Balbriggan, Co. Dublin",2,1,65.0,3538.0
932,2500000,"Avondale, Avondale, 9 Hillside Drive, Castle Park, Rathfarnham, Dublin 14",4,4,313.0,7987.0
933,360000,"6 Ashton Avenue, Ashton Broc, Swords, Co. Dublin",3,3,91.0,3956.0
934,285000,"Apartment 85, Burnell Square, Mayne River Avenue, Malahide Road, Northern Cross",2,2,76.0,3750.0
935,295000,"Apartment 14, New Row Place, Dublin 8",2,1,49.0,6020.0
936,265000,"3 Tymon North Place, Tallaght, Tallaght, Dublin 24",1,1,66.0,4015.0
937,355000,"70 Galtrim Grange, Malahide, Co. Dublin",2,2,70.0,5071.0
938,795000,"10 Richmond Grove Monkstown, Monkstown, Co. Dublin",3,2,115.0,6913.0
939,445000,"38 O'Rourke Park, Sallynoggin, Co. Dublin",3,2,95.0,4684.0
940,199950,"11 Enaville Avenue, North Strand, Dublin 3",2,1,37.0,5404.0
941,395000,"2 Palmerstown Court, Palmerstown, Palmerstown, Dublin 20",4,3,114.0,3465.0
942,345000,"Apartment 9, Meadow Court, Stepaside Park, Stepaside, Dublin 18",2,2,77.0,4481.0
943,550000,"Apartment 18, Avoca Hall, Blackrock, Co. Dublin",2,2,79.0,6962.0
944,475000,"5 Grove Avenue, Harold's Cross, Harold's Cross, Dublin 6",3,1,101.0,4703.0
945,575000,"34 North William Street, Dublin 1",6,5,126.0,4563.0
946,340000,"7 Forest Road, Swords, Co. Dublin",3,2,101.0,3366.0
947,350000,"12 Newbury Avenue, Clonshaugh, Dublin 17",3,1,90.0,3889.0
948,200000,"10 Killeen Hall, Ballyfermot, Dublin 10",1,1,44.0,4545.0
949,275000,"32 The Ogham, Granitefield Manor, Rochestown Avenue, Dun Laoghaire, Co. Dublin",2,2,68.0,4044.0
950,260000,"Apartment 36, Belarmine Hall, Dublin 18",1,1,48.0,5417.0
951,395000,"19 Beverton Meadows, Donabate, Co. Dublin",3,3,93.0,4247.0
952,445000,"Apartment 19, Stanford, Ardilea, Clonskeagh, Dublin 14",2,2,64.0,6953.0
953,290000,"2 Holywell Walk, Swords, Co. Dublin",2,3,80.0,3625.0
954,525000,"124 Roselawn Road, Castleknock, Castleknock, Dublin 15",4,1,112.0,4688.0
955,265000,"22 Villa Blanchard, Main Street, Blanchardstown, Dublin 15",2,1,57.0,4649.0
956,275000,"6 Castlegrange Road, Clondalkin, Clondalkin, Dublin 22",3,2,75.0,3667.0
957,225000,"Apartment 12, Glenmalure Court, Rialto, Dublin 8",1,1,40.0,5625.0
958,425000,"98 The Dale, Belgard Heights, Tallaght, Dublin 24",4,3,147.0,2891.0
959,520000,"Apartment 52, Ardilaun Court, Raheny, Dublin 5",2,2,91.0,5714.0
960,245000,"14 Newlands Manor Drive, Clondalkin, Clondalkin, Dublin 22",2,2,67.0,3657.0
961,350000,"Apt 2, Monkstown Square, Monkstown, Co. Dublin",2,1,61.0,5738.0
962,560000,"75b Grange Park Road, Raheny, Dublin 5",3,4,109.0,5138.0
963,560000,"75a Grange Park Road, Raheny, Dublin 5",3,4,109.0,5138.0
964,595000,"75 Grange Park Road, Raheny, Dublin 5",4,3,122.0,4877.0
965,300000,"1 Coldwell Street Glasthule, Glasthule, Co. Dublin",1,1,36.0,8333.0
966,275000,"6 Moylaragh Park, Balbriggan, Co. Dublin",3,3,100.0,2750.0
967,495000,"62 Meadow Park, Churchtown, Churchtown, Dublin 14",3,1,85.0,5824.0
968,735000,"24 Kilgobbin Heights, Stepaside, Dublin 18",4,2,141.0,5213.0
969,310000,"Apartment 60, Block 4, Richmond Hall, Richmond Road, Fairview, Dublin 3",2,2,74.0,4189.0
970,450000,"63 Saint Agnes Park, Crumlin, Crumlin, Dublin 12",3,1,91.0,4945.0
971,685000,"72 Brookwood Avenue, Artane, Artane, Dublin 5",3,2,148.0,4628.0
972,795000,"10 St Brigids Road Lower, Drumcondra, Dublin 9",3,2,130.0,6115.0
973,570000,"22 Corrig Park, Dun Laoghaire, Co. Dublin",2,1,69.0,8261.0
974,575000,"17 College Street, Baldoyle, Baldoyle, Dublin 13",4,2,96.0,5990.0
975,230000,"57 Blackhall Square, King Street North , Smithfield, Dublin 1",1,1,37.0,6216.0
976,260000,"162 Holywell Rise, Swords, Co. Dublin",2,2,63.0,4127.0
977,295000,"148 Benmadigan Road, Drimnagh, Drimnagh, Dublin 12",2,1,80.0,3688.0
978,525000,"88 Rory O'Connor Park, Dun Laoghaire, Co. Dublin",3,3,104.0,5048.0
979,250000,"62 Phibblestown House, Clonee, Dublin 15",2,2,71.0,3521.0
980,925000,"19 Ramleh Villas, Milltown, Milltown, Dublin 6",3,2,126.0,7341.0
981,595000,"79 Bishops Gate, Enniskerry Road, Kilternan, Dublin 18",3,3,112.0,5312.0
982,800000,"4 Portland Street North, Off North Circular Road, Dublin 1",5,5,162.0,4938.0
983,290000,"14 Alderwood Close, Tallaght, Dublin 24",3,1,82.0,3537.0
984,625000,"45 Marsham Court Stillorgan, Stillorgan, Co. Dublin",3,2,112.0,5580.0
985,335000,"3 Mount Olive Road, Kilbarrack, Dublin 5",3,2,92.0,3641.0
986,600000,"13 Ashe Grove, Knocksedan Demesne, Swords, Co. Dublin",4,4,142.0,4225.0
987,550000,"27 Rochestown Park, Dun Laoghaire, Co. Dublin",3,1,100.0,5500.0
988,895000,"4 Blackberry Hill, Carrickmines, Dublin 18",5,4,220.0,4068.0
989,580000,"20 Maple Drive, Castleknock, Dublin 15",4,3,107.0,5421.0
990,295000,"Apartment 42, Block 3, Richmond Hall, Richmond Road, Fairview, Dublin 3",2,2,75.0,3933.0
991,245000,"Apartment 31, Mayeston Square, Finglas, Dublin 11",2,2,71.0,3451.0
992,220000,"Apartment 29, Beaumont Court, Beaumont, Dublin 9",1,1,44.0,5000.0
993,215000,"Apartment 4, The Hampton, Santry, Dublin 9",2,2,69.0,3116.0
994,255000,"Apartment 35, Millbank, Portmarnock, Co. Dublin",1,1,43.0,5930.0
995,480000,"15 Pembroke Cottages, Donnybrook, Donnybrook, Dublin 4",2,1,48.0,10000.0
996,725000,"43 Ailesbury Grove, Dundrum, Dundrum, Dublin 14",4,2,122.0,5943.0
997,290000,"38 Stratton Walk, Adamstown, Lucan, Co. Dublin",2,2,80.0,3625.0
998,275000,"Apartment 6, The Moorings, Saint Mary's Road, Ballsbridge, Dublin 4",1,1,30.0,9167.0
