Unnamed: 0,price,address,bedrooms,bathrooms,floor_area,price_sqm
1574,369950,"Saint Anthony, 11 Mountjoy Street, Phibsborough, Dublin 7",4,2,104.0,3557.0
1575,1500000,"4 Simmons Court, Simmonscourt Road, Ballsbridge, Dublin 4",3,2,191.0,7853.0
1576,850000,"7 Craiglands Ardeevin Road Dalkey, Dalkey, Co. Dublin",3,3,104.0,8173.0
1577,240000,"14 Millbrook Court, Mount Brown, Dublin 8",1,1,41.0,5854.0
1578,935000,"8 The View, Robswall, Malahide, Co. Dublin",4,3,187.0,5000.0
1579,295000,"22 Annaly Drive, Ongar, Dublin 15",3,2,110.0,2682.0
1580,320000,"158 North Road, Finglas, Dublin 11",3,1,82.0,3902.0
1581,785000,"60 Roebuck Downs, Clonskeagh, Clonskeagh, Dublin 14",4,3,107.0,7336.0
1582,495000,"2 Redesdale Court, Redesdale Road, Mount Merrion, Co. Dublin",2,1,58.0,8534.0
1583,400000,"1 North Circular Road, Dublin 7",2,2,75.0,5333.0
1584,1750000,"3 Ashbrook Terrace, Sallymount Avenue, Ranelagh, Dublin 6",5,3,248.0,7056.0
1585,495000,"42 O'Donnell Gardens, Glasthule, Co. Dublin",3,1,81.0,6111.0
1586,325000,"10 Ticknock Way, Ticknock Hill, Sandyford, Dublin 18",2,2,80.0,4062.0
1587,350000,"Apartment 19, Ros Mor View, Scholarstown Road, Knocklyon, Dublin 16",2,2,69.0,5072.0
1588,520000,"27 Hillview Drive, Pottery Road, Dun Laoghaire, Co. Dublin",4,1,116.0,4483.0
1589,325000,"52 Walkinstown Drive, Walkinstown, Walkinstown, Dublin 12",2,1,57.0,5702.0
1590,395000,"Apartment 36, Block 2, Parklands, Santry, Dublin 9",3,2,95.0,4158.0
1591,239500,"12 Newcastle Manor Crescent, Newcastle, Co. Dublin",2,1,61.0,3926.0
1592,545000,"74a St Peters Terrace, Howth, Co. Dublin",2,1,75.0,7267.0
1593,1650000,"15 Kenilworth Square, Rathgar, Dublin 6",4,4,284.0,5810.0
1594,435000,"6 Stratton Lawn, Adamstown, Lucan, Co. Dublin",4,3,132.0,3295.0
1595,390000,"31 Bluebell Avenue, Bluebell, Bluebell, Dublin 12",3,2,111.0,3514.0
1596,230000,"Apartment 9, Deerpark Lodge, Kiltipper, Dublin 24",2,1,56.0,4107.0
1597,230000,"Apartment 11, Windmill Lodge, Windmill Road, Crumlin, Dublin 12",1,1,50.0,4600.0
1598,395000,"Apartment 205, Beacon One, Sandyford, Dublin 18",2,2,74.0,5338.0
1599,349950,"7 Annagh Court, Blanchardstown, Dublin 15",3,2,135.0,2592.0
1600,875000,"7 Seacourt, Seafield Road East, Clontarf, Dublin 3",4,3,140.0,6250.0
1601,600000,"11 Marguerite Road, Glasnevin, D09H6N1, Dublin 9",4,1,126.0,4762.0
1602,279000,"5 Blackhall Court, Blackhall Place, Smithfield, Dublin 7",1,1,42.0,6643.0
1603,1450000,"19 Grove Lawn, Malahide, Co. Dublin",8,8,487.0,2977.0
1604,220000,"2 Applewood Place, Applewood, Swords, Co. Dublin",1,1,52.0,4231.0
1605,250000,"83 Macroom Road, Coolock, Dublin 17",3,1,75.0,3333.0
1606,400000,"1 Whitworth Avenue, Drumcondra, Drumcondra, Dublin 3",2,1,60.0,6667.0
1607,500000,"32 Ivar Street, Stoneybatter, Dublin 7",2,1,82.0,6098.0
1608,595000,"47 Crumlin Road, Crumlin, Dublin 12",4,3,166.0,3584.0
1609,995000,"92 Bushy Park Road, Rathgar, Rathgar, Dublin 6",4,2,173.0,5751.0
1610,1200000,"41 Orwell Place, Orwell Road, Rathgar, Dublin 6",3,3,130.0,9231.0
1611,295000,"Apartment 40, Burnell Court, Mayne River Avenue, Northern Cross",3,2,92.0,3207.0
1612,465000,"2 Roselawn, Ballydowd, Lucan, Co. Dublin",4,1,106.0,4387.0
1613,480000,"Apartment 20, Cloncurry House, Dublin 1",2,2,85.0,5647.0
1614,800000,"Cranford, Swords, Co. Dublin",5,3,248.0,3226.0
1615,595000,"1 Minnowbrook, Terenure Road West, Terenure, Dublin 6W",3,3,121.0,4917.0
1616,1200000,"64 St Helens Road, Booterstown, Co. Dublin",4,3,175.0,6857.0
1617,575000,"105 Dorney Court, Shankill, Dublin 18",3,1,83.0,6928.0
1618,350000,"143 Sandyford View Blackglen Road Simons Ridge, Sandyford, Dublin 18",2,2,76.0,4605.0
1619,675000,"47 Charlemont, Griffith Avenue, Drumcondra, Dublin 9",4,3,131.0,5153.0
1620,715000,"Ré¡th Luirc, Strifeland, Skerries, Co. Dublin",4,2,147.0,4864.0
1621,195000,"52B Aras Na Cluaine, Clondalkin, Dublin 22",2,2,84.0,2321.0
1622,695000,"46 Pine Copse Road, Dundrum, Dundrum, Dublin 14",4,2,120.0,5792.0
1623,235000,"Apartment 39, Virginia Hall, Belgard Square, Tallaght, Dublin 24",2,2,88.0,2670.0
1624,600000,"12 Shanowen Avenue, Santry, Santry, Dublin 9",3,1,92.0,6522.0
1625,220000,"48 Bolton Square, Dominick Street Lower, Dublin 1",1,1,31.0,7097.0
1626,865000,"56 Derrynane Gardens, Sandymount, Dublin 4",3,2,99.0,8737.0
1627,375000,"30 Tolka Road, Ballybough, Dublin 3",2,2,80.0,4688.0
1628,345000,"51 Foxborough Avenue, Lucan, Co. Dublin",3,1,84.0,4107.0
1629,350000,"4 Coleman Crescent, Lusk Village, Lusk, Co. Dublin",3,3,132.0,2652.0
1630,395000,"9 Ashton Court, Ashton Broc, Swords, Co. Dublin",3,3,101.0,3911.0
1631,570000,"23 Grange Crescent, Pottery Road, Dun Laoghaire, Co. Dublin",3,1,102.0,5588.0
1632,3200000,"Residential Investment, Dartry, Dublin 6",9,9,470.0,6809.0
1633,325000,"58 Clonard Street, Balbriggan, Co. Dublin",3,2,105.0,3095.0
1634,525000,"61 Poddle Park, Kimmage, Dublin 12",3,2,105.0,5000.0
1635,199000,"2 Barnamore Park, Finglas South, Finglas, Dublin 11",3,2,88.0,2261.0
1636,385000,"32 Suir Road, Kilmainham, Kilmainham, Dublin 8",4,1,81.0,4753.0
1637,699000,"75 Ardmore Park, Dun Laoghaire, Co. Dublin",3,2,140.0,4993.0
1638,350000,"70A Huntstown Wood, Mulhuddart, Dublin 15",3,2,67.0,5224.0
1639,845000,"Apt 1 The Mews, Apt 1 The Mews, 51 Power's Court, Dublin 2",2,2,120.0,7042.0
1640,450000,"28 Carrickmount Drive, Churchtown, Churchtown, Dublin 14",3,1,79.0,5696.0
1641,3000000,"Dún Rí, Cross Avenue, Blackrock, Co. Dublin",4,6,362.0,8287.0
1642,585000,"13 The Willows, Blackrock, Co. Dublin",3,2,95.0,6158.0
1643,650000,"554 North Circular Road, Dublin 1",3,1,145.0,4483.0
1644,795000,"67B Churchtown Road Upper Churchtown Dublin 14, Churchtown, Dublin 14",3,3,114.0,6974.0
1645,795000,"67A Churchtown Road Upper Churchtown Dublin 14, Churchtown, Dublin 14",3,3,112.0,7098.0
1646,380000,"Apartment 42, The Fairways, Portmarnock, Co. Dublin",2,2,88.0,4318.0
1647,220000,"33 Gleann Ribh, Lusk, Co. Dublin",2,2,72.0,3056.0
1648,279000,"13 Woodford Park, Clondalkin, Clondalkin, Dublin 22",3,1,102.0,2735.0
1649,985000,"29 Dundela Park, Sandycove, Co. Dublin",4,2,171.0,5760.0
1650,1350000,"6 Glenayr Road, Rathgar, Rathgar, Dublin 6",4,3,190.0,7105.0
1651,1250000,"2 Monkstown Gate, Pakenham Road, Monkstown, Co. Dublin",3,3,166.0,7530.0
1652,375000,"61 Booterstown Wood, Booterstown Avenue, Booterstown, Co. Dublin",1,1,45.0,8333.0
1653,300000,"49 Pineview Avenue, Aylesbury, Aylesbury, Dublin 24",3,2,105.0,2857.0
1654,290000,"104 Lohunda Downs, Clonsilla, Dublin 15",1,1,85.0,3412.0
1655,1850000,"31 Heidelberg, Ardilea, Clonskeagh, Dublin 14",4,4,302.0,6126.0
1656,995000,"21 Eden Park Avenue, Goatstown, Goatstown, Dublin 14",4,3,173.0,5751.0
1657,995000,"70 Blessington Street, Dublin 7",6,2,182.0,5467.0
1658,295000,"23 Riverside, Clondalkin, Dublin 22",2,2,98.0,3010.0
1659,360000,"Apartment 320, The Distillery Building, Distillery Road, Drumcondra, Dublin 3",2,2,70.0,5143.0
1660,645000,"12 Brennanstown Avenue, Cabinteely, Dublin 18",4,3,144.0,4479.0
1661,375000,"51 Castleheath, Malahide, Co. Dublin",2,2,64.0,5859.0
1662,1500000,"Callary Cottage Mount Anville Road Mount Merrion, Mount Merrion, Co. Dublin",4,3,202.0,7426.0
1663,425000,"Apartment 92, Cremorne, Greenmount Road, Terenure, Dublin 6",2,1,75.0,5667.0
1664,325000,"Apartment 55, Brighton, Castle Court, Kilgobbin Wood, Sandyford, Dublin 18",2,2,56.0,5804.0
1665,450000,"Apartment 12, The Sycamores, Malahide, Co. Dublin",2,1,56.0,8036.0
1666,430000,"Apartment 21, Swift Hall, Castleknock, Dublin 15",2,2,103.0,4175.0
1667,285000,"Apt 1 Killiney Court Apartments, Seafield Road, Killiney, Co. Dublin",1,1,42.0,6786.0
1668,700000,"Apartment 5, Forbes Quay Apartments, Grand Canal Dock, Dublin 2",3,2,94.0,7447.0
1669,239000,"38 Sundale Close, Tallaght, Dublin 24",3,1,81.0,2951.0
1670,675000,"22 Clonmore Road Mount Merrion, Mount Merrion, Co. Dublin",3,1,91.0,7418.0
1671,495000,"Cluain Meala, 5 Camberley Elms, Churchtown, Dublin 14",2,2,76.0,6513.0
1672,465000,"13 Saint Malachy's Road, Glasnevin, Glasnevin, Dublin 11",2,1,77.0,6039.0
1673,345000,"Apartment 11, Saggart Lodge Court, Saggart, Co. Dublin",2,2,116.0,2974.0
1674,330000,"Apartment 14, Trinity Plaza, Dublin 2",1,1,46.0,7174.0
1675,475000,"23 Mount Symon Park, Clonsilla, Dublin 15",4,3,130.0,3654.0
1676,1595000,"36 Mountpleasant Avenue Lower, Ranelagh, Dublin 6",4,3,245.0,6510.0
1677,475000,"6 Findlater Street Glasthule, Glasthule, Co. Dublin",2,1,47.0,10106.0
1678,495000,"62 Castleheath, Swords Road, Malahide, Co. Dublin",3,2,120.0,4125.0
1679,385000,"19 Meadow Court, Stillorgan Park, Stillorgan, Co. Dublin",2,2,80.0,4812.0
1680,950000,"31 The Drive, Cypress Downs, Templeogue, Dublin 6W",4,3,198.0,4798.0
1681,515000,"7 Llewellyn Way, Rathfarnham, Rathfarnham, Dublin 14",3,1,80.0,6438.0
1682,305000,"42 Cromcastle Avenue, Kilmore West, Kilmore, Dublin 5",4,1,96.0,3177.0
1683,295000,"Apartment 109, 35-38 Mountjoy Square South, Dublin 1",2,1,43.0,6860.0
1684,189000,"Apartment 45, The Academy, Park West, Dublin 12",1,1,50.0,3780.0
1685,400000,"Jabulani, 31 Windmill Road, Crumlin, Dublin 12",3,1,103.0,3883.0
1686,335000,"26 Hillcrest Green, Lucan, Co. Dublin",3,1,89.0,3764.0
1687,300000,"19 Woodford Villas, Clondalkin, Clondalkin, Dublin 22",3,1,80.0,3750.0
1688,615000,"155 Ballyroan Road, Rathfarnham, Rathfarnham, Dublin 16",3,2,120.0,5125.0
1689,295000,"Saint Anthony, 18 Glin Road, Coolock, Dublin 5",3,1,84.0,3512.0
1690,295000,"124 Cashel Avenue, Crumlin, Crumlin, Dublin 12",3,1,81.0,3642.0
1691,245000,"31 Clonuske Rise, Balbriggan, Co. Dublin",3,2,112.0,2188.0
1692,595000,"Borranstown, Ashbourne",4,1,149.0,3993.0
1693,390000,"66 Oxmantown Road, Dublin 7",2,1,69.0,5652.0
1694,279950,"Apartment 64, The Sycamore, Parkview, Stepaside, Dublin 18",1,1,53.0,5282.0
1695,860000,"Kemacre, Portrane Road, Donabate, Co. Dublin",4,3,158.0,5443.0
1696,430000,"1 The Anchorage, Robswalls, Malahide, Co. Dublin",2,2,82.0,5244.0
1697,850000,"13 Kincora Park, Clontarf, Dublin 3",4,3,145.0,5862.0
1698,210000,"24 Morrow House, The Coast, Baldoyle, Dublin 13",1,1,52.0,4038.0
1699,649950,"97A Beech Grove Cottages, Cabinteely, Dublin 18",3,3,113.0,5752.0
1700,675000,"5 Shenick Drive, Skerries, Co. Dublin",4,2,129.0,5233.0
1701,3750000,"26 Elgin Road, Ballsbridge, Dublin 4",5,5,479.0,7829.0
1702,395000,"53 Glenshesk Road, Whitehall, Whitehall, Dublin 9",3,1,95.0,4158.0
1703,775000,"27 Hatch Place South City Centre Dublin 2, Dublin 2",2,4,151.0,5132.0
1704,595000,"2 Rear 93 Booterstown Avenue Booterstown, Booterstown, Co. Dublin",2,2,85.0,7000.0
1705,535000,"3 Sandyford Hall Drive, Sandyford, Dublin 18",3,1,102.0,5245.0
1706,575000,"43 Meadowbank, Bushy Park Road, Terenure, Dublin 6",3,3,90.0,6389.0
1707,545000,"1A Glenpark Road, Palmerstown, Dublin 20",4,2,117.0,4658.0
1708,374950,"Apartment 50, The Ash, Parkview, Stepaside, Dublin 18",2,2,84.0,4464.0
1709,450000,"11 Saint Patrick's Terrace, Donabate, Co. Dublin",2,2,114.0,3947.0
1710,495000,"8 Riverwood Square, Castleknock, Dublin 15",3,3,106.0,4670.0
1711,1785000,"89 Saint Stephen's Green, Dublin 2",3,3,244.0,7316.0
1712,550000,"Apartment 20, Blackwater House, Dublin 1",3,2,93.0,5914.0
1713,245000,"485C Bluebell Avenue, Bluebell, Bluebell, Dublin 12",3,2,88.0,2784.0
1714,429950,"58 Eden Villas, Glasthule, Co. Dublin",2,1,64.0,6718.0
1715,625000,"90 Dollymount Park, Clontarf, Dollymount, Dublin 3",3,1,104.0,6010.0
1716,6750000,"Dungriffan Sydney Parade Avenue Sandymount Dublin 4, Sandymount, Dublin 4",6,5,595.0,11345.0
1717,410000,"4 Latchford Court, Castaheany, Clonee, Dublin 15",3,4,116.0,3534.0
1718,550000,"2 Bere Haven Pilot View Harbour Road, Dalkey, Co. Dublin",2,2,74.0,7432.0
1719,230000,"Apartment 22, Floraville, Sarsfield Road, Inchicore, Dublin 8",2,1,56.0,4107.0
1720,210000,"Apartment 5, Rosebank View, Ninth Lock Road, Clondalkin, Dublin 22",2,2,67.0,3134.0
1721,450000,"96 Loreto Avenue, Rathfarnham, Dublin 14",2,1,80.0,5625.0
1722,495000,"15 Brookwood Lawn, Artane, Dublin 5",3,1,116.0,4267.0
1723,425000,"3 Darley Street, Harolds Cross, Harold's Cross, Dublin 6",2,1,60.0,7083.0
1724,330000,"35 The Willows, Monkstown Valley, Monkstown, Co. Dublin",1,1,45.0,7333.0
1725,495000,"71 Grange Park Road, Raheny, Dublin 5",4,2,146.0,3390.0
1726,475000,"Apartment 55, Hill of Down House, Dublin 1",2,2,91.0,5220.0
1727,515000,"53 Harbour Court, George's Place, Dun Laoghaire, Co. Dublin",2,2,72.0,7153.0
1728,350000,"Apartment 72, Castle Gate Apartments, Dublin 2",1,1,40.0,8750.0
1729,270000,"Apartment 6, Kearn's Court, Kearn's Place, Dublin 8",1,1,53.0,5094.0
1730,700000,"24 Orwell Road, Rathgar, Rathgar, Dublin 6",4,2,117.0,5983.0
1731,335000,"Apartment 47, Block 3, The Watermill, Bettyglen, Raheny, Dublin 5",2,2,63.0,5317.0
1732,4750000,"Rathleigh, Military Road, Killiney, Co. Dublin",7,4,555.0,8559.0
1733,545000,"LOT 2, LOT 2, 87 Delwood Drive, Castleknock, Dublin 15",4,3,138.0,3949.0
1734,320000,"27 Boroimhe Hawthorns, Swords, Co. Dublin",3,3,106.0,3019.0
1735,450000,"145 Grianan Fidh, Aiken's Village, Sandyford, Dublin 18",3,3,125.0,3600.0
1736,895000,"19 Roganstown Golf and Country Club, Swords, Co. Dublin",5,3,252.0,3552.0
1737,300000,"89 Dunmanus Road, Cabra, Cabra, Dublin 7",2,1,62.0,4839.0
1738,550000,"398 Nutgrove Avenue, Churchtown, Churchtown, Dublin 14",3,1,80.0,6875.0
1739,975000,"4 Vesey Mews, Monkstown, Co. Dublin",3,2,103.0,9466.0
1740,525000,"47 Hollywoodrath Crescent, Hollystown, Dublin 15",4,3,138.0,3804.0
1741,535000,"17 Glencairn Walk, The Gallops, Leopardstown, Dublin 18",3,1,84.0,6369.0
1742,450000,"10 Shanowen Grove, Santry, Santry, Dublin 9",3,2,103.0,4369.0
1743,595000,"Apartment 2, 89 Saint Stephens Green, Dublin 2",1,1,50.0,11900.0
1744,595000,"Apartment 1, 89 Saint Stephens Green, Dublin 2",1,1,49.0,12143.0
1745,595000,"Apartment 3, 89 Saint Stephens Green, Dublin 2",1,1,50.0,11900.0
1746,1650000,"Hillcrest, 24 Cambridge Terrace, Dun Laoghaire, Co. Dublin",6,3,292.0,5651.0
1747,360000,"Apartment 55, The Fairways, Portmarnock, Co. Dublin",2,2,78.0,4615.0
1748,290000,"Apartment 62, Castlegate Crescent, Adamstown, Co. Dublin",2,2,84.0,3452.0
1749,430000,"41 Red Arches Park, Baldoyle, Dublin 13",3,3,119.0,3613.0
1750,950000,"68 The Dunes, Portmarnock, Co. Dublin",5,3,224.0,4241.0
1751,525000,"32 Brookfield, Kimmage, Dublin 12",4,4,137.0,3832.0
1752,595000,"8 Guillemot, Barnageeragh Cove, Skerries, Co. Dublin",5,4,163.0,3650.0
1753,650000,"65 Lakelands Close, Stillorgan, Co. Dublin",4,2,130.0,5000.0
1754,2650000,"6 Orwell Park, Rathgar, Rathgar, Dublin 6",6,4,302.0,8775.0
1755,600000,"Marthaville, 14 Robin Villas, Palmerstown, Dublin 20",3,3,186.0,3226.0
1756,595000,"80 Meadow Vale, Cabinteely, Co. Dublin",4,2,133.0,4474.0
1757,3800000,"66 Fitzwilliam Square North, Dublin 2",4,2,672.0,5655.0
1758,520000,"13 Arran Quay Terrace, Smithfield, Dublin 7",3,1,96.0,5417.0
1759,550000,"23 St. Enda's Drive, Rathfarnham, Dublin 14",3,2,110.0,5000.0
1760,850000,"152 Avondale Road, Killiney, Co. Dublin",5,2,202.0,4208.0
1761,995000,"5 Bulloch Harbour Dalkey, Dalkey, Co. Dublin",3,2,150.0,6633.0
1762,450000,"Apt 43 Block F Milners Square, Santry, Dublin 9",3,2,120.0,3750.0
1763,345000,"4 Kelly`s Bay Rise, Skerries, Co. Dublin",3,3,110.0,3136.0
1764,350000,"21 Saint Conleth's Road, Walkinstown, Walkinstown, Dublin 12",3,1,85.0,4118.0
1765,330000,"185 Clonard Road, Crumlin, Crumlin, Dublin 12",3,1,87.0,3793.0
1766,200000,"27 Cherrywood Park, Clondalkin, Clondalkin, Dublin 22",2,1,49.0,4082.0
1767,370000,"29 Churchwell Mews, Belmayne, Belmayne",3,3,142.0,2606.0
1768,425000,"14 Herberton Drive, Rialto, Dublin 8",3,1,84.0,5060.0
1769,330000,"Apartment 65, Block A, The Timber Mill, Kilmore Road, Artane, Dublin 5",2,2,70.0,4714.0
1770,400000,"Apartment 28, Longford House, Dublin 1",2,2,75.0,5333.0
1771,535000,"Apartment 11, House 2, Linden Court, Blackrock, Co. Dublin",2,2,85.0,6294.0
1772,440000,"6 St Anne's Road, Drumcondra, Dublin 9",2,3,71.0,6197.0
1773,650000,"10 Diswellstown Avenue, Hamilton Park, Castleknock, Dublin 15",4,4,150.0,4333.0
1774,575000,"24 Riversdale Court, Queen's Park, Monkstown, Co. Dublin",3,2,88.0,6534.0
1775,400000,"Bradda, 7 Lorcan Crescent, Santry, Dublin 9",3,1,90.0,4444.0
1776,430000,"45 Blessington Lane, North Circular Road, Dublin 7",3,2,90.0,4778.0
1777,475000,"20 St Brendan's Crescent, Greenhills, Walkinstown, Dublin 12",4,2,124.0,3831.0
1778,550000,"41 Sommerville, Dundrum, Dublin 14",3,2,90.0,6111.0
1779,199500,"8 Landys Court, Harbour Mill, Balbriggan, Co. Dublin",2,2,70.0,2850.0
1780,575000,"21 Limekiln Park, Manor Estate, Terenure, Dublin 12",3,3,150.0,3833.0
1781,625000,"6 Corbawn Grove, Shankill, Dublin 18",4,3,138.0,4529.0
1782,750000,"14 Ashlawn Ballinteer Road Dundrum Dublin 16, Dundrum, Dublin 16",4,3,135.0,5556.0
1783,425000,"55 Parkvale, Baldoyle, Baldoyle, Dublin 13",3,1,102.0,4167.0
1784,640000,"21 Cloister Grove, Carysfort Avenue, Blackrock, Co. Dublin",3,2,107.0,5981.0
1785,1050000,"4 Prospect Hill, Blackrock, Co. Dublin",5,3,152.0,6908.0
1786,515000,"4 The Rise, Carrickmines Manor, Carrickmines, Dublin 18",3,2,133.0,3872.0
1787,350000,"Apartment 26, Block A, Smithfield Gate, Dublin 7",1,1,43.0,8140.0
1788,295000,"10A Bedford Court, Kimmage Road Lower, Kimmage, Dublin 6W",2,1,48.0,6146.0
1789,375000,"20 Glenpark Road, Woodfarm Court, Palmerstown, Dublin 20",3,2,104.0,3606.0
1790,349000,"208 Bunting Road, Walkinstown, Walkinstown, Dublin 12",3,1,91.0,3835.0
1791,265000,"85 Erris Square, Waterville, Blanchardstown, Dublin 15",2,2,74.0,3581.0
1792,1300000,"Highfield Lodge, 38 Highfield Road, Rathgar, Dublin 6",4,2,188.0,6915.0
1793,495000,"68 Marina Village, Malahide, Co. Dublin",3,3,110.0,4500.0
1794,200000,"Apartment 13, The Iona, Prospect Hill, Finglas, Dublin 11",1,1,40.0,5000.0
1795,1100000,"39 Thornhill Road Mount Merrion, Mount Merrion, Co. Dublin",3,2,140.0,7857.0
1796,374950,"Apartment 40, The Ash, Parkview, Belarmine, Stepaside, Dublin 18",2,2,85.0,4411.0
1797,345000,"47 Sea Brook, Rush, Co. Dublin",3,3,109.0,3165.0
1798,365000,"71 Galtrim Grange, Malahide, Co. Dublin",2,2,73.0,5000.0
1799,735000,"33 Pinewood Park, Rathfarnham, Dublin 14",5,2,156.0,4712.0
1800,375000,"38 Whitechurch View, Rathfarnham, Dublin 16",3,1,100.0,3750.0
1801,375000,"Apartment 17, Portobello Dock, Portobello, Dublin 8",2,2,56.0,6696.0
1802,795000,"2 Silchester Crescent, Glenageary, Co. Dublin",3,2,117.0,6795.0
1803,424950,"28 Ardbrugh Road, Dalkey, Co. Dublin",2,1,64.0,6640.0
1804,445000,"20 Lennox Place Portobello Dublin 8, Portobello, Dublin 8",1,1,55.0,8091.0
1805,280000,"39 Marlfield Green, Kiltipper, Tallaght, Dublin 24",3,2,107.0,2617.0
1806,220000,"16A Ballymount Square, Ballymount Road Lower, Ballymount, Dublin 12",1,1,60.0,3667.0
1807,550000,"43 Marian Crescent, Rathfarnham, Dublin 14",3,1,103.0,5340.0
1808,1250000,"66 Grosvenor Lane, Rathmines, Dublin 6",4,3,180.0,6944.0
1809,685000,"71 Peck's Lane, Castleknock, Dublin 15",4,3,124.0,5524.0
1810,395000,"14 Dean Swift Green, Glasnevin, Glasnevin, Dublin 11",3,1,85.0,4647.0
1811,450000,"Parkcliff, 62 Culmore Road, Palmerstown, Dublin 20",4,3,165.0,2727.0
1812,310000,"37 Cedar Place, Ridgewood, Swords, Co. Dublin",2,1,68.0,4559.0
1813,2250000,"Undercliff, Slate Cabin Lane, Sandyford, Dublin 18",4,3,250.0,9000.0
1814,435000,"16 Springlawn Road, Blanchardstown, Dublin 15",4,2,105.0,4143.0
1815,385000,"8 Forest Road, Swords, Co. Dublin",4,2,118.0,3263.0
1816,925000,"58 Mount Argus Road, Harold's Cross, Harold's Cross, Dublin 6",3,2,178.0,5197.0
1817,550000,"7A Forest Road, Swords, Co. Dublin",5,4,175.0,3143.0
1818,299500,"10B Greencastle Drive, Coolock, Coolock, Dublin 5",3,2,87.0,3443.0
1819,450000,"32 Bancroft Park, Tallaght, Tallaght, Dublin 24",4,2,161.0,2795.0
1820,370000,"10 Cherryfield Close, Hartstown, Clonsilla, Dublin 15",4,2,90.0,4111.0
1821,750000,"407 North Circular Road, North Circular Road, Dublin 7",4,2,162.0,4630.0
1822,390000,"74 Castle Riada Drive, Lucan, Co. Dublin",3,2,128.0,3047.0
1823,425000,"50 Bath Street, Irishtown, Irishtown, Dublin 4",2,1,65.0,6538.0
1824,550000,"35 The Heights, Woodpark, Ballinteer, Dublin 16",2,3,89.0,6180.0
1825,325000,"20 Broadfield Avenue, Rathcoole, Co. Dublin",3,2,80.0,4062.0
1826,725000,"Fancroft, Upper Churchtown Road, Churchtown, Dublin 14",3,2,108.0,6713.0
1827,695000,"3 Manders Crescent, Knocksedan, Swords, Co. Dublin",4,3,170.0,4088.0
1828,375000,"79 Castle Riada Avenue, Lucan, Co. Dublin",3,3,101.0,3713.0
1829,475000,"40 Stannaway Road, Kimmage, Dublin 12",3,2,82.0,5793.0
1830,2350000,"Pinehurst, Hainault Road, Foxrock, Dublin 18",4,4,277.0,8484.0
1831,795000,"Rogerstown, Rush, Co. Dublin",4,3,206.0,3859.0
1832,330000,"Apartment 4, Block 1, Seamount, Blackrock, Co. Dublin",1,1,48.0,6875.0
1833,950000,"Apartments 20A, 20B, 20C & 20D Slievebloom Road, Drimnagh, Dublin 12",8,4,214.0,4439.0
1834,360000,"68 Swans Nest Avenue, Kilbarrack, Dublin 5",4,1,92.0,3913.0
1835,245000,"6 Fernwood Close, Springfield, Tallaght, Dublin 24",3,1,80.0,3062.0
1836,350000,"107 Galtrim Grange, Malahide, Co. Dublin",2,1,62.0,5645.0
1837,295000,"12 Windmill Park, Crumlin, Crumlin, Dublin 12",3,1,71.0,4155.0
1838,349000,"318 Mourne Road, Drimnagh, Drimnagh, Dublin 12",2,1,96.0,3635.0
1839,825000,"22 Burrow Court, Portmarnock, Co. Dublin",4,3,153.0,5392.0
1840,310000,"55 Waterville Terrace, Waterville, Blanchardstown, Dublin 15",3,3,103.0,3010.0
1841,3500000,"Tresillian House, Brighton Road, Foxrock, Dublin 18",5,4,414.0,8454.0
1842,595000,"107 Tudor Lawns, Foxrock, Foxrock, Dublin 18",3,3,100.0,5950.0
1843,445000,"104 Walsh Road, Drumcondra, Dublin 9",3,2,81.0,5494.0
1844,350000,"208 Bracken Hill, Sandyford, Dublin 18",3,2,93.0,3763.0
1845,349000,"55 Annamoe Drive, Cabra, Dublin 7",3,3,80.0,4362.0
1846,395000,"32 Turnberry Square, Baldoyle, Baldoyle, Dublin 13",3,3,108.0,3657.0
1847,475000,"Apartment 1, Hanover Wharf, Grand Canal Dock, Dublin 2",2,2,74.0,6419.0
1848,750000,"MAIN STREET PIZZA, Unit 2, Main Road, Tallaght, Dublin 24",2,2,164.0,4573.0
1849,179000,"Apartment 28, Rath Geal, Clondalkin, Dublin 22",1,1,53.0,3377.0
1850,4950000,"6 Shrewsbury Gardens, The Collection, Ballsbridge, Dublin 4",5,4,397.0,12469.0
1851,1200000,"41 Orwell Place, Marinaella, Rathgar, Dublin 6",3,2,130.0,9231.0
1852,2950000,"Clonskeagh Castle, 80 Whitebeam Road, Clonskeagh, Dublin 14",7,5,620.0,4758.0
1853,1250000,"9 Garville Avenue, Rathgar, Dublin 6",5,1,175.0,7143.0
1854,1100000,"Milleen, Milleen, 34 Friarsland Road, Goatstown, Dublin 14",6,3,234.0,4701.0
1855,525000,"173 Pearse Road, Sallynoggin, Co. Dublin",3,3,126.0,4167.0
1856,895000,"16 Kenilworth Lane West, Rathmines, Dublin 6",4,2,130.0,6885.0
1857,340000,"17 Roseglen Avenue, Raheny, Dublin 5",3,1,77.0,4416.0
1858,525000,"2 Woodstown Heath, Knocklyon, Dublin 16",3,3,102.0,5147.0
1859,330000,"Apartment 68, Wyckham Place, Dundrum, Dublin 14",1,1,47.0,7021.0
1860,310000,"90 Thorn Chase, Rush, Co. Dublin",3,3,85.0,3647.0
1861,320000,"2 Bradogue Court, Annamoe Road, Cabra, Dublin 7",2,2,69.0,4638.0
