,price,address,bedrooms,bathrooms,floor_area,district,neighbourhood,price_sqm
738,385000,"57 Belmayne Park North, Balgriffin, Belmayne",3,4,121.0,Dublin 13, Balgriffin,3182.0
739,925000,"Cedar House,  Quinns Road, Shankill, Dublin 18",4,4,162.0,Dublin 18, Shankill,5710.0
740,365000,"165 Shanliss Avenue, Santry, Santry, Dublin 9",3,1,104.0,Dublin 9, Santry,3510.0
741,395000,"28 Shanowen Park, Santry, Santry, Dublin 9",3,1,79.0,Dublin 9, Santry,5000.0
742,795000,"31 Fosterbrook, Stillorgan Road, Blackrock, Co. Dublin",4,2,116.0,Blackrock, Blackrock,6853.0
743,235000,"131 Premier Square, Finglas, Dublin 11",2,1,59.0,Dublin 11, Finglas,3983.0
744,220000,"1 Deerpark Place, Kiltipper, Dublin 24",2,1,55.0,Dublin 24, Kiltipper,4000.0
745,1695000,"47 Montpelier Parade, Monkstown, Co. Dublin",4,2,245.0,Blackrock, Monkstown,6918.0
746,1595000,"9 Whitebeam Avenue, Clonskeagh, Dublin 14",5,3,192.0,Dublin 14, Clonskeagh,8307.0
747,395000,"5 James Street North, North Strand, Dublin 3",2,2,70.0,Dublin 3, North Strand,5643.0
748,365000,"12 Lanesborough Gardens, Finglas, Dublin 11",3,3,122.0,Dublin 11, Finglas,2992.0
749,350000,"178 The Sweepstakes, Ballsbridge, Dublin 4",1,1,41.0,Dublin 4, Ballsbridge,8537.0
750,395000,"3 Clancy Court, Clancy Road, Finglas, Dublin 11",3,2,80.0,Dublin 11, Finglas,4938.0
751,280000,"29 Raheen Road, Tallaght, Dublin 24",3,1,96.0,Dublin 24, Tallaght,2917.0
752,270000,"17 Fernwood Park, Tallaght, Dublin 24",3,1,81.0,Dublin 24, Tallaght,3333.0
753,270000,"144 Killtipper Gate, Tallaght, Dublin 24",3,2,94.0,Dublin 24, Tallaght,2872.0
754,240000,"99 Temple Court, Northwood, Santry, Dublin 9",1,1,54.0,Dublin 9, Santry,4444.0
755,335000,"87 Ridge Hall, Shanganagh Road, Ballybrack, Co. Dublin",2,2,77.0,Glenageary, Ballybrack,4351.0
756,400000,"Apartment 14, Mercer House, Brennanstown Square, Cabinteely, Dublin 18",2,2,84.0,Dublin 18, Cabinteely,4762.0
757,870000,"23 Shrewsbury Park, Ballsbridge, Ballsbridge, Dublin 4",3,2,135.0,Dublin 4, Ballsbridge,6444.0
758,395000,"1.2 Beaumont House, 60 Terenure Road East, Terenure, Dublin 6",2,1,78.0,Dublin 6, Terenure,5064.0
759,325000,"107 St Mary's Road, East Wall, Dublin 3",2,1,60.0,Dublin 3, East Wall,5417.0
760,695000,"42 Murphystown Road, Leopardstown, Dublin 18",4,3,150.0,Dublin 18, Leopardstown,4633.0
761,325000,"134 Stannaway Road, Crumlin, Dublin 12",2,1,52.0,Dublin 12, Crumlin,6250.0
762,425000,"294 Sundrive Road, Crumlin, Dublin 12",3,1,88.0,Dublin 12, Crumlin,4830.0
763,575000,"117 Charlemont, Griffith Avenue, Drumcondra, Dublin 9",3,2,94.0,Dublin 9, Drumcondra,6117.0
764,279000,"Apartment 152, The Hardwicke, The Hardwicke, Dublin 7",2,1,51.0,Dublin 7, The Hardwicke,5471.0
765,305000,"41 The Oval, Tullyvale, Cabinteely, Dublin 18",2,1,58.0,Dublin 18, Cabinteely,5259.0
766,355000,"Apartment 427, Olcovar, Shankill, Dublin 18",2,2,71.0,Dublin 18, Shankill,5000.0
767,525000,"5 Saint Barnabas' Gardens, East Wall, East Wall, Dublin 3",4,2,123.0,Dublin 3, East Wall,4268.0
768,225000,"Apartment 410, Talbot Hall, Dublin 1",1,1,40.0,Dublin 1, Talbot Hall,5625.0
769,280000,"49 St Johns Close, Clondalkin, Dublin 22",2,1,70.0,Dublin 22, Clondalkin,4000.0
770,325000,"10 Mount Eustace Rise, Tyrrelstown, Dublin 15",3,3,95.0,Dublin 15, Tyrrelstown,3421.0
771,370000,"Apartment 30, Cloncurry House, Dublin 1",2,2,57.0,Dublin 1, Cloncurry House,6491.0
772,395000,"48 Clancy Avenue, Finglas East, Finglas, Dublin 11",3,2,103.0,Dublin 11, Finglas,3835.0
773,495000,"8 Cherryfield Avenue, Walkinstown, Dublin 12",3,1,113.0,Dublin 12, Walkinstown,4381.0
774,350000,"Apartment 245, John Hogan House, Loreto Abbey, Dublin 14",2,2,82.0,Dublin 14, Loreto Abbey,4268.0
775,484950,"60 ORourke Park, Sallynoggin, Co. Dublin",3,1,98.0,Glenageary, Sallynoggin,4948.0
776,525000,"117 Oliver Plunkett Road, Monkstown, Co. Dublin",3,2,92.0,Blackrock, Monkstown,5707.0
777,400000,"10 Butlers Place, Benson Street, Dublin 2",2,1,73.0,Dublin 2, Benson Street,5479.0
778,445000,"1 Mount Drummond Square, Harold's Cross Road, Harold's Cross, Dublin 6",2,1,68.0,Dublin 6, Harold's Cross,6544.0
779,185000,"Apartment 58, The Dargle, Prospect Hill, Finglas, Dublin 11",1,1,40.0,Dublin 11, Finglas,4625.0
780,645000,"19 Coolamber Park, Knocklyon, Dublin 16",4,3,129.0,Dublin 16, Knocklyon,5000.0
781,495000,"209 Moyville, Rathfarnham, Dublin 16",4,2,100.0,Dublin 16, Rathfarnham,4950.0
782,1895000,"42 Belmont Avenue, Donnybrook, Dublin 4",4,5,240.0,Dublin 4, Donnybrook,7896.0
783,350000,"12 Shanard Avenue, Santry, Dublin 9",3,1,94.0,Dublin 9, Santry,3723.0
784,585000,"78 Granville Road, Cabinteely, Dublin 18",3,1,103.0,Dublin 18, Cabinteely,5680.0
785,525000,"Apartment 50, Orwell Hall, Rathgar, Dublin 6",1,1,64.0,Dublin 6, Rathgar,8203.0
786,335000,"6 Slaney House, Custom House Square, Dublin 1",2,1,60.0,Dublin 1, Custom House Square,5583.0
787,265000,"4 Beresford House, Custom House Square, Dublin 1",1,1,41.0,Dublin 1, Custom House Square,6463.0
788,450000,"20 Turnapin Grove, Santry, Dublin 9",5,3,137.0,Dublin 9, Santry,3285.0
789,400000,"9 Camden Avenue, Royal Canal Park, Royal Canal Park, Dublin 15",3,3,102.0,Dublin 15, Royal Canal Park,3922.0
790,670000,"69 Old Cabra Road, Cabra, Dublin 7",4,1,119.0,Dublin 7, Cabra,5630.0
791,375000,"108 Rialto Cottages, Rialto, Rialto, Dublin 8",2,1,74.0,Dublin 8, Rialto,5068.0
792,495000,"50 Cromwellsfort Road, Walkinstown, Dublin 12",3,1,133.0,Dublin 12, Walkinstown,3722.0
793,1100000,"3 Old Orchard, Butterfield Avenue, Dublin 14",4,2,190.0,Dublin 14, Butterfield Avenue,5789.0
794,585000,"40 Pecks Lane, Castleknock, Dublin 15",4,2,99.0,Dublin 15, Castleknock,5909.0
795,499000,"Apartment 125, Cherry, Trimbleston, Goatstown, Dublin 14",2,2,76.0,Dublin 14, Goatstown,6566.0
796,450000,"64 Culmore Road, Palmerstown, Palmerstown, Dublin 20",3,2,130.0,Dublin 20, Palmerstown,3462.0
797,425000,"3 Glenealy Road, Crumlin, Crumlin, Dublin 12",3,1,74.0,Dublin 12, Crumlin,5743.0
798,460000,"9 Marne Villas, Grangegorman Lower, Phibsborough, Dublin 7",2,1,90.0,Dublin 7, Phibsborough,5111.0
799,185000,"92 Cedar Brook Avenue, Cherry Orchard, Dublin 10",1,1,49.0,Dublin 10, Cherry Orchard,3776.0
800,595000,"96 Beechwood Lawn, Dun Laoghaire, Co. Dublin",3,1,109.0,Glenageary, Dun Laoghaire,5459.0
801,280000,"Apartment 322, Block E, Dublin 1",1,1,53.0,Dublin 1, Block E,5283.0
802,200000,"Apartment 78, Thornfield Square, Clondalkin, Dublin 22",2,2,62.0,Dublin 22, Clondalkin,3226.0
803,595000,"6 Grange Park Avenue, Raheny, Raheny, Dublin 5",4,2,138.0,Dublin 5, Raheny,4312.0
804,349950,"Apartment 83, West Courtyard, Tullyvale, Cabinteely, Dublin 18",2,2,90.0,Dublin 18, Cabinteely,3888.0
805,515000,"8 The Lawn, Woodpark, Ballinteer, Dublin 16",3,1,100.0,Dublin 16, Ballinteer,5150.0
806,259000,"Apartment 62, The Moyle, Prospect Hill, Finglas, Dublin 11",2,2,70.0,Dublin 11, Finglas,3700.0
807,265000,"Apartment 126, Block 4, Parkgate Place, Parkgate Street South City Centre, Dublin 8",1,1,42.0,Dublin 8, Parkgate Street South City Centre,6310.0
808,695000,"Rathbrist, 15 Bird Avenue, Clonskeagh, Dublin 14",4,1,108.0,Dublin 14, Clonskeagh,6435.0
809,495000,"Apartment 27, The Dickens, The Gasworks, Dublin 4",2,2,76.0,Dublin 4, The Gasworks,6513.0
810,250000,"147 Cremona Road, Ballyfermot, Dublin 10",2,1,67.0,Dublin 10, Ballyfermot,3731.0
811,440000,"Swan Lodge, Swanville Place, Rathmines, Dublin 6",2,1,101.0,Dublin 6, Rathmines,4356.0
812,650000,"15 Trimleston Drive, Booterstown, Co. Dublin",3,2,135.0,Blackrock, Booterstown,4815.0
813,225000,"97 The Island, Chapelizod, Dublin 20",1,1,50.0,Dublin 20, Chapelizod,4500.0
814,350000,"65 Donomore Ave, Killinarden, Tallaght, Dublin 24",5,2,165.0,Dublin 24, Tallaght,2121.0
815,495000,"31A Beaumont Drive, Churchtown, Churchtown, Dublin 14",3,3,83.0,Dublin 14, Churchtown,5964.0
816,299000,"Apartment 18 Danes Court, Clontarf, Dublin 3",2,1,51.0,Dublin 3, Clontarf,5863.0
817,285000,"141 Parkview, Verdemont, Blanchardstown, Dublin 15",3,2,97.0,Dublin 15, Blanchardstown,2938.0
818,250000,"26 Church View, Clondalkin, Dublin 22",3,1,100.0,Dublin 22, Clondalkin,2500.0
819,269000,"43 Avonbeg Road, Tallaght, Tallaght, Dublin 24",3,1,74.0,Dublin 24, Tallaght,3635.0
820,250000,"27 Kilmartin Park, Tallaght, Dublin 24",3,1,81.0,Dublin 24, Tallaght,3086.0
821,495000,"93 The Watermill, Raheny, Dublin 5",2,2,90.0,Dublin 5, Raheny,5500.0
822,345000,"26 Dalriada Square, Knocklyon, Dublin 16",2,2,73.0,Dublin 16, Knocklyon,4726.0
823,325000,"18 Linenhall Parade, Dublin 7",3,1,84.0,Dublin 7,18 Linenhall Parade,3869.0
824,1595000,"6 Cambridge Road, Rathmines, Dublin 6",4,2,176.0,Dublin 6, Rathmines,9062.0
825,295000,"Apartment 2, Grantham Mews, Dublin 8",2,1,46.0,Dublin 8, Grantham Mews,6413.0
826,200000,"234 Station House, The Tramyard, Inchicore, Dublin 8",1,1,46.0,Dublin 8, Inchicore,4348.0
827,344950,"Apartment 26, Village Court, Rathfarnham, Dublin 14",2,1,66.0,Dublin 14, Rathfarnham,5227.0
828,455000,"44 Castlefield Court, Clonsilla, Dublin 15",4,3,117.0,Dublin 15, Clonsilla,3889.0
829,475000,"28 Saint Joseph's Square, Clontarf, Clontarf, Dublin 3",2,2,83.0,Dublin 3, Clontarf,5723.0
830,260000,"Apartment 26, Block A, Reuben Square, Dublin 8",1,1,55.0,Dublin 8, Reuben Square,4727.0
831,330000,"30 Merchant Square, East Wall, East Wall, Dublin 3",2,1,60.0,Dublin 3, East Wall,5500.0
832,395000,"68 Pembroke Square, Grand Canal St Upper, Ballsbridge, Dublin 4",2,2,56.0,Dublin 4, Ballsbridge,7054.0
833,925000,"6 Ashdale Road, Terenure, Terenure, Dublin 6",6,6,125.0,Dublin 6, Terenure,7400.0
834,375000,"3 Birchview Avenue, Kilnamanagh, Dublin 24",3,1,117.0,Dublin 24, Kilnamanagh,3205.0
835,795000,"20 Marine Court, Sandycove, Co. Dublin",4,2,155.0,Glenageary, Sandycove,5129.0
836,495000,"8 Abbey Park, Killester, Dublin 5",3,3,110.0,Dublin 5, Killester,4500.0
837,695000,"36 Temple Square, Temple Road, Dublin 6",3,2,84.0,Dublin 6, Temple Road,8274.0
838,645000,"62 Holywell, Kilmacud Road Upper, Goatstown, Dublin 14",3,2,93.0,Dublin 14, Goatstown,6935.0
839,275000,"28 Davis Court, Inchicore, Dublin 8",2,2,67.0,Dublin 8, Inchicore,4104.0
840,385000,"71 Ardcollum Avenue, Artane, Dublin 5",3,2,108.0,Dublin 5, Artane,3565.0
841,695000,"9 Larchfield Road, Goatstown, Goatstown, Dublin 14",3,1,131.0,Dublin 14, Goatstown,5305.0
842,210000,"Apartment 2, 29 Main Street, Clongriffin, Dublin 13",1,1,51.0,Dublin 13, Clongriffin,4118.0
843,375000,"48 Saint Patrick's Road, Clondalkin, Clondalkin, Dublin 22",3,1,102.0,Dublin 22, Clondalkin,3676.0
844,390000,"1 Church Court, East Road, East Wall, Dublin 3",3,2,93.0,Dublin 3, East Wall,4194.0
845,495000,"6 Marino Green, Marino, Dublin 3",3,2,85.0,Dublin 3, Marino,5824.0
846,595000,"7 Oakdale Drive Dun Laoghaire, Dun Laoghaire, Co. Dublin",4,3,139.0,Glenageary, Dun Laoghaire,4281.0
847,400000,"31 Newhall Court, Blessington Road, Tallaght, Dublin 24",3,4,138.0,Dublin 24, Tallaght,2899.0
848,425000,"10 The Telford, Heuston South Quarter, Kilmainham, Dublin 8",2,3,87.0,Dublin 8, Kilmainham,4885.0
849,320000,"48 Belmayne Park South, Balgriffin, Balgriffin, Dublin 13",3,2,112.0,Dublin 13, Balgriffin,2857.0
850,295000,"3 Reilly's Terrace, Dolphin's Barn Street, Dublin 8",2,1,66.0,Dublin 8, Dolphin's Barn Street,4470.0
851,255000,"13 Woodford Meadows, Clondalkin, Clondalkin, Dublin 22",2,1,60.0,Dublin 22, Clondalkin,4250.0
852,525000,"116 Whitehall Road West, Perrystown, Dublin 12",3,2,125.0,Dublin 12, Perrystown,4200.0
853,495000,"7 Richmond Row, Portobello, Dublin 8",2,1,68.0,Dublin 8, Portobello,7279.0
854,295000,"112 Whitechurch Way, Rathfarnham, Rathfarnham, Dublin 16",3,1,84.0,Dublin 16, Rathfarnham,3512.0
855,430000,"63 Gleann Na Ré­, Druid Valley, Cabinteely, Dublin 18",3,4,120.0,Dublin 18, Cabinteely,3583.0
856,330000,"Marcella, 296 Clogher Road, Crumlin, Dublin 12",2,1,61.0,Dublin 12, Crumlin,5410.0
857,385000,"86 Milltown Hall, Mount St Annes, Milltown, Dublin 6",1,1,48.0,Dublin 6, Milltown,8021.0
858,525000,"25 Parkside Boulevard, Balgriffin, Dublin 13",4,3,165.0,Dublin 13, Balgriffin,3182.0
859,460000,"11 Knightswood, Santry, Dublin 9",3,2,124.0,Dublin 9, Santry,3710.0
860,645000,"5 The Courtyard Foxrock Park Foxrock Dublin 18, Foxrock, Dublin 18",3,3,150.0,Dublin 18, Foxrock,4300.0
861,350000,"30 Shanliss Avenue, Santry, Dublin 9",3,1,93.0,Dublin 9, Santry,3763.0
862,600000,"19 Landscape Park, Churchtown, Dublin 14",3,2,105.0,Dublin 14, Churchtown,5714.0
863,685000,"1 Stonepark Abbey, Rathfarnham, Dublin 14",4,3,146.0,Dublin 14, Rathfarnham,4692.0
864,495000,"14 The Square, Irishtown, Dublin 4",3,1,78.0,Dublin 4, Irishtown,6346.0
865,525000,"18 Glenamuck Cottages, Carrickmines, Dublin 18",3,2,99.0,Dublin 18, Carrickmines,5303.0
866,554000,"113 Eaton Wood, Quinns Road, Shankill, Dublin 18",3,2,91.0,Dublin 18, Shankill,6088.0
867,290000,"Apartment 10, Newlands Court, Kilmore Road, Kilmore, Dublin 5",2,2,75.0,Dublin 5, Kilmore,3867.0
868,255000,"25 Premier Square, Finglas Road, Finglas, Dublin 11",2,2,70.0,Dublin 11, Finglas,3643.0
869,795000,"2 Seafort Parade, Blackrock, Co. Dublin",2,2,107.0,Blackrock, Blackrock,7430.0
870,350000,"68 Shelbourne Village, Ringsend, Dublin 4",2,1,53.0,Dublin 4, Ringsend,6604.0
871,328000,"Apartment 116, The Waxworks Building, Ashtown, Dublin 15",2,2,69.0,Dublin 15, Ashtown,4754.0
872,435000,"Apartment 25, Merrion Woods, Blackrock, Co. Dublin",2,2,72.0,Blackrock, Blackrock,6042.0
873,400000,"1 Ballsbridge Gardens, Ballsbridge, Ballsbridge, Dublin 4",1,1,53.0,Dublin 4, Ballsbridge,7547.0
874,275000,"11 Fortfield Court, Fortfield Road, Terenure, Dublin 6",1,1,50.0,Dublin 6, Terenure,5500.0
875,695000,"1 Killiney Hill Plaza, Killiney Hill Road, Killiney, Co. Dublin",2,2,90.0,Glenageary, Killiney,7722.0
876,1350000,"House 1, 150 Howth Road, Clontarf, Dublin 3",4,4,200.0,Dublin 3, Clontarf,6750.0
877,750000,"10 Hampton Crescent, St Helens Wood, Booterstown, Co. Dublin",4,2,109.0,Blackrock, Booterstown,6881.0
878,615000,"67 Rockville Drive, Blackrock, Co. Dublin",4,2,112.0,Blackrock, Blackrock,5491.0
879,415000,"Apartment 36, The Holly, Rockfield, Dublin 16",2,2,67.0,Dublin 16, Rockfield,6194.0
880,485000,"8 Sycamore Hall, Clay Farm, Leopardstown, Dublin 18",2,2,83.0,Dublin 18, Leopardstown,5843.0
881,875000,"22 The Green, Cypress Downs, Templeogue, Dublin 6W",4,3,172.0,Dublin 6W, Templeogue,5087.0
882,385000,"16 Kilfenora Road, Kimmage, Dublin 12",3,2,104.0,Dublin 12, Kimmage,3702.0
883,349950,"2 Clonfert Road, Kimmage, Dublin 12",3,1,74.0,Dublin 12, Kimmage,4729.0
884,350000,"38 Kilbarron Avenue, Coolock, Dublin 5",3,1,88.0,Dublin 5, Coolock,3977.0
885,475000,"111 Eaton Wood, Quinns Road, Shankill, Dublin 18",3,2,75.0,Dublin 18, Shankill,6333.0
886,385000,"Apartment 14, Grosvenor House, Grosvenor Terrace, Monkstown, Co. Dublin",2,1,71.0,Blackrock, Monkstown,5423.0
887,550000,"79 Larkfield Grove, Harolds Cross, Dublin 6W",3,1,76.0,Dublin 6W, Harolds Cross,7237.0
888,280000,"49 Myrtle House, Longfield Road, The Coast, Baldoyle, Dublin 13",2,2,71.0,Dublin 13, Baldoyle,3944.0
889,275000,"20 Riverside, Watery Lane, Clondalkin, Dublin 22",2,1,86.0,Dublin 22, Clondalkin,3198.0
890,450000,"86 Clancy Road, Finglas, Dublin 11",4,3,125.0,Dublin 11, Finglas,3600.0
892,425000,"66 Ashgrove, Kill Avenue, Dun Laoghaire, Co. Dublin",3,1,88.0,Glenageary, Dun Laoghaire,4830.0
893,575000,"38 Saint Domhnachs Well, Sutton, Sutton, Dublin 13",4,3,108.0,Dublin 13, Sutton,5324.0
894,550000,"5 Grange Manor Road, Rathfarnham, Dublin 14",3,3,98.0,Dublin 14, Rathfarnham,5612.0
895,990000,"19 Merton Drive, Ranelagh, Ranelagh, Dublin 6",3,2,120.0,Dublin 6, Ranelagh,8250.0
896,895000,"14 Butterfield Avenue, Rathfarnham, Dublin 14",4,3,140.0,Dublin 14, Rathfarnham,6393.0
897,525000,"41 Llewellyn Close, Rathfarnham, Rathfarnham, Dublin 14",3,2,93.0,Dublin 14, Rathfarnham,5645.0
898,440000,"14 The Way, The Paddocks, Clonsilla, Dublin 15",3,3,126.0,Dublin 15, Clonsilla,3492.0
899,345000,"51 Railway Avenue, Inchicore, Inchicore, Dublin 8",2,1,61.0,Dublin 8, Inchicore,5656.0
900,475000,"26 Shanowen Road, Santry, Santry, Dublin 9",3,2,115.0,Dublin 9, Santry,4130.0
901,375000,"24 Deerhaven Avenue, Clonee, Dublin 15",3,3,91.0,Dublin 15, Clonee,4121.0
902,350000,"97 Carnlough Road, Cabra West, Cabra, Dublin 7",3,1,99.0,Dublin 7, Cabra,3535.0
903,650000,"11 Glenmurray Park, Terenure, Dublin 12",4,2,130.0,Dublin 12, Terenure,5000.0
904,395000,"503 The Distillery, Distillery Road, Drumcondra, Dublin 3",2,1,75.0,Dublin 3, Drumcondra,5267.0
905,495000,"8 Eastmoreland Lane, Ballsbridge, Dublin 4",2,2,80.0,Dublin 4, Ballsbridge,6188.0
906,510000,"Rathmore Park, Raheny, Dublin 5",3,2,110.0,Dublin 5, Raheny,4636.0
907,440000,"17 The Green, Hansfield Wood, Clonsilla, Dublin 15",3,3,110.0,Dublin 15, Clonsilla,4000.0
908,295000,"25 Woodbrook Hall, Porterstown, Dublin 15",2,2,80.0,Dublin 15, Porterstown,3688.0
909,285000,"72 Lanesborough Square, Finglas, Finglas, Dublin 11",3,3,110.0,Dublin 11, Finglas,2591.0
910,575000,"17 Leinster Place, Rathmines, Rathmines, Dublin 6",3,1,90.0,Dublin 6, Rathmines,6389.0
911,425000,"40 Huntstown Road (House Plus Site), Clonsilla, Dublin 15",3,1,72.0,Dublin 15, Clonsilla,5903.0
912,325000,"45 Keeper Road, Drimnagh, Dublin 12",3,2,84.0,Dublin 12, Drimnagh,3869.0
913,205000,"12 Green Isle Court, Clondalkin, Clondalkin, Dublin 22",2,1,53.0,Dublin 22, Clondalkin,3868.0
914,795000,"Longford House, Sallynoggin Road Lower, Sallynoggin, Co. Dublin",4,3,99.0,Glenageary, Sallynoggin,8030.0
915,450000,"2 Melvin Road, Terenure, Terenure, Dublin 6",2,1,60.0,Dublin 6, Terenure,7500.0
916,850000,"22 Vale View Close, The Park, Cabinteely, Dublin 18",4,3,195.0,Dublin 18, Cabinteely,4359.0
917,350000,"118 Pembroke Square, Grand Canal Street Upper, Ballsbridge, Dublin 4",1,2,52.0,Dublin 4, Ballsbridge,6731.0
918,425000,"40 Huntstown Road (House Plus Site), Clonsilla, Dublin 15",3,1,72.0,Dublin 15, Clonsilla,5903.0
919,315000,"Saint Kierans, 52 Finglas Place, Finglas, Dublin 11",2,1,64.0,Dublin 11, Finglas,4922.0
920,490000,"10 Warren Crescent, Castleknock, Dublin 15",3,1,85.0,Dublin 15, Castleknock,5765.0
921,750000,"31 Orchardstown Avenue, Rathfarnham, Dublin 14",4,2,158.0,Dublin 14, Rathfarnham,4747.0
922,245000,"14 Newlands Manor Drive, Clondalkin, Dublin 22",2,2,67.0,Dublin 22, Clondalkin,3657.0
923,875000,"9 Iona Road, Glasnevin, Dublin 9",5,5,170.0,Dublin 9, Glasnevin,5147.0
924,200000,"Apartment 61, Block C1, Geraldstown Woods, Santry, Dublin 9",2,2,61.0,Dublin 9, Santry,3279.0
925,1250000,"Shandon, Ferndale Road Rathmichael, Rathmichael, Co. Dublin",4,3,220.0,Dublin 18, Rathmichael,5682.0
926,395000,"163 Beaumont Road, Beaumont, Dublin 9",4,2,100.0,Dublin 9, Beaumont,3950.0
927,325000,"13 Clogher Road, Crumlin, Dublin 12",2,2,58.0,Dublin 12, Crumlin,5603.0
928,700000,"24 Butterfield Grove, Rathfarnham, Dublin 14",4,2,126.0,Dublin 14, Rathfarnham,5556.0
929,495000,"48 Avondale Park, Raheny, Dublin 5",3,1,84.0,Dublin 5, Raheny,5893.0
930,445000,"32 Nutgrove Avenue, Rathfarnham, Dublin 14",3,1,83.0,Dublin 14, Rathfarnham,5361.0
931,220000,"125 Hampton Wood Avenue, Hampton Wood, Ballymun, Dublin 11",1,1,53.0,Dublin 11, Ballymun,4151.0
932,349950,"31 Yellow Meadows Drive, Clondalkin, Clondalkin, Dublin 22",3,2,111.0,Dublin 22, Clondalkin,3153.0
933,319000,"51 Heathfield Park, Finglas, Dublin 11",3,3,93.0,Dublin 11, Finglas,3430.0
934,1150000,"10 Sandymount Castle Park, Sandymount, Sandymount, Dublin 4",4,1,139.0,Dublin 4, Sandymount,8273.0
935,395000,"21 Howth Junction Cottages, Kilbarrack, Dublin 5",4,1,102.0,Dublin 5, Kilbarrack,3873.0
936,2350000,"Shandon, 16 Ailesbury Drive, Ballsbridge, Dublin 4",5,2,250.0,Dublin 4, Ballsbridge,9400.0
937,275000,"Apt. 4 Richmond Hall, Richmond Road, Drumcondra, Dublin 9",1,1,47.0,Dublin 9, Drumcondra,5851.0
938,345000,"28 Raheen Close, Tallaght, Tallaght, Dublin 24",4,3,115.0,Dublin 24, Tallaght,3000.0
939,395000,"24 Lorcan Road, Santry, Santry, Dublin 9",3,2,105.0,Dublin 9, Santry,3762.0
940,430000,"4 Fleming Road, Drumcondra, Dublin 9",2,2,90.0,Dublin 9, Drumcondra,4778.0
941,895000,"20 Bantry Road, Drumcondra, Dublin 9",3,1,108.0,Dublin 9, Drumcondra,8287.0
942,475000,"Apartment 26 26 James's Walk, Rialto, Dublin 8",3,2,85.0,Dublin 8, Rialto,5588.0
943,195000,"34 Kings Avenue, Ballybough, Dublin 3",1,1,36.0,Dublin 3, Ballybough,5417.0
944,275000,"128 Parkgate Place, Islandbridge, Dublin 8",1,1,48.0,Dublin 8, Islandbridge,5729.0
945,650000,"60 Brighton Wood, Foxrock, Dublin 18",2,2,104.0,Dublin 18, Foxrock,6250.0
946,875000,"""The Moorings"", ""The Moorings"", 10 Beechpark Avenue, Castleknock, Dublin 15",4,3,133.0,Dublin 15, Castleknock,6579.0
947,365000,"7 Huntstown Green, Huntstown, Dublin 15",3,2,103.0,Dublin 15, Huntstown,3544.0
948,465000,"33 Charnwood Heath, Clonsilla, Dublin 15",4,3,130.0,Dublin 15, Clonsilla,3577.0
949,460000,"10 Ayrfield Road, Ayrfield, Dublin 13",3,2,116.0,Dublin 13, Ayrfield,3966.0
950,295000,"12 Chamberlain Court, Richmond Avenue, Fairview, Dublin 3",2,2,65.0,Dublin 3, Fairview,4538.0
951,895000,"70 Kincora Grove, Clontarf, Dublin 3",4,2,170.0,Dublin 3, Clontarf,5265.0
952,385000,"12 St Peters Drive, Greenhills, Walkinstown, Dublin 12",3,1,90.0,Dublin 12, Walkinstown,4278.0
953,299000,"104 Tolka Road, Drumcondra, Dublin 3",2,1,66.0,Dublin 3, Drumcondra,4530.0
954,695000,"124 Seafield Court, Killiney, Co. Dublin",3,1,103.0,Glenageary, Killiney,6748.0
955,375000,"21 Glenarm Square, Drumcondra, Drumcondra, Dublin 9",2,1,70.0,Dublin 9, Drumcondra,5357.0
956,450000,"37 Hansfield, Castaheany, Clonee, Dublin 15",4,3,125.0,Dublin 15, Clonee,3600.0
957,695000,"3 willow glen, Carrickmines, Dublin 18",4,4,167.0,Dublin 18, Carrickmines,4162.0
958,259000,"11 Sundale Lawn, Tallaght, Tallaght, Dublin 24",3,2,76.0,Dublin 24, Tallaght,3408.0
959,499950,"51 Pine Hurst, Cabra, Dublin 7",4,3,121.0,Dublin 7, Cabra,4132.0
960,375000,"106 Dowland Road, Walkinstown, Dublin 12",3,2,98.0,Dublin 12, Walkinstown,3827.0
961,299995,"124 Cashel Avenue, Kimmage, Dublin 12",3,1,81.0,Dublin 12, Kimmage,3704.0
962,475000,"70 St Agnes Park, Crumlin, Dublin 12",4,2,126.0,Dublin 12, Crumlin,3770.0
963,295000,"16 Monck Place, Phibsborough, Dublin 7",1,1,68.0,Dublin 7, Phibsborough,4338.0
964,895000,"18 Larchfield Road, Goatstown, Dublin 14",5,4,198.0,Dublin 14, Goatstown,4520.0
965,319950,"76 Brandon Road, Drimnagh, Dublin 12",3,1,77.0,Dublin 12, Drimnagh,4155.0
966,385000,"158 St Peters Road, Greenhills, Walkinstown, Dublin 12",3,2,88.0,Dublin 12, Walkinstown,4375.0
967,549950,"19 St Endas Road, Terenure, Dublin 6",2,1,83.0,Dublin 6, Terenure,6626.0
968,325000,"55 Walkinstown Park, Walkinstown, Dublin 12",3,1,86.0,Dublin 12, Walkinstown,3779.0
969,249950,"218 Balbutcher Lane, Ballymun, Dublin 11",3,1,90.0,Dublin 11, Ballymun,2777.0
970,200000,"23 Hazelgrove Court, Killinarden Heights, Tallaght, Dublin 24",1,1,63.0,Dublin 24, Tallaght,3175.0
971,475000,"129 Rockfield avenue, Perrystown, Dublin 12",3,1,91.0,Dublin 12, Perrystown,5220.0
972,450000,"53 Thomas Moore Road, Walkinstown, Dublin 12",3,2,94.0,Dublin 12, Walkinstown,4787.0
