,price,address,bedrooms,bathrooms,floor_area,district,neighbourhood,price_sqm
1300,380000,"3 Yellow Road, Whitehall, Whitehall, Dublin 9",4,1,102.0,Dublin 9, Whitehall,3725.0
1301,320000,"5 Killarney Avenue, Killarney Street, Dublin 1",3,1,90.0,Dublin 1, Killarney Street,3556.0
1302,1650000,"3 Windsor Road, Rathmines, Dublin 6",4,2,252.0,Dublin 6, Rathmines,6548.0
1303,995000,"12 Leopardstown Lawn, Blackrock, Co. Dublin",5,3,184.0,Blackrock, Blackrock,5408.0
1304,750000,"3 Railway Cottages, Ballsbridge, Dublin 4",3,2,80.0,Dublin 4, Ballsbridge,9375.0
1305,570000,"10 Cill Eanna, Raheny, Dublin 5",3,1,102.0,Dublin 5, Raheny,5588.0
1306,585000,"9 Woodstown Gardens, Knocklyon, Dublin 16",4,3,117.0,Dublin 16, Knocklyon,5000.0
1307,475000,"Apartment 29, De Vesci House, Dun Laoghaire, Co. Dublin",2,2,66.0,Glenageary, Dun Laoghaire,7197.0
1308,220000,"Apartment 71, Deerpark Close, Kiltipper, Tallaght, Dublin 24",2,1,69.0,Dublin 24, Tallaght,3188.0
1309,485000,"2A Monastery Heath Avenue, Clondalkin, Clondalkin, Dublin 22",4,3,124.0,Dublin 22, Clondalkin,3911.0
1310,595000,"2 Brighton Gardens, Rathgar, Rathgar, Dublin 6",2,1,77.0,Dublin 6, Rathgar,7727.0
1311,230000,"Apartment 28, Block C, Greenhills Court, Greenhills Road, Tallaght, Dublin 24",2,1,80.0,Dublin 24, Tallaght,2875.0
1312,435000,"Thomond, 680 Collins Avenue Extension, Whitehall, Dublin 9",3,2,112.0,Dublin 9, Whitehall,3884.0
1313,895000,"18 Effra Road, Rathmines, Rathmines, Dublin 6",6,6,132.0,Dublin 6, Rathmines,6780.0
1314,594950,"56A Ardmore Park, Dun Laoghaire, Co. Dublin",3,2,126.0,Glenageary, Dun Laoghaire,4722.0
1315,995000,"CLS221564, CLS221564, 2 Roseacre, Kilgobbin Road, Sandyford, Dublin 18",5,3,213.0,Dublin 18, Sandyford,4671.0
1316,350000,"14 Symphony House, Adelaide Road, Dublin 2",1,1,48.0,Dublin 2, Adelaide Road,7292.0
1317,475000,"Apartment 205, Longboat Quay South Apartments, Dublin 2",2,2,71.0,Dublin 2, Longboat Quay South Apartments,6690.0
1318,1750000,"77 Strand Road, Sandymount, Sandymount, Dublin 4",5,4,234.0,Dublin 4, Sandymount,7479.0
1319,345000," 94 Glasanaon Road (plus Corner Site), Finglas, Dublin 11",4,1,72.0,Dublin 11, Finglas,4792.0
1320,895000,"2 Offington Drive, Sutton, Dublin 13",4,2,136.0,Dublin 13, Sutton,6581.0
1321,675000,"157a Whitehall Road West, Perrystown, Dublin 12",3,3,186.0,Dublin 12, Perrystown,3629.0
1322,260000,"7 Garnish Square, Waterville, Blanchardstown, Dublin 15",2,2,81.0,Dublin 15, Blanchardstown,3210.0
1323,325000,"11 Sunnybank, Islandbridge, Dublin 8",2,2,61.0,Dublin 8, Islandbridge,5328.0
1324,580000,"50 Foxes Grove, Shankill, Dublin 18",3,2,106.0,Dublin 18, Shankill,5472.0
1325,295000,"293 Saint Attracta Road, Cabra, Cabra, Dublin 7",2,1,80.0,Dublin 7, Cabra,3688.0
1326,1550000,"Ashmere, 77 Marlborough Road, Donnybrook, Dublin 4",3,4,244.0,Dublin 4, Donnybrook,6352.0
1327,595000,"11 Brookfield Court Dartry Dublin 6, Dartry, Dublin 6",3,2,102.0,Dublin 6, Dartry,5833.0
1328,1495000,"8 Stillorgan Park Blackrock, Blackrock, Co. Dublin",4,4,220.0,Blackrock, Blackrock,6795.0
1329,660000,"223 Ballyroan Road, Rathfarnham, Rathfarnham, Dublin 14",4,2,140.0,Dublin 14, Rathfarnham,4714.0
1330,3750000,"3 Shrewsbury Gardens, Ballsbridge, Dublin 4",4,3,368.0,Dublin 4, Ballsbridge,10190.0
1331,249950,"4 Curragh Hall Court, Tyrellstown, Tyrrelstown, Dublin 15",3,3,105.0,Dublin 15, Tyrrelstown,2380.0
1332,369950,"Saint Anthony, 11 Mountjoy Street, Phibsborough, Dublin 7",4,2,104.0,Dublin 7, Phibsborough,3557.0
1333,245000,"Apartment 239, Premier Square, Finglas, Dublin 11",2,2,59.0,Dublin 11, Finglas,4153.0
1334,349950,"17 Stralem Crescent, Ongar Village, Ongar, Dublin 15",4,3,128.0,Dublin 15, Ongar,2734.0
1335,740000,"223 Clontarf Road, Clontarf, Dublin 3",4,1,152.0,Dublin 3, Clontarf,4868.0
1336,1500000,"4 Simmons Court, Simmonscourt Road, Ballsbridge, Dublin 4",3,2,191.0,Dublin 4, Ballsbridge,7853.0
1337,850000,"7 Craiglands Ardeevin Road Dalkey, Dalkey, Co. Dublin",3,3,104.0,Glenageary, Dalkey,8173.0
1338,240000,"14 Millbrook Court, Mount Brown, Dublin 8",1,1,41.0,Dublin 8, Mount Brown,5854.0
1339,295000,"22 Annaly Drive, Ongar, Dublin 15",3,2,110.0,Dublin 15, Ongar,2682.0
1340,320000,"158 North Road, Finglas, Dublin 11",3,1,82.0,Dublin 11, Finglas,3902.0
1341,785000,"60 Roebuck Downs, Clonskeagh, Clonskeagh, Dublin 14",4,3,107.0,Dublin 14, Clonskeagh,7336.0
1342,495000,"2 Redesdale Court, Redesdale Road, Mount Merrion, Co. Dublin",2,1,58.0,Blackrock, Mount Merrion,8534.0
1343,400000,"1 North Circular Road, Dublin 7",2,2,75.0,Dublin 7,1 North Circular Road,5333.0
1344,1750000,"3 Ashbrook Terrace, Sallymount Avenue, Ranelagh, Dublin 6",5,3,248.0,Dublin 6, Ranelagh,7056.0
1345,495000,"42 O'Donnell Gardens, Glasthule, Co. Dublin",3,1,81.0,Glenageary, Glasthule,6111.0
1346,395000,"96 Binn Eadair View, Sutton, Sutton, Dublin 13",2,1,68.0,Dublin 13, Sutton,5809.0
1347,325000,"10 Ticknock Way, Ticknock Hill, Sandyford, Dublin 18",2,2,80.0,Dublin 18, Sandyford,4062.0
1348,350000,"Apartment 19, Ros Mor View, Scholarstown Road, Knocklyon, Dublin 16",2,2,69.0,Dublin 16, Knocklyon,5072.0
1349,520000,"27 Hillview Drive, Pottery Road, Dun Laoghaire, Co. Dublin",4,1,116.0,Glenageary, Dun Laoghaire,4483.0
1350,325000,"52 Walkinstown Drive, Walkinstown, Walkinstown, Dublin 12",2,1,57.0,Dublin 12, Walkinstown,5702.0
1351,395000,"Apartment 36, Block 2, Parklands, Santry, Dublin 9",3,2,95.0,Dublin 9, Santry,4158.0
1352,545000,"74a St Peters Terrace, Howth, Co. Dublin",2,1,75.0,Dublin 13, Howth,7267.0
1353,1650000,"15 Kenilworth Square, Rathgar, Dublin 6",4,4,284.0,Dublin 6, Rathgar,5810.0
1354,390000,"31 Bluebell Avenue, Bluebell, Bluebell, Dublin 12",3,2,111.0,Dublin 12, Bluebell,3514.0
1355,345000,"12 Garrynisk Road, Kingswood Heights, Tallaght, Dublin 24",3,1,96.0,Dublin 24, Tallaght,3594.0
1356,230000,"Apartment 9, Deerpark Lodge, Kiltipper, Dublin 24",2,1,56.0,Dublin 24, Kiltipper,4107.0
1357,325000,"26 West Courtyard, Tullyvale, Cabinteely, Dublin 18",2,2,74.0,Dublin 18, Cabinteely,4392.0
1358,230000,"Apartment 11, Windmill Lodge, Windmill Road, Crumlin, Dublin 12",1,1,50.0,Dublin 12, Crumlin,4600.0
1359,395000,"Apartment 205, Beacon One, Sandyford, Dublin 18",2,2,74.0,Dublin 18, Sandyford,5338.0
1360,349950,"7 Annagh Court, Blanchardstown, Dublin 15",3,2,135.0,Dublin 15, Blanchardstown,2592.0
1361,875000,"7 Seacourt, Seafield Road East, Clontarf, Dublin 3",4,3,140.0,Dublin 3, Clontarf,6250.0
1362,600000,"11 Marguerite Road, Glasnevin, D09H6N1, Dublin 9",4,1,126.0,Dublin 9, D09H6N1,4762.0
1363,279000,"5 Blackhall Court, Blackhall Place, Smithfield, Dublin 7",1,1,42.0,Dublin 7, Smithfield,6643.0
1364,250000,"83 Macroom Road, Coolock, Dublin 17",3,1,75.0,Dublin 17, Coolock,3333.0
1365,400000,"1 Whitworth Avenue, Drumcondra, Drumcondra, Dublin 3",2,1,60.0,Dublin 3, Drumcondra,6667.0
1366,500000,"32 Ivar Street, Stoneybatter, Dublin 7",2,1,82.0,Dublin 7, Stoneybatter,6098.0
1367,595000,"47 Crumlin Road, Crumlin, Dublin 12",4,3,166.0,Dublin 12, Crumlin,3584.0
1368,995000,"92 Bushy Park Road, Rathgar, Rathgar, Dublin 6",4,2,173.0,Dublin 6, Rathgar,5751.0
1369,1200000,"41 Orwell Place, Orwell Road, Rathgar, Dublin 6",3,3,130.0,Dublin 6, Rathgar,9231.0
1370,295000,"Apartment 40, Burnell Court, Mayne River Avenue, Northern Cross",3,2,92.0,Dublin 17, Mayne River Avenue,3207.0
1371,480000,"Apartment 20, Cloncurry House, Dublin 1",2,2,85.0,Dublin 1, Cloncurry House,5647.0
1372,425000,"13 Orchard Lane, Blackrock, Co. Dublin",2,1,46.0,Blackrock, Blackrock,9239.0
1373,595000,"1 Minnowbrook, Terenure Road West, Terenure, Dublin 6W",3,3,121.0,Dublin 6W, Terenure,4917.0
1374,1200000,"64 St Helens Road, Booterstown, Co. Dublin",4,3,175.0,Blackrock, Booterstown,6857.0
1375,575000,"105 Dorney Court, Shankill, Dublin 18",3,1,83.0,Dublin 18, Shankill,6928.0
1376,350000,"143 Sandyford View Blackglen Road Simons Ridge, Sandyford, Dublin 18",2,2,76.0,Dublin 18, Sandyford,4605.0
1377,675000,"47 Charlemont, Griffith Avenue, Drumcondra, Dublin 9",4,3,131.0,Dublin 9, Drumcondra,5153.0
1378,195000,"52B Aras Na Cluaine, Clondalkin, Dublin 22",2,2,84.0,Dublin 22, Clondalkin,2321.0
1379,695000,"46 Pine Copse Road, Dundrum, Dundrum, Dublin 14",4,2,120.0,Dublin 14, Dundrum,5792.0
1380,235000,"Apartment 39, Virginia Hall, Belgard Square, Tallaght, Dublin 24",2,2,88.0,Dublin 24, Tallaght,2670.0
1381,600000,"12 Shanowen Avenue, Santry, Santry, Dublin 9",3,1,92.0,Dublin 9, Santry,6522.0
1382,795000,"47 Rock Road, Blackrock, Co. Dublin",3,2,137.0,Blackrock, Blackrock,5803.0
1383,235000,"48 Bolton Square, Dominick Street Lower, Dublin 1",1,1,31.0,Dublin 1, Dominick Street Lower,7581.0
1384,865000,"56 Derrynane Gardens, Sandymount, Dublin 4",3,2,99.0,Dublin 4, Sandymount,8737.0
1385,375000,"30 Tolka Road, Ballybough, Dublin 3",2,2,80.0,Dublin 3, Ballybough,4688.0
1386,570000,"23 Grange Crescent, Pottery Road, Dun Laoghaire, Co. Dublin",3,1,102.0,Glenageary, Dun Laoghaire,5588.0
1387,3200000,"Residential Investment, Dartry, Dublin 6",9,9,470.0,Dublin 6, Dartry,6809.0
1388,525000,"61 Poddle Park, Kimmage, Dublin 12",3,2,105.0,Dublin 12, Kimmage,5000.0
1389,199000,"2 Barnamore Park, Finglas South, Finglas, Dublin 11",3,2,88.0,Dublin 11, Finglas,2261.0
1390,385000,"32 Suir Road, Kilmainham, Kilmainham, Dublin 8",4,1,81.0,Dublin 8, Kilmainham,4753.0
1391,699000,"75 Ardmore Park, Dun Laoghaire, Co. Dublin",3,2,140.0,Glenageary, Dun Laoghaire,4993.0
1392,350000,"70A Huntstown Wood, Mulhuddart, Dublin 15",3,2,67.0,Dublin 15, Mulhuddart,5224.0
1393,845000,"Apt 1 The Mews, Apt 1 The Mews, 51 Power's Court, Dublin 2",2,2,120.0,Dublin 2, 51 Power's Court,7042.0
1394,450000,"28 Carrickmount Drive, Churchtown, Churchtown, Dublin 14",3,1,79.0,Dublin 14, Churchtown,5696.0
1395,3000000,"Dún Rí, Cross Avenue, Blackrock, Co. Dublin",4,6,362.0,Blackrock, Blackrock,8287.0
1396,585000,"13 The Willows, Blackrock, Co. Dublin",3,2,95.0,Blackrock, Blackrock,6158.0
1397,650000,"554 North Circular Road, Dublin 1",3,1,145.0,Dublin 1,554 North Circular Road,4483.0
1398,475000,"39 Drumcondra Park Drumcondra Dublin 9, Drumcondra, Dublin 9",3,1,111.0,Dublin 9, Drumcondra,4279.0
1399,795000,"67B Churchtown Road Upper Churchtown Dublin 14, Churchtown, Dublin 14",3,3,114.0,Dublin 14, Churchtown,6974.0
1400,795000,"67A Churchtown Road Upper Churchtown Dublin 14, Churchtown, Dublin 14",3,3,112.0,Dublin 14, Churchtown,7098.0
1401,279000,"13 Woodford Park, Clondalkin, Clondalkin, Dublin 22",3,1,102.0,Dublin 22, Clondalkin,2735.0
1402,985000,"29 Dundela Park, Sandycove, Co. Dublin",4,2,171.0,Glenageary, Sandycove,5760.0
1403,1350000,"6 Glenayr Road, Rathgar, Rathgar, Dublin 6",4,3,190.0,Dublin 6, Rathgar,7105.0
1404,1250000,"2 Monkstown Gate, Pakenham Road, Monkstown, Co. Dublin",3,3,166.0,Blackrock, Monkstown,7530.0
1405,1375000,"129 St Lawrence Road, Clontarf, Dublin 3",4,3,225.0,Dublin 3, Clontarf,6111.0
1406,375000,"61 Booterstown Wood, Booterstown Avenue, Booterstown, Co. Dublin",1,1,45.0,Blackrock, Booterstown,8333.0
1407,300000,"49 Pineview Avenue, Aylesbury, Aylesbury, Dublin 24",3,2,105.0,Dublin 24, Aylesbury,2857.0
1408,290000,"104 Lohunda Downs, Clonsilla, Dublin 15",1,1,85.0,Dublin 15, Clonsilla,3412.0
1409,1850000,"31 Heidelberg, Ardilea, Clonskeagh, Dublin 14",4,4,302.0,Dublin 14, Clonskeagh,6126.0
1410,995000,"21 Eden Park Avenue, Goatstown, Goatstown, Dublin 14",4,3,173.0,Dublin 14, Goatstown,5751.0
1411,995000,"70 Blessington Street, Dublin 7",6,2,182.0,Dublin 7,70 Blessington Street,5467.0
1412,360000,"Apartment 320, The Distillery Building, Distillery Road, Drumcondra, Dublin 3",2,2,70.0,Dublin 3, Drumcondra,5143.0
1413,645000,"12 Brennanstown Avenue, Cabinteely, Dublin 18",4,3,144.0,Dublin 18, Cabinteely,4479.0
1414,1500000,"Callary Cottage Mount Anville Road Mount Merrion, Mount Merrion, Co. Dublin",4,3,202.0,Blackrock, Mount Merrion,7426.0
1415,425000,"Apartment 92, Cremorne, Greenmount Road, Terenure, Dublin 6",2,1,75.0,Dublin 6, Terenure,5667.0
1416,325000,"Apartment 55, Brighton, Castle Court, Kilgobbin Wood, Sandyford, Dublin 18",2,2,56.0,Dublin 18, Sandyford,5804.0
1417,430000,"Apartment 21, Swift Hall, Castleknock, Dublin 15",2,2,103.0,Dublin 15, Castleknock,4175.0
1418,285000,"Apt 1 Killiney Court Apartments, Seafield Road, Killiney, Co. Dublin",1,1,42.0,Glenageary, Killiney,6786.0
1419,700000,"Apartment 5, Forbes Quay Apartments, Grand Canal Dock, Dublin 2",3,2,94.0,Dublin 2, Grand Canal Dock,7447.0
1420,239000,"38 Sundale Close, Tallaght, Dublin 24",3,1,81.0,Dublin 24, Tallaght,2951.0
1421,675000,"22 Clonmore Road Mount Merrion, Mount Merrion, Co. Dublin",3,1,91.0,Blackrock, Mount Merrion,7418.0
1422,495000,"Cluain Meala, 5 Camberley Elms, Churchtown, Dublin 14",2,2,76.0,Dublin 14, Churchtown,6513.0
1423,465000,"13 Saint Malachy's Road, Glasnevin, Glasnevin, Dublin 11",2,1,77.0,Dublin 11, Glasnevin,6039.0
1424,330000,"Apartment 14, Trinity Plaza, Dublin 2",1,1,46.0,Dublin 2, Trinity Plaza,7174.0
1425,475000,"23 Mount Symon Park, Clonsilla, Dublin 15",4,3,130.0,Dublin 15, Clonsilla,3654.0
1426,1595000,"36 Mountpleasant Avenue Lower, Ranelagh, Dublin 6",4,3,245.0,Dublin 6, Ranelagh,6510.0
1427,2295000,"Homestead, Homestead, 19 Rathdown Park, Terenure, Dublin 6W",4,4,329.0,Dublin 6W, Terenure,6976.0
1428,475000,"6 Findlater Street Glasthule, Glasthule, Co. Dublin",2,1,47.0,Glenageary, Glasthule,10106.0
1429,385000,"19 Meadow Court, Stillorgan Park, Stillorgan, Co. Dublin",2,2,80.0,Blackrock, Stillorgan,4812.0
1430,950000,"31 The Drive, Cypress Downs, Templeogue, Dublin 6W",4,3,198.0,Dublin 6W, Templeogue,4798.0
1431,515000,"7 Llewellyn Way, Rathfarnham, Rathfarnham, Dublin 14",3,1,80.0,Dublin 14, Rathfarnham,6438.0
1432,305000,"42 Cromcastle Avenue, Kilmore West, Kilmore, Dublin 5",4,1,96.0,Dublin 5, Kilmore,3177.0
1433,295000,"3 Griffith Road, Glasnevin, Dublin 11",3,1,75.0,Dublin 11, Glasnevin,3933.0
1434,295000,"Apartment 109, 35-38 Mountjoy Square South, Dublin 1",2,1,43.0,Dublin 1, 35-38 Mountjoy Square South,6860.0
1435,189000,"Apartment 45, The Academy, Park West, Dublin 12",1,1,50.0,Dublin 12, Park West,3780.0
1436,400000,"Jabulani, 31 Windmill Road, Crumlin, Dublin 12",3,1,103.0,Dublin 12, Crumlin,3883.0
1437,300000,"19 Woodford Villas, Clondalkin, Clondalkin, Dublin 22",3,1,80.0,Dublin 22, Clondalkin,3750.0
1438,615000,"155 Ballyroan Road, Rathfarnham, Rathfarnham, Dublin 16",3,2,120.0,Dublin 16, Rathfarnham,5125.0
1439,295000,"Saint Anthony, 18 Glin Road, Coolock, Dublin 5",3,1,84.0,Dublin 5, Coolock,3512.0
1440,320000,"26 Latchford Square, Clonee, Dublin 15",3,3,105.0,Dublin 15, Clonee,3048.0
1441,275000,"Apartment 39, Block A, Lymewood Mews, Northwood, Santry, Dublin 9",1,1,59.0,Dublin 9, Santry,4661.0
1442,565000,"16 Brighton Gardens, Rathgar, Rathgar, Dublin 6",2,2,72.0,Dublin 6, Rathgar,7847.0
1443,425000,"35 Grove Park Road, Glasnevin, Dublin 11",3,1,85.0,Dublin 11, Glasnevin,5000.0
1444,295000,"124 Cashel Avenue, Crumlin, Crumlin, Dublin 12",3,1,81.0,Dublin 12, Crumlin,3642.0
1445,390000,"66 Oxmantown Road, Dublin 7",2,1,69.0,Dublin 7,66 Oxmantown Road,5652.0
1446,279950,"Apartment 64, The Sycamore, Parkview, Stepaside, Dublin 18",1,1,53.0,Dublin 18, Stepaside,5282.0
1447,925000,"35 Woodley Park, Kilmacud, Kilmacud, Dublin 14",4,2,148.0,Dublin 14, Kilmacud,6250.0
1448,850000,"13 Kincora Park, Clontarf, Dublin 3",4,3,145.0,Dublin 3, Clontarf,5862.0
1449,210000,"24 Morrow House, The Coast, Baldoyle, Dublin 13",1,1,52.0,Dublin 13, Baldoyle,4038.0
1450,649950,"97A Beech Grove Cottages, Cabinteely, Dublin 18",3,3,113.0,Dublin 18, Cabinteely,5752.0
1451,3750000,"26 Elgin Road, Ballsbridge, Dublin 4",5,5,479.0,Dublin 4, Ballsbridge,7829.0
1452,220000,"40 Buckler, Bertram Court, Christchurch, Dublin 8",1,1,32.0,Dublin 8, Christchurch,6875.0
1453,395000,"53 Glenshesk Road, Whitehall, Whitehall, Dublin 9",3,1,95.0,Dublin 9, Whitehall,4158.0
1454,595000,"62 Belgrove Lawn, Chapelizod, Dublin 20",4,2,135.0,Dublin 20, Chapelizod,4407.0
1455,895000,"92 Temple Road, Seapoint, Blackrock, Co. Dublin",3,2,103.0,Blackrock, Blackrock,8689.0
1456,325000,"105 The Beech, Grange Hall, Rathfarnham, Dublin 16",2,2,76.0,Dublin 16, Rathfarnham,4276.0
1457,775000,"27 Hatch Place South City Centre Dublin 2, Dublin 2",2,4,151.0,Dublin 2,27 Hatch Place South City Centre Dublin 2,5132.0
1458,595000,"2 Rear 93 Booterstown Avenue Booterstown, Booterstown, Co. Dublin",2,2,85.0,Blackrock, Booterstown,7000.0
1459,535000,"3 Sandyford Hall Drive, Sandyford, Dublin 18",3,1,102.0,Dublin 18, Sandyford,5245.0
1460,575000,"43 Meadowbank, Bushy Park Road, Terenure, Dublin 6",3,3,90.0,Dublin 6, Terenure,6389.0
1461,545000,"1A Glenpark Road, Palmerstown, Dublin 20",4,2,117.0,Dublin 20, Palmerstown,4658.0
1462,550000,"8 Poddle Park, Kimmage, Dublin 12",3,2,117.0,Dublin 12, Kimmage,4701.0
1463,374950,"Apartment 50, The Ash, Parkview, Stepaside, Dublin 18",2,2,84.0,Dublin 18, Stepaside,4464.0
1464,495000,"8 Riverwood Square, Castleknock, Dublin 15",3,3,106.0,Dublin 15, Castleknock,4670.0
1465,1785000,"89 Saint Stephen's Green, Dublin 2",3,3,244.0,Dublin 2,89 Saint Stephen's Green,7316.0
1466,550000,"Apartment 20, Blackwater House, Dublin 1",3,2,93.0,Dublin 1, Blackwater House,5914.0
1467,245000,"485C Bluebell Avenue, Bluebell, Bluebell, Dublin 12",3,2,88.0,Dublin 12, Bluebell,2784.0
1468,429950,"58 Eden Villas, Glasthule, Co. Dublin",2,1,64.0,Glenageary, Glasthule,6718.0
1469,625000,"90 Dollymount Park, Clontarf, Dollymount, Dublin 3",3,1,104.0,Dublin 3, Dollymount,6010.0
1470,6750000,"Dungriffan Sydney Parade Avenue Sandymount Dublin 4, Sandymount, Dublin 4",6,5,595.0,Dublin 4, Sandymount,11345.0
1471,410000,"4 Latchford Court, Castaheany, Clonee, Dublin 15",3,4,116.0,Dublin 15, Clonee,3534.0
1472,550000,"2 Bere Haven Pilot View Harbour Road, Dalkey, Co. Dublin",2,2,74.0,Glenageary, Dalkey,7432.0
1473,230000,"Apartment 22, Floraville, Sarsfield Road, Inchicore, Dublin 8",2,1,56.0,Dublin 8, Inchicore,4107.0
1474,210000,"Apartment 5, Rosebank View, Ninth Lock Road, Clondalkin, Dublin 22",2,2,67.0,Dublin 22, Clondalkin,3134.0
1475,450000,"96 Loreto Avenue, Rathfarnham, Dublin 14",2,1,80.0,Dublin 14, Rathfarnham,5625.0
1476,495000,"15 Brookwood Lawn, Artane, Dublin 5",3,1,116.0,Dublin 5, Artane,4267.0
1477,425000,"3 Darley Street, Harolds Cross, Harold's Cross, Dublin 6",2,1,60.0,Dublin 6, Harold's Cross,7083.0
1478,1295000,"33 Nutley Park, Donnybrook, Dublin 4",3,2,152.0,Dublin 4, Donnybrook,8520.0
1479,330000,"35 The Willows, Monkstown Valley, Monkstown, Co. Dublin",1,1,45.0,Blackrock, Monkstown,7333.0
1480,495000,"71 Grange Park Road, Raheny, Dublin 5",4,2,146.0,Dublin 5, Raheny,3390.0
1481,475000,"Apartment 55, Hill of Down House, Dublin 1",2,2,91.0,Dublin 1, Hill of Down House,5220.0
1482,515000,"53 Harbour Court, George's Place, Dun Laoghaire, Co. Dublin",2,2,72.0,Glenageary, Dun Laoghaire,7153.0
1483,350000,"Apartment 72, Castle Gate Apartments, Dublin 2",1,1,40.0,Dublin 2, Castle Gate Apartments,8750.0
1484,270000,"Apartment 6, Kearn's Court, Kearn's Place, Dublin 8",1,1,53.0,Dublin 8, Kearn's Place,5094.0
1485,700000,"24 Orwell Road, Rathgar, Rathgar, Dublin 6",4,2,117.0,Dublin 6, Rathgar,5983.0
1486,335000,"Apartment 47, Block 3, The Watermill, Bettyglen, Raheny, Dublin 5",2,2,63.0,Dublin 5, Raheny,5317.0
1487,4750000,"Military Road Killiney, Killiney, Co. Dublin",7,4,555.0,Glenageary, Killiney,8559.0
1488,545000,"LOT 2, LOT 2, 87 Delwood Drive, Castleknock, Dublin 15",4,3,138.0,Dublin 15, Castleknock,3949.0
1489,450000,"145 Grianan Fidh, Aiken's Village, Sandyford, Dublin 18",3,3,125.0,Dublin 18, Sandyford,3600.0
1490,300000,"89 Dunmanus Road, Cabra, Cabra, Dublin 7",2,1,62.0,Dublin 7, Cabra,4839.0
1491,550000,"398 Nutgrove Avenue, Churchtown, Churchtown, Dublin 14",3,1,80.0,Dublin 14, Churchtown,6875.0
1492,975000,"4 Vesey Mews, Monkstown, Co. Dublin",3,2,103.0,Blackrock, Monkstown,9466.0
1493,525000,"47 Hollywoodrath Crescent, Hollystown, Dublin 15",4,3,138.0,Dublin 15, Hollystown,3804.0
1494,535000,"17 Glencairn Walk, The Gallops, Leopardstown, Dublin 18",3,1,84.0,Dublin 18, Leopardstown,6369.0
1495,450000,"10 Shanowen Grove, Santry, Santry, Dublin 9",3,2,103.0,Dublin 9, Santry,4369.0
1496,350000,"56 Monksfield Grove, Clondalkin, Dublin 22",3,3,99.0,Dublin 22, Clondalkin,3535.0
1497,595000,"Apartment 3, 89 Saint Stephens Green, Dublin 2",1,1,50.0,Dublin 2, 89 Saint Stephens Green,11900.0
1498,595000,"Apartment 1, 89 Saint Stephens Green, Dublin 2",1,1,49.0,Dublin 2, 89 Saint Stephens Green,12143.0
1499,595000,"Apartment 2, 89 Saint Stephens Green, Dublin 2",1,1,50.0,Dublin 2, 89 Saint Stephens Green,11900.0
1500,1650000,"Hillcrest, 24 Cambridge Terrace, Dun Laoghaire, Co. Dublin",6,3,292.0,Glenageary, Dun Laoghaire,5651.0
1501,430000,"41 Red Arches Park, Baldoyle, Dublin 13",3,3,119.0,Dublin 13, Baldoyle,3613.0
1502,450000,"99 Sycamore Road, Finglas, D11EF85, Dublin 11",3,1,121.0,Dublin 11, D11EF85,3719.0
1503,525000,"32 Brookfield, Kimmage, Dublin 12",4,4,137.0,Dublin 12, Kimmage,3832.0
1504,750000,"24 Orlagh Rise, Scholarstown Road, Knocklyon, Dublin 16",5,3,157.0,Dublin 16, Knocklyon,4777.0
1505,349950,"15 Monastery Gate Close, Clondalkin, Dublin 22",3,3,91.0,Dublin 22, Clondalkin,3846.0
1506,650000,"65 Lakelands Close, Stillorgan, Co. Dublin",4,2,130.0,Blackrock, Stillorgan,5000.0
1507,2650000,"6 Orwell Park, Rathgar, Rathgar, Dublin 6",6,4,302.0,Dublin 6, Rathgar,8775.0
1508,600000,"Marthaville, 14 Robin Villas, Palmerstown, Dublin 20",3,3,186.0,Dublin 20, Palmerstown,3226.0
1510,3800000,"66 Fitzwilliam Square North, Dublin 2",4,2,672.0,Dublin 2,66 Fitzwilliam Square North,5655.0
1511,520000,"13 Arran Quay Terrace, Smithfield, Dublin 7",3,1,96.0,Dublin 7, Smithfield,5417.0
1512,375000,"3 Seaview Court, Clontarf Road, Clontarf, Dublin 3",2,1,65.0,Dublin 3, Clontarf,5769.0
1513,270000,"Apartment 16, Walnut, Grattan Wood, Donaghmede, Dublin 13",2,2,53.0,Dublin 13, Donaghmede,5094.0
1514,625000,"11 Trimleston Drive, Booterstown, Co. Dublin",3,1,103.0,Blackrock, Booterstown,6068.0
1515,550000,"23 St. Enda's Drive, Rathfarnham, Dublin 14",3,2,110.0,Dublin 14, Rathfarnham,5000.0
1516,850000,"152 Avondale Road, Killiney, Co. Dublin",5,2,202.0,Glenageary, Killiney,4208.0
1517,995000,"5 Bulloch Harbour Dalkey, Dalkey, Co. Dublin",3,2,150.0,Glenageary, Dalkey,6633.0
1518,2350000,"4 Cambridge Terrace Ranelagh Dublin 6, Ranelagh, Dublin 6",5,4,257.0,Dublin 6, Ranelagh,9144.0
1519,450000,"Apt 43 Block F Milners Square, Santry, Dublin 9",3,2,120.0,Dublin 9, Santry,3750.0
1520,395000,"34 Comeragh Road, Drimnagh, Dublin 12",3,1,64.0,Dublin 12, Drimnagh,6172.0
1521,350000,"21 Saint Conleth's Road, Walkinstown, Walkinstown, Dublin 12",3,1,85.0,Dublin 12, Walkinstown,4118.0
1522,330000,"185 Clonard Road, Crumlin, Crumlin, Dublin 12",3,1,87.0,Dublin 12, Crumlin,3793.0
1523,200000,"27 Cherrywood Park, Clondalkin, Clondalkin, Dublin 22",2,1,49.0,Dublin 22, Clondalkin,4082.0
