,price,address,bedrooms,bathrooms,floor_area
30,"€250,000 ","Apartment 125 The Oval, Tullyvale, Cabinteely, Dublin 18",1 Bed,1 Bath,45 m²
31,"€475,000 ","6 O'Carolan Road, South Circular Road, Dublin 8",3 Bed,1 Bath,75 m²
32,"€330,000 ","59 Castlegrange Green, Clonee, Dublin 15",3 Bed,3 Bath,106 m²
33,"€6,750,000 ","Dungriffan, 2 Sydney Parade Avenue, Dublin 4",6 Bed,5 Bath,595 m²
34,"€415,000 ","33 Shantalla Road, Beaumont, Beaumont, Dublin 9",3 Bed,1 Bath,87 m²
35,"€450,000 ","16 Mountain View Drive, Churchtown, Dublin 14",3 Bed,1 Bath,80 m²
36,"€2,800,000 ","4 Willow Bank, Monkstown, Co. Dublin",6 Bed,3 Bath,341 m²
37,"€650,000 ","2 Saint Philomena's Road, Glasnevin, Glasnevin, Dublin 11",4 Bed,1 Bath,134 m²
38,"€945,000 ","44 Shrewsbury Park, Ballsbridge, Dublin 4",3 Bed,2 Bath,146 m²
39,"€350,000 ","51 Whitethorn Crescent, Palmerstown, Dublin 20",3 Bed,2 Bath,99 m²
40,"€3,950,000 ","106 Merrion Road Ballsbridge Dublin 4, Ballsbridge, Dublin 4",5 Bed,5 Bath,520 m²
41,"€545,000 ","33 Mount Drummond Avenue, Harold`s Cross, D6, Harold's Cross, Dublin 6",2 Bed,2 Bath,71 m²
42,"€1,895,000 ","Leeson Mews, 41 Leeson Place, Dublin 2",4 Bed,3 Bath,186 m²
43,"€360,000 ","Apartment 9 Sycamore House, Eaton Wood Square, Shankill, Dublin 18",2 Bed,2 Bath,65 m²
44,"€975,000 ","Residence 9, InterContinental Hotel, Ballsbridge, Dublin 4",1 Bed,2 Bath,115 m²
45,"€395,000 ","126 Oakton Park, Ballybrack, Co. Dublin",3 Bed,1 Bath,107 m²
46,"€435,000 ","Apartment 51, Shrewsbury Donnybrook Castle Stillorgan Road, Donnybrook, Dublin 4",2 Bed,2 Bath,64 m²
47,"€1,495,000 ","Sandyford House, Sandyford Road, Sandyford, Dublin 18",4 Bed,5 Bath,233 m²
48,"€595,000 ","93 Brookwood Avenue, Artane, Artane, Dublin 5",5 Bed,2 Bath,146 m²
49,"€950,000 ","Sea View, 50 Carrickbrack Hill, Sutton, Dublin 13",4 Bed,3 Bath,231 m²
50,"€1,150,000 ","1 New Park Road, Blackrock, Co. Dublin",6 Bed,3 Bath,260 m²
51,"€930,000 ","Sunnyside, 102 Clontarf Road, Clontarf, Dublin 3",4 Bed,1 Bath,126 m²
52,"€575,000 ","15 Danieli Drive, Artane, Artane, Dublin 5",4 Bed,3 Bath,124 m²
53,"€2,500,000 ","South Hill House, Merrion Park, Blackrock, Co. Dublin",9 Bed,6 Bath,561 m²
54,"€450,000 ","7 The Wood, Crinken Glen, Shankill, Dublin 18",3 Bed,1 Bath,87 m²
55,"€895,000 ","6 The Stiles Road, Clontarf, Clontarf, Dublin 3",4 Bed,2 Bath,135 m²
56,"€295,000 ","90 Rialto Cottages, Rialto, Rialto, Dublin 8",2 Bed,1 Bath,45 m²
57,"€350,000 ","19 Saint Samson's Square, Balgriffin, Dublin 13",3 Bed,3 Bath,102 m²
58,"€895,000 ","21 Carrickbrack Lawn, Sutton, Sutton, Dublin 13",4 Bed,2 Bath,180 m²
59,"€475,000 ","2 Mount Symon Rise, Clonsilla, Clonsilla, Dublin 15",4 Bed,3 Bath,118 m²
60,Price on Application ,"87 Haddington Road, Dublin 4",5 Bed,3 Bath,223 m²
61,"€240,000 ","Apartment 11 Marlfield Mall, Kiltipper Way, Tallaght, Dublin 24",3 Bed,2 Bath,87 m²
62,"€400,000 ","26 Saint Pappin Green, Ballymun, Glasnevin, Dublin 11",3 Bed,2 Bath,92 m²
63,"€1,700,000 ","Apartment 12, Glaunsharoon, Donnybrook, Dublin 4",3 Bed,3 Bath,161 m²
64,"€975,000 ","Dunamase, Dunamase, Old Frankfort, Dundrum Road, Dublin 14",4 Bed,4 Bath,175 m²
65,"€895,000 ","7 Hampton Park, Saint Helen's Wood, Booterstown, Co. Dublin",4 Bed,3 Bath,140 m²
66,"€1,100,000 ","Lohengrin, 13 Charleville, Churchtown, Dublin 14",5 Bed,3 Bath,170 m²
67,"€395,000 ","56 The Crescent, Carrickmines Manor, Carrickmines, Dublin 18",2 Bed,2 Bath,76 m²
68,"€795,000 ","3 Malone Gardens, Sandymount, Dublin 4",4 Bed,2 Bath,170 m²
69,"€590,000 ","Apartment 2 Block J, Hanover Riverside, Forbes Street, Grand Canal Dock, Dublin 2",3 Bed,3 Bath,97 m²
70,"€4,600,000 ","Baile An Mhota, Kerrymount Avenue, Foxrock, Dublin 18",6 Bed,6 Bath,539 m²
71,"€399,000 ","72 Shantalla Drive, Beaumont, Beaumont, Dublin 9",3 Bed,1 Bath,100 m²
72,"€595,000 ","3 St. Peter's Avenue, Phibsborough, Dublin 7",2 Bed,1 Bath,110 m²
73,"€370,000 ","70 Forestwood Avenue, Santry Avenue, Santry, Dublin 9",3 Bed,2 Bath,89 m²
74,"€995,000 ","66 Offington Lawn, Sutton, Sutton, Dublin 13",4 Bed,2 Bath,239 m²
75,"€599,000 ","10 Huxley Crescent, Cork Street, The Coombe, Dublin 8",4 Bed,3 Bath,125 m²
76,"€3,500,000 ","2 Bayswater Terrace, Sandycove, Co. Dublin",5 Bed,5 Bath,385 m²
77,"€545,000 ","Tonamo, 10 Munster Street, Dublin 7",5 Bed,2 Bath,176 m²
78,"€760,000 ","77 Ballintyre Grove, Ballinteer, Dublin 16",3 Bed,4 Bath,249 m²
79,"€2,475,000 ","Belgrave Lodge, 1 Belgrave Terrace, Monkstown, Co. Dublin",6 Bed,4 Bath,368 m²
80,"€305,000 ","Apartment 7, Valencia House, North Circular Road, Dublin 7",2 Bed,1 Bath,62 m²
81,"€345,000 ","11 Ardlea Road, Artane, Artane, Dublin 5",3 Bed,3 Bath,102 m²
82,"€240,000 ","19 Sundale Close, Tallaght, Dublin 24",3 Bed,1 Bath,81 m²
83,"€295,000 ","Apartment 4, Convent Lane, Dun Laoghaire, Co. Dublin",1 Bed,1 Bath,50 m²
84,"€450,000 ","Apartment 104 Belfield Park, Mount Merrion, Co. Dublin",2 Bed,1 Bath,70 m²
85,"€1,100,000 ","1 Cranford, Terenure Road West, Dublin 6W",5 Bed,3 Bath,204 m²
86,"€385,000 ","Apartment 49, Cloonlara Square, Phoenix Park Racecourse, Castleknock, Dublin 15",2 Bed,2 Bath,86 m²
87,"€1,350,000 ","74 Brighton Road, Rathgar, Rathgar, Dublin 6",3 Bed,1 Bath,162 m²
88,"€1,150,000 ","33 Mountpleasant Avenue Lower, Rathmines, Ranelagh, Dublin 6",3 Bed,2 Bath,186 m²
89,"€300,000 ","13 Deerpark Green, Kiltipper Road, Tallaght, Dublin 24",3 Bed,3 Bath,102 m²
90,"€295,000 ","97 Downpatrick Road, Crumlin, Crumlin, Dublin 12",3 Bed,1 Bath,78 m²
91,"€1,200,000 ","41 Pembroke Lane, Ballsbridge, Dublin 4",3 Bed,3 Bath,138 m²
92,"€235,000 ","15 Westend Gate, Tallaght, Dublin 24",2 Bed,2 Bath,67 m²
93,"€295,000 ","4 Rosedale Drive, Clonee, D15X0A8, Dublin 15",3 Bed,3 Bath,104 m²
94,"€325,000 ","134 The Belfry, Belarmine, Stepaside, Dublin 18",2 Bed,1 Bath,71 m²
95,"€650,000 ","78 Watson Park Killiney, Killiney, Co. Dublin",4 Bed,2 Bath,140 m²
96,"€335,000 ","50 Edenmore Crescent, Raheny, Dublin 5",3 Bed,1 Bath,85 m²
97,"€495,000 ","2 All Saints Road, Raheny, Dublin 5",3 Bed,1 Bath,76 m²
98,"€475,000 ","14 Woodbine Drive, Raheny, Dublin 5",3 Bed,1 Bath,93 m²
99,"€285,000 ","Apt 99, Block 1, The Watermill, Raheny, Dublin 5",2 Bed,2 Bath,60 m²
100,"€249,000 ","Apartment 14, Whatley Hall, Archerswood, Clonee, D15E3WF, Dublin 15",2 Bed,2 Bath,83 m²
101,"€249,000 ","36 Cherryfield Walk, Hartstown, D15Y5WX, Dublin 15",2 Bed,1 Bath,64 m²
102,"€750,000 ","16 Temple Hall, Mount St Annes, Milltown, Dublin 6",3 Bed,2 Bath,103 m²
103,"€875,000 ","15 Offington Drive, Sutton, Sutton, Dublin 13",5 Bed,2 Bath,164 m²
104,"€235,000 ","15 Westend Gate, Tallaght, Dublin 24",2 Bed,2 Bath,67 m²
105,"€495,000 ","61 Dowth Avenue, Cabra, Cabra, Dublin 7",3 Bed,2 Bath,74 m²
106,"€490,000 ","175 Collinswood, Collins Avenue, Dublin 9",3 Bed,3 Bath,89 m²
107,"€279,950 ","7 Hunters Green, Hunters Wood, Ballycullen, Dublin 16",2 Bed,2 Bath,80 m²
108,"€575,000 ","10 Fey Yerra, Leopardstown Road, Foxrock, Dublin 18",3 Bed,2 Bath,957 m²
109,"€349,000 ","35 St James Rd, Walkinstown, Dublin 12",3 Bed,2 Bath,120 m²
110,"€425,000 ","924 Sarto Lawn, Sutton, Dublin 13",3 Bed,1 Bath,96 m²
111,"€295,000 ","22 Liberty Court, Clanbrassil Street Lower, Dublin 8",1 Bed,1 Bath,54 m²
112,"€275,000 ","91 An Crannog, Rochestown Ave, Dun Laoghaire, Co. Dublin",2 Bed,1 Bath,64 m²
113,"€275,000 ","Apartment 3, 219 Clontarf Road, Clontarf, Dublin 3",1 Bed,1 Bath,44 m²
114,"€260,000 ","Apartment 31, Shackleton House, Archerswood, Clonee, Dublin 15",2 Bed,2 Bath,80 m²
115,"€230,000 ","Apartment 60, Deerpark Road, Kiltipper, Dublin 24",2 Bed,2 Bath,60 m²
116,"€280,000 ","14 Beau Park Mews, Clongriffin, Clongriffin, Dublin 13",2 Bed,1 Bath,57 m²
117,"€225,000 ","Apartment 20, Tallow Hall, Belgard Square, Dublin 24",2 Bed,2 Bath,78 m²
118,"€200,000 ","Apartment 13, Block A, The Tramyard, Inchicore, Dublin 8",1 Bed,1 Bath,41 m²
119,"€250,000 ","Apartment 189, The Spinnaker, Dublin 7",1 Bed,1 Bath,33 m²
120,"€420,000 ","44 Reuben Avenue, Rialto, Rialto, Dublin 8",2 Bed,1 Bath,87 m²
121,"€325,000 ","8 Clonmacnoise Road, Crumlin, Dublin 12",2 Bed,1 Bath,72 m²
122,"€245,000 ","1 The Iona, Prospect Hill, Finglas, D11X797, Dublin 11",2 Bed,2 Bath,75 m²
123,"€475,000 ","25 Linden Court, House 3, Grove Avenue, Blackrock, Co. Dublin",2 Bed,2 Bath,66 m²
124,"€795,000 ","119 Shrewsbury Park Ballsbridge Dublin 4, Ballsbridge, Dublin 4",3 Bed,2 Bath,128 m²
125,"€750,000 ","55 Grace Park Road, Drumcondra, Dublin 9",3 Bed,2 Bath,115 m²
126,"€260,000 ","63 Muskerry Road, Ballyfermot, Ballyfermot, Dublin 10",2 Bed,1 Bath,56 m²
127,"€650,000 ","8 Woodley Road, Dun Laoghaire, Co. Dublin",3 Bed,1 Bath,148 m²
128,"€240,000 ","14 Allendale Green, Clonee, D15 Y5PD, Dublin 15",4 Bed,3 Bath,121 m²
129,"€350,000 ","8 Riversdale Grove, Terenure, D6W TD21, Dublin 6W",3 Bed,1 Bath,105 m²
130,"€195,000 ","18 The Gables, Clondalkin, D22 YD77, Dublin 22",2 Bed,1 Bath,54 m²
131,"€465,000 ","13 Heather Drive, Rathfarnham, Dublin 16",3 Bed,1 Bath,85 m²
132,"€775,000 ","142 Foxrock Park, Foxrock, Dublin 18",4 Bed,1 Bath,154 m²
133,"€220,000 ","24 Amberwood, Mulhuddart, Mulhuddart, Dublin 15",1 Bed,1 Bath,51 m²
134,"€359,000 ","23 Ballintyre Demesne, Ballinteer, Dublin 16",2 Bed,2 Bath,72 m²
135,"€340,000 ","9 Stonecroft, Shanganagh Road, Killiney, Co. Dublin",2 Bed,2 Bath,62 m²
136,"€4,250,000 ","23 Clyde Road, Ballsbridge, Dublin 4",5 Bed,4 Bath,602 m²
137,"€340,000 ","30 Whitechurch View, Rathfarnham, Dublin 16",3 Bed,1 Bath,78 m²
138,"€397,000 ","14 Harbour Court, George's Place, Dun Laoghaire, Co. Dublin",2 Bed,2 Bath,72 m²
139,"€425,000 ","14 Saint Domhnach's Well, Sutton, Sutton, Dublin 13",2 Bed,1 Bath,69 m²
140,"€285,000 ","Apartment 97 The Crannog, Granitefield Manor , Rochestown Avenue, Dun Laoghaire, Co. Dublin",2 Bed,2 Bath,70 m²
141,"€360,000 ","41 Meadowland Avenue, Mounttown, Dun Laoghaire, Co. Dublin",3 Bed,1 Bath,85 m²
142,"€485,000 ","11 Margaret Place, Bath Avenue, Sandymount, Dublin 4",3 Bed,1 Bath,80 m²
143,"€315,000 ","16 Warrenstown Close, Blanchardstown, Blanchardstown, Dublin 15",3 Bed,3 Bath,93 m²
144,"€439,000 ","12 Church View, Clondalkin, Dublin 22",4 Bed,2 Bath,127 m²
145,"€215,000 ","Apartment 18 Deerpark Place, Kiltipper, Dublin 24",2 Bed,2 Bath,60 m²
146,"€250,000 ","27 Malton House, Custom House Square, IFSC, Dublin 1",1 Bed,1 Bath,40 m²
147,"€345,000 ","Apartment 157, Hampton Square, Dublin 7",2 Bed,2 Bath,68 m²
148,"€635,000 ","6 Obelisk Grove, St Augustines Park, Blackrock, Co. Dublin",3 Bed,3 Bath,92 m²
149,"€260,000 ","84 Trinity Square, Townsend Street, Dublin 2",1 Bed,1 Bath,50 m²
150,"€189,000 ","30 Thornfield Square, Clondalkin, Dublin 22",2 Bed,2 Bath,67 m²
151,"€775,000 ","18 Glencairn Park, The Gallops, Leopardstown, Dublin 18",4 Bed,3 Bath,153 m²
152,"€299,950 ","25 Edenmore Crescent, Raheny, Dublin 5",3 Bed,1 Bath,80 m²
153,"€695,000 ","1 Drummartin Crescent, Goatstown, Dublin 14",3 Bed,2 Bath,124 m²
154,"€450,000 ","4 Saint Margaret's Terrace, The Coombe, Dublin 8",2 Bed,2 Bath,81 m²
155,"€1,400,000 ","42 Beechpark Avenue, Castleknock, Dublin 15",4 Bed,2 Bath,130 m²
156,"€360,000 ","Apartment 409, The Cubes 3, Beacon South Quarter, Sandyford, Dublin 18",2 Bed,2 Bath,68 m²
157,"€800,000 ","Preston House, 3 Preston Street, Dublin 1",7 Bed,7 Bath,200 m²
158,"€595,000 ","1 Block 1, Clarion Quay, Excise Walk, IFSC, Co. Dublin",3 Bed,2 Bath,95 m²
159,"€295,000 ","62 Goldenbridge Avenue, Inchicore, Inchicore, Dublin 8",2 Bed,2 Bath,80 m²
160,"€265,000 ","Apartment 23, The Hardwicke, Smithfield, Dublin 1",2 Bed,1 Bath,77 m²
161,"€240,000 ","51 Casement Drive, Finglas, D11 E6X0, Dublin 11",2 Bed,1 Bath,90 m²
162,"€2,250,000 ","39 St Kevins Park, Dartry, Dublin 6",5 Bed,4 Bath,277 m²
163,"€295,000 ","10 Manorfields Green, Clonee, Dublin 15",2 Bed,1 Bath,71 m²
164,"€475,000 ","19 Beverly Lawns Knocklyon Dublin 16, Knocklyon, Dublin 16",3 Bed,2 Bath,84 m²
165,"€325,000 ","111 Fairview Close, Richmond Avenue, Fairview, Dublin 3",2 Bed,2 Bath,72 m²
166,"€350,000 ","1A Holycross Avenue, Drumcondra, Dublin 3",2 Bed,1 Bath,51 m²
167,"€385,000 ","21 Red Arches Drive, The Coast, Baldoyle, Dublin 13",3 Bed,3 Bath,111 m²
168,"€260,000 ","35 Aran Court, Waterville, Blanchardstown, Dublin 15",2 Bed,2 Bath,81 m²
169,"€249,950 ","Apartment 114, Premier Square, Finglas, Dublin 11",2 Bed,2 Bath,68 m²
170,"€450,000 ","121 Grattan Lodge, Hole In The Wall Road, Donaghmede, Dublin 13",4 Bed,2 Bath,125 m²
171,"€495,000 ","274A Glasnevin Avenue, Glasnevin, Dublin 11",4 Bed,3 Bath,111 m²
172,"€320,000 ","Apartment 6, Liberty Court Apartments, Dublin 8",2 Bed,2 Bath,65 m²
173,"€470,000 ","21 Clanranald Road, Donnycarney, Dublin 5",3 Bed,1 Bath,84 m²
174,"€435,000 ","11 Chapelwood View, Hollystown, Dublin 15",4 Bed,3 Bath,125 m²
175,"€440,000 ","16 Richmond Estate, Fairview, Fairview, Dublin 3",3 Bed,2 Bath,116 m²
176,"€250,000 ","10 The Spinnaker, Aran Quay, Smithfield, Dublin 7",1 Bed,1 Bath,54 m²
177,"€485,000 ","7 Loreto Avenue, Rathfarnham, Rathfarnham, Dublin 14",3 Bed,1 Bath,89 m²
178,"€250,000 ","46 Virginia Hall, Tallaght, Dublin 24",2 Bed,2 Bath,69 m²
179,"€450,000 ","43 Lorcan Villas, Beaumont, Dublin 9",3 Bed,2 Bath,110 m²
180,"€1,295,000 ","9 Corrig Avenue, Dun Laoghaire, Co. Dublin",4 Bed,3 Bath,335 m²
181,"€340,000 ","Apartment 222, The Elms, Carrington, Santry, Dublin 9",2 Bed,2 Bath,70 m²
182,"€595,000 ","56 Bayview Avenue, North Strand, North Strand, Dublin 3",4 Bed,2 Bath,134 m²
183,"€375,000 ","Apartment 13, Sorrell Hall, Ticknock Avenue, Ticknock Hill, Sandyford, Dublin 18",2 Bed,2 Bath,83 m²
184,"€375,000 ","Apartment 26, Crosbie House, Northbrook Avenue, Ranelagh, Dublin 6",2 Bed,1 Bath,52 m²
185,"€595,000 ","56 Ballinteer Crescent, Ballinteer, Dublin 16",3 Bed,1 Bath,95 m²
186,"€395,000 ","153 Park Drive Avenue, Castleknock, Dublin 15",2 Bed,1 Bath,62 m²
187,"€1,395,000 ","52 Booterstown Avenue Booterstown, Booterstown, Co. Dublin",4 Bed,2 Bath,233 m²
188,"€970,000 ","1 Abbey Street, Howth, Dublin 13",5 Bed,3 Bath,197 m²
189,"€395,000 ","20 Mulvey Park, Dundrum, Dundrum, Dublin 14",3 Bed,2 Bath,80 m²
190,"€385,000 ","106 Chanel Road, Artane, Artane, Dublin 5",3 Bed,1 Bath,100 m²
191,"€275,000 ","8 Kilbarron Drive, Kilmore, Kilmore, Dublin 5",3 Bed,1 Bath,73 m²
192,"€275,000 ","6 Castlegrange Road, Clondalkin, Clondalkin, Dublin 22",3 Bed,2 Bath,75 m²
193,"€385,000 ","18 Forest Lawn, Kingswood, Tallaght, D24 DHP9, Dublin 24",3 Bed,1 Bath,83 m²
194,"€350,000 ","115 Walsh Road, Drumcondra, Drumcondra, Dublin 3",2 Bed,2 Bath,70 m²
195,"€295,000 ","Apartment 33, Shanagarry, Milltown, Dublin 6",1 Bed,1 Bath,38 m²
196,"€299,950 ","Apartment 13, Block 1, Parklands, Santry, Dublin 9",2 Bed,2 Bath,62 m²
197,"€450,000 ","32 Pearse Brothers Park, Rathfarnham, Dublin 16",4 Bed,1 Bath,84 m²
198,"€445,000 ","17 Temple Court, Palatine Square, Stoneybatter, Dublin 7",2 Bed,1 Bath,67 m²
199,"€500,000 ","148 Mulvey Park, Dundrum, Dundrum, Dublin 14",3 Bed,2 Bath,90 m²
200,"€235,000 ","48 Myrtle House, Longfield Road, The Coast, Baldoyle, Dublin 13",1 Bed,2 Bath,59 m²
201,"€295,000 ","68 Stonebridge Road, Clonsilla, Clonsilla, Dublin 15",3 Bed,1 Bath,85 m²
202,"€625,000 ","Woodburn Cottage, Ballinclea Road, Killiney, Co. Dublin",2 Bed,2 Bath,91 m²
203,"€320,000 ","16 The Court, Kingswood Heights, Tallaght, D24VYR2, Dublin 24",3 Bed,1 Bath,69 m²
204,"€399,000 ","19 Saint Laurence Grove, Chapelizod, Chapelizod, Dublin 20",3 Bed,1 Bath,77 m²
205,"€395,000 ","59 Clancarthy Road, Donnycarney, Donnycarney, Dublin 5",2 Bed,1 Bath,82 m²
206,"€439,950 ","136 Gleann Na Ri, Druid Valley, Cabinteely, Dublin 18",3 Bed,4 Bath,126 m²
207,"€260,000 ","2 The Courtyard, Clonsilla, Dublin 15",2 Bed,2 Bath,72 m²
208,"€450,000 ","Apartment 6, Hawthorn House, The Walk, Carrickmines, Dublin 18",2 Bed,2 Bath,86 m²
209,"€675,000 ","65 Watson Drive, Killiney, Co. Dublin",4 Bed,2 Bath,136 m²
210,"€395,000 ","3 Rathmines Wood, Rathmines, Dublin 6",2 Bed,2 Bath,68 m²
211,"€275,000 ","43 Rossmore Road, Ballyfermot, Ballyfermot, Dublin 10",2 Bed,1 Bath,60 m²
212,"€395,000 ","Carrig Hill, 44 Cowper Village, Rathmines, Dublin 6",2 Bed,1 Bath,53 m²
213,"€259,000 ","1 Spiddal Park, Ballyfermot, Ballyfermot, Dublin 10",3 Bed,1 Bath,69 m²
214,"€795,000 ","109 Greenlea Road, Terenure, Dublin 6W",3 Bed,1 Bath,129 m²
215,"€395,000 ","79 Chapelgate, St Alphonsus Road, Drumcondra, Dublin 9",2 Bed,1 Bath,82 m²
216,"€345,000 ","32 Oakcourt Lawn, Palmerstown, Dublin 20",2 Bed,2 Bath,80 m²
217,"€315,000 ","41 Latchford Close, Castaheany, Clonee, Dublin 15",2 Bed,3 Bath,94 m²
218,"€695,000 ","48 Marian Road Rathfarnham Dublin 14, Rathfarnham, Dublin 14",4 Bed,2 Bath,139 m²
219,"€485,000 ","15 Limekiln Road, Manor Estate, Dublin 12",3 Bed,1 Bath,114 m²
220,"€270,000 ","20 Friarsland Crecent, Clonskeagh, Dublin 14",1 Bed,1 Bath,53 m²
221,"€1,750,000 ","133 Strand Road, Sandymount, Dublin 4",4 Bed,2 Bath,219 m²
222,"€550,000 ","Apt. 53 Salthill Monkstown, Monkstown, Co. Dublin",2 Bed,1 Bath,55 m²
223,"€220,000 ","3 Marlfield Terrace, Tallaght, Tallaght, Dublin 24",2 Bed,1 Bath,58 m²
224,"€550,000 ","Apartment 502, Longboat Quay South, Grand Canal Dock, Dublin 2",3 Bed,2 Bath,87 m²
225,"€1,675,000 ","Glencar, Kilteragh Drive, Foxrock, Dublin 18",5 Bed,3 Bath,330 m²
226,"€634,950 ","51 Cabinteely Avenue, Cabinteely, Cabinteely, Dublin 18",3 Bed,2 Bath,111 m²
227,"€499,500 ","Apartment 6, Mount Prospect House, Clontarf, Dublin 3",2 Bed,1 Bath,77 m²
228,"€265,000 ","76 Seagrave Drive, Finglas, D11PR68, Dublin 11",3 Bed,3 Bath,126 m²
229,"€325,000 ","30 Cairnwood Court, Belgard, Tallaght, D24 C9C9, Dublin 24",3 Bed,1 Bath,80 m²
230,"€165,000 ","35 North Street, Ongar Village, Ongar, Dublin 15",1 Bed,1 Bath,48 m²
231,"€595,000 ","Apartment 13, Rockwell Cove, Blackrock, Co. Dublin",2 Bed,1 Bath,78 m²
232,"€225,000 ","Apartment 52, The Plaza, Ballymun, Dublin 9",2 Bed,2 Bath,76 m²
233,"€1,700,000 ","2 Linden Fields Grove Avenue Blackrock, Blackrock, Co. Dublin",5 Bed,5 Bath,255 m²
234,"€295,000 ","37 Alderwood Park, Tallaght, Dublin 24",3 Bed,1 Bath,95 m²
235,"€425,000 ","4 Templeview Close, Clarehall, Dublin 13",3 Bed,2 Bath,91 m²
236,"€270,000 ","29 Hampton Wood Park, Finglas, Dublin 11",2 Bed,2 Bath,75 m²
237,"€375,000 ","102 Caledon Road, East Wall, D03DA32, Dublin 3",2 Bed,1 Bath,74 m²
238,"€285,000 ","Apartment 51, Pier 19, Dublin 8",2 Bed,1 Bath,49 m²
239,"€235,000 ","Apartment 13, Belvedere Court, Dublin 1",1 Bed,1 Bath,41 m²
240,"€270,000 ","Apartment 104, Premier Square, Dublin 11",2 Bed,2 Bath,70 m²
241,"€350,000 ","Apartment 64, Phoenix, Riverpark Apartments, Islandbridge, Dublin 8",2 Bed,1 Bath,54 m²
242,"€395,000 ","8 Greenwood Way, Blunden Drive, Dublin 13",3 Bed,2 Bath,93 m²
243,"€550,000 ","Apartment 42, The Waterfront, Grand Canal Dock, Dublin 2",2 Bed,2 Bath,80 m²
244,"€225,000 ","7 Clareville House, Harold's Cross Road, Harold's Cross, Dublin 6",1 Bed,1 Bath,39 m²
245,"€498,000 ","140 Bushy Park House, Terenure, Dublin 6W",2 Bed,2 Bath,78 m²
246,"€355,000 ","20 Hastings Street, Ringsend, Dublin 4",2 Bed,1 Bath,65 m²
247,"€495,000 ","117 Rockfield Avenue, Perrystown, Dublin 12",3 Bed,1 Bath,94 m²
248,"€540,000 ","Apartment 13, Kelston Hall, Kelston View, Foxrock, Dublin 18",2 Bed,2 Bath,101 m²
249,"€625,000 ","197 Apples Road, Wedgewood, Sandyford, Dublin 18",3 Bed,2 Bath,115 m²
