,price,address,bedrooms,bathrooms,floor_area
18,"€435,000 ","Apartment 1, House 5, Linden Square, Blackrock, Co. Dublin",2 Bed,2 Bath,79 m²
19,"€485,000 ","11 Reuben Avenue, Rialto, Rialto, Dublin 8",2 Bed,1 Bath,90 m²
20,"€1,975,000 ","Chipton, 25 Ailesbury Park, Ballsbridge, Dublin 4",5 Bed,2 Bath,285 m²
21,"€795,000 ","37 Dollymount Park, Clontarf, Clontarf, Dublin 3",3 Bed,3 Bath,138 m²
22,"€245,000 ","4 Linnetfields Park, Clonee, Dublin 15",2 Bed,1 Bath,73 m²
23,"€1,695,000 ","54 Palmerston Road, Rathmines, Rathmines, Dublin 6",6 Bed,3 Bath,255 m²
24,"€585,000 ","1 Vale View Avenue, Cabinteely, Dublin 18",4 Bed,2 Bath,132 m²
25,"€365,000 ","115 Sycamore Road, Finglas, Finglas, Dublin 11",3 Bed,1 Bath,110 m²
26,"€345,000 ","Apartment 49 Reuben Square, Block B, Reuben Street, South City Centre, Dublin 8",2 Bed,1 Bath,69 m²
27,"€375,000 ","46 Littlepace Woods, Clonee, Clonee, Dublin 15",3 Bed,2 Bath,96 m²
28,"€495,000 ","126 Brandon Square, Waterville, Blanchardstown, Dublin 15",5 Bed,5 Bath,185 m²
29,"€475,000 ","6 O'Carolan Road, South Circular Road, Dublin 8",3 Bed,1 Bath,75 m²
30,"€6,750,000 ","Dungriffan, 2 Sydney Parade Avenue, Dublin 4",6 Bed,5 Bath,595 m²
31,"€415,000 ","33 Shantalla Road, Beaumont, Beaumont, Dublin 9",3 Bed,1 Bath,87 m²
32,"€450,000 ","16 Mountain View Drive, Churchtown, Dublin 14",3 Bed,1 Bath,80 m²
33,"€2,800,000 ","4 Willow Bank, Monkstown, Co. Dublin",6 Bed,3 Bath,341 m²
34,"€650,000 ","2 Saint Philomena's Road, Glasnevin, Glasnevin, Dublin 11",4 Bed,1 Bath,134 m²
35,"€945,000 ","44 Shrewsbury Park, Ballsbridge, Dublin 4",3 Bed,2 Bath,146 m²
36,"€350,000 ","51 Whitethorn Crescent, Palmerstown, Dublin 20",3 Bed,2 Bath,99 m²
37,"€3,950,000 ","106 Merrion Road Ballsbridge Dublin 4, Ballsbridge, Dublin 4",5 Bed,5 Bath,520 m²
38,"€545,000 ","33 Mount Drummond Avenue, Harold`s Cross, D6, Harold's Cross, Dublin 6",2 Bed,2 Bath,71 m²
39,"€1,895,000 ","Leeson Mews, 41 Leeson Place, Dublin 2",4 Bed,3 Bath,186 m²
40,"€360,000 ","Apartment 9 Sycamore House, Eaton Wood Square, Shankill, Dublin 18",2 Bed,2 Bath,65 m²
41,"€975,000 ","Residence 9, InterContinental Hotel, Ballsbridge, Dublin 4",1 Bed,2 Bath,115 m²
42,"€435,000 ","Apartment 51, Shrewsbury Donnybrook Castle Stillorgan Road, Donnybrook, Dublin 4",2 Bed,2 Bath,64 m²
43,"€1,495,000 ","Sandyford House, Sandyford Road, Sandyford, Dublin 18",4 Bed,5 Bath,233 m²
44,"€950,000 ","Sea View, 50 Carrickbrack Hill, Sutton, Dublin 13",4 Bed,3 Bath,231 m²
45,"€930,000 ","Sunnyside, 102 Clontarf Road, Clontarf, Dublin 3",4 Bed,1 Bath,126 m²
46,"€2,500,000 ","South Hill House, Merrion Park, Blackrock, Co. Dublin",9 Bed,6 Bath,561 m²
47,"€575,000 ","15 Danieli Drive, Artane, Artane, Dublin 5",4 Bed,3 Bath,124 m²
48,"€295,000 ","90 Rialto Cottages, Rialto, Rialto, Dublin 8",2 Bed,1 Bath,45 m²
49,"€895,000 ","6 The Stiles Road, Clontarf, Clontarf, Dublin 3",4 Bed,2 Bath,135 m²
50,"€350,000 ","19 Saint Samson's Square, Balgriffin, Dublin 13",3 Bed,3 Bath,102 m²
51,"€895,000 ","21 Carrickbrack Lawn, Sutton, Sutton, Dublin 13",4 Bed,2 Bath,180 m²
52,"€475,000 ","2 Mount Symon Rise, Clonsilla, Clonsilla, Dublin 15",4 Bed,3 Bath,118 m²
53,Price on Application ,"87 Haddington Road, Dublin 4",5 Bed,3 Bath,223 m²
54,"€275,000 ","Apartment 11 Marlfield Mall, Kiltipper Way, Tallaght, Dublin 24",3 Bed,2 Bath,87 m²
55,"€1,700,000 ","Apartment 12, Glaunsharoon, Donnybrook, Dublin 4",3 Bed,3 Bath,161 m²
56,"€895,000 ","7 Hampton Park, Saint Helen's Wood, Booterstown, Co. Dublin",4 Bed,3 Bath,140 m²
57,"€975,000 ","Dunamase, Dunamase, Old Frankfort, Dundrum Road, Dublin 14",4 Bed,4 Bath,175 m²
58,"€1,100,000 ","Lohengrin, 13 Charleville, Churchtown, Dublin 14",5 Bed,3 Bath,170 m²
59,"€395,000 ","56 The Crescent, Carrickmines Manor, Carrickmines, Dublin 18",2 Bed,2 Bath,76 m²
60,"€795,000 ","3 Malone Gardens, Sandymount, Dublin 4",4 Bed,2 Bath,170 m²
61,"€590,000 ","Apartment 2 Block J, Hanover Riverside, Forbes Street, Grand Canal Dock, Dublin 2",3 Bed,3 Bath,97 m²
62,"€399,000 ","72 Shantalla Drive, Beaumont, Beaumont, Dublin 9",3 Bed,1 Bath,100 m²
63,"€595,000 ","3 St. Peter's Avenue, Phibsborough, Dublin 7",2 Bed,1 Bath,110 m²
64,"€370,000 ","70 Forestwood Avenue, Santry Avenue, Santry, Dublin 9",3 Bed,2 Bath,89 m²
65,"€995,000 ","66 Offington Lawn, Sutton, Sutton, Dublin 13",4 Bed,2 Bath,239 m²
66,"€599,000 ","10 Huxley Crescent, Cork Street, The Coombe, Dublin 8",4 Bed,3 Bath,125 m²
67,"€760,000 ","77 Ballintyre Grove, Ballinteer, Dublin 16",3 Bed,4 Bath,249 m²
68,"€495,000 ","36 Glenbourne Road, Leopardstown Valley, Leopardstown, Dublin 18",3 Bed,3 Bath,95 m²
69,"€435,000 ","Apartment 5, Hazelbrook, Dublin 14",2 Bed,2 Bath,79 m²
70,"€350,000 ","46 The William Bligh, The Gasworks, Ringsend, Dublin 4",1 Bed,1 Bath,54 m²
71,"€250,000 ","8 St. Johns Close, Clondalkin, D22X2A2, Dublin 22",2 Bed,1 Bath,58 m²
72,"€250,000 ","227 Landen Road, Ballyfermot, Ballyfermot, Dublin 10",2 Bed,1 Bath,62 m²
73,"€289,950 ","38 Melville Park, Finglas, Dublin 11",3 Bed,3 Bath,117 m²
74,"€345,000 ","11C Blessington Lane, Phibsborough, Dublin 7",1 Bed,1 Bath,66 m²
75,"€385,000 ","Apartment 40, The Willow, Dundrum, Dublin 14",2 Bed,2 Bath,72 m²
76,"€595,000 ","Subiaco, 28C Stable Lane Mews, Monkstown, Co. Dublin",2 Bed,1 Bath,92 m²
77,"€235,000 ","36 Sheepmoor Avenue, Blanchardstown, Blanchardstown, Dublin 15",3 Bed,2 Bath,101 m²
78,"€625,000 ","39 Patrick Street, Dun Laoghaire, Co. Dublin",2 Bed,2 Bath,80 m²
79,"€580,000 ","40 Ennafort Road, Raheny, Dublin 5",3 Bed,1 Bath,95 m²
80,"€3,500,000 ","30 Waltham Terrace Blackrock, Blackrock, Co. Dublin",5 Bed,2 Bath,330 m²
81,"€260,000 ","5 Swiftbrook Drive, Tallaght, Tallaght, Dublin 24",3 Bed,2 Bath,85 m²
82,"€265,000 ","Apartment 12, Burnell Square, Malahide Road, Northern Cross",2 Bed,2 Bath,69 m²
83,"€800,000 ","3, 51 Powerscourt, Off Mount Street Crescent, Dublin 2",3 Bed,3 Bath,118 m²
84,"€875,000 ","11 Coulson Avenue, Rathgar, Rathgar, Dublin 6",4 Bed,1 Bath,130 m²
85,"€455,000 ","Apartment C, The Granary, Dublin 8",2 Bed,2 Bath,96 m²
86,"€440,000 ","7 Moyclare Avenue, Baldoyle, Baldoyle, Dublin 13",3 Bed,2 Bath,81 m²
87,"€465,000 ","84 Harcourt Green, Charlemont Street, Dublin 2",2 Bed,2 Bath,65 m²
88,"€600,000 ","12 Tara Hill Grove, Rathfarnham, Dublin 14",2 Bed,2 Bath,122 m²
89,"€550,000 ","31 Belarmine View, Stepaside, Dublin 18",3 Bed,3 Bath,110 m²
90,"€230,000 ","55 Mayeston Square, Finglas, D11HN63, Dublin 11",2 Bed,2 Bath,72 m²
91,"€795,000 ","420 Howth Road, Raheny, Dublin 5",3 Bed,2 Bath,126 m²
92,"€230,000 ","53 Sandyhill Gardens, Ballymun, Ballymun, Dublin 9",4 Bed,2 Bath,90 m²
93,"€530,000 ","Apartment 30, Castle Gate, Dublin 2",2 Bed,2 Bath,75 m²
94,"€975,000 ","5 Friarsland, Roebuck Road, Clonskeagh, Dublin 14",5 Bed,5 Bath,175 m²
95,"€294,950 ","4 Corrig House, Corrig Avenue, Dun Laoghaire, Co. Dublin",1 Bed,1 Bath,47 m²
96,"€265,000 ","190 Le Fanu Road, Ballyfermot, Ballyfermot, Dublin 10",3 Bed,1 Bath,89 m²
97,"€335,000 ","Apartment 8, Rathborne Court, Ashtown, Dublin 15",2 Bed,2 Bath,81 m²
98,"€445,000 ","63 McCabe Villas, Booterstown, Co. Dublin",2 Bed,1 Bath,68 m²
99,"€1,195,000 ","97B Highfield Park, Dundrum, Dundrum, Dublin 14",3 Bed,2 Bath,180 m²
100,"€395,000 ","49 Killakee Avenue, Firhouse, Dublin 24",3 Bed,1 Bath,84 m²
101,"€550,000 ","130 Dorney Court, Shankill, Dublin 18",3 Bed,2 Bath,102 m²
102,"€425,000 ","6 Russell Avenue, Drumcondra, Drumcondra, Dublin 3",4 Bed,4 Bath,80 m²
103,"€369,000 ","9 Heather Grove, Palmerstown Dublin20, D20HT32, Palmerstown, Dublin 20",3 Bed,1 Bath,83 m²
104,"€335,000 ","Apartment 227, The Camden, Dublin 4",1 Bed,1 Bath,46 m²
105,"€275,000 ","Apartment 24 Swift Hall, The Coombe, Dublin 8",1 Bed,1 Bath,41 m²
106,"€494,950 ","18 Beechwood Lawn, Glenageary, Co. Dublin",3 Bed,1 Bath,85 m²
107,"€725,000 ","45 Stillorgan Wood, Stillorgan, Co. Dublin",4 Bed,3 Bath,155 m²
108,"€295,000 ","44 Old, Kilmainham, Dublin 8",2 Bed,1 Bath,70 m²
109,"€750,000 ","The Townhouse, 3 Taney Park, Dundrum, Dublin 14",3 Bed,4 Bath,168 m²
110,"€495,000 ","14 Saint Lawrence Terrace, Howth, Dublin 13",2 Bed,1 Bath,55 m²
111,"€395,000 ","4 Forest Avenue, Kingswood Heights, Tallaght, D24 E27T, Dublin 24",3 Bed,2 Bath,100 m²
112,"€1,100,000 ","31 Stillorgan Park, Blackrock, Co. Dublin",4 Bed,3 Bath,156 m²
113,"€260,000 ","291 Palmerstown Woods, Clondalkin, Clondalkin, Dublin 22",3 Bed,1 Bath,90 m²
114,"€785,000 ","23 Glenageary Park, Glenageary, Co. Dublin",5 Bed,1 Bath,131 m²
115,"€395,000 ","23 Whitechurch View, Rathfarnham, Dublin 16",3 Bed,2 Bath,105 m²
116,"€497,500 ","93 Scholarstown Park, Rathfarnham, Rathfarnham, Dublin 14",3 Bed,1 Bath,89 m²
117,"€795,000 ","4 Northumberland Avenue, Dun Laoghaire, Co. Dublin",4 Bed,3 Bath,171 m²
118,"€799,950 ","22 Thomastown Road, Glenageary, Co. Dublin",4 Bed,4 Bath,256 m²
119,"€395,000 ","22 The Telford Building, Heuston South Quarter, St John Road West, Dublin 8",2 Bed,3 Bath,85 m²
120,"€495,000 ","Apt 53 Smithfield Market, Block A, Smithfield, Dublin 1",3 Bed,2 Bath,83 m²
121,"€260,000 ","41 The Green, Larch Hill, Santry, Dublin 9",2 Bed,1 Bath,71 m²
122,"€650,000 ","82 Sutton Park, Sutton, Dublin 13",4 Bed,2 Bath,144 m²
123,"€1,650,000 ","St Josephs, 10 Belgrove Road, Clontarf, Dublin 3",5 Bed,2 Bath,198 m²
124,"€289,950 ","11 Newlands Manor Park, Clondalkin, Clondalkin, Dublin 22",3 Bed,3 Bath,109 m²
125,"€225,000 ","31 Block A, The Maltings, Dublin 8",1 Bed,1 Bath,45 m²
126,"€340,000 ","10 Pinebrook Downs, Clonsilla, Dublin 15",3 Bed,1 Bath,75 m²
127,"€249,950 ","Apartment 66, Premier Square, Finglas, Dublin 11",2 Bed,2 Bath,66 m²
128,"€275,000 ","Apartment 72, Dakota Court, Royal Canal Bank, Dublin 7",1 Bed,1 Bath,58 m²
129,"€395,000 ","21 Kirkwood, Park Avenue, Sandymount, Dublin 4",2 Bed,1 Bath,64 m²
130,"€795,000 ","65 Shrewsbury Park, Ballsbridge, Ballsbridge, Dublin 4",3 Bed,3 Bath,130 m²
131,"€460,000 ","37 Aikenhead Terrace, Stella Gardens, Dublin 4",3 Bed,1 Bath,79 m²
132,"€425,000 ","16 Mount Argus Crescent, Harold's Cross, Dublin 6W",2 Bed,1 Bath,61 m²
133,"€1,450,000 ","13 Victoria Road, Rathgar, Dublin 6",4 Bed,3 Bath,200 m²
134,"€750,000 ","14 Richmond Park, Monkstown, Co. Dublin",3 Bed,1 Bath,100 m²
135,"€375,000 ","28 Olivemount Road, Dublin 14",3 Bed,2 Bath,95 m²
136,"€1,395,000 ","Kincade, Shielmartin Road, Sutton, Dublin 13",4 Bed,5 Bath,226 m²
137,"€298,000 ","105 Parkgate Place, Parkgate Street, Islandbridge, Dublin 8",1 Bed,1 Bath,50 m²
138,"€325,000 ","End Cottage, 544 Ballymount Road Lower, Walkinstown, Dublin 12",3 Bed,1 Bath,85 m²
139,"€795,000 ","Malta, 1 Fonthill Road, Rathfarnham, Dublin 14",5 Bed,2 Bath,144 m²
140,"€775,000 ","15 Beechwood Court, Stillorgan, Blackrock, Co. Dublin",4 Bed,3 Bath,152 m²
141,"€295,000 ","12 Thomas Davis Street West, Inchicore, D08R3HE, Dublin 8",2 Bed,1 Bath,55 m²
142,"€225,000 ","Apartment 20, College Court, Dublin 8",1 Bed,1 Bath,46 m²
143,"€475,000 ","Apartment 80, The Clayton, The Gasworks, Dublin 4",3 Bed,1 Bath,71 m²
144,"€215,000 ","83 Decies Road, Ballyfermot, Dublin 10",2 Bed,1 Bath,60 m²
145,"€1,675,000 ","18 Garville Road, Rathgar, Dublin 6",4 Bed,3 Bath,218 m²
146,"€495,000 ","22 Wood Dale Green, Ballycullen, Dublin 24",4 Bed,3 Bath,121 m²
147,"€335,000 ","12 Lein Park, Artane, Dublin 5",2 Bed,1 Bath,80 m²
148,"€415,000 ","15 Killiney Hill Park, Killiney, Co. Dublin",2 Bed,2 Bath,70 m²
149,"€645,000 ","Anacapri, 37 Sweetmount Park, Dublin 14",4 Bed,2 Bath,105 m²
150,"€425,000 ","87 Red Arches Road, The Coast, Baldoyle, Dublin 13",4 Bed,3 Bath,145 m²
151,"€320,000 ","66 Stonebridge Avenue, Clonsilla, Dublin 15",3 Bed,1 Bath,80 m²
152,"€320,000 ","Apartment 6, Brock Hall, Dun Laoghaire, Co. Dublin",1 Bed,1 Bath,52 m²
153,"€550,000 ","37 Ballinteer Drive, Dundrum, Dublin 14",3 Bed,1 Bath,110 m²
154,"€450,000 ","22 Leinster Avenue, North Strand, North Strand, Dublin 3",2 Bed,1 Bath,72 m²
155,"€700,000 ","21 Elmpark Avenue, Ranelagh, Ranelagh, Dublin 6",3 Bed,1 Bath,104 m²
156,"€775,000 ","2B Foxfield Park, Raheny, Raheny, Dublin 5",4 Bed,4 Bath,162 m²
157,"€295,000 ","6 Main Street, Ongar Village, Ongar, Dublin 15",3 Bed,3 Bath,138 m²
158,"€325,000 ","27 Saint Michaels Terrace, Blackpitts, Dublin 8",2 Bed,1 Bath,47 m²
159,"€320,000 ","Apartment 71 The Strand 149 North Strand Road, North Strand, Dublin 3",2 Bed,2 Bath,73 m²
160,"€280,000 ","365 Mourne Road, Drimnagh, Dublin 12",2 Bed,1 Bath,60 m²
161,"€695,000 ","30 Vale View Avenue, Cabinteely, Dublin 18",4 Bed,2 Bath,143 m²
162,"€425,000 ","36 Tivoli Terrace East, Dun Laoghaire, Co. Dublin",2 Bed,1 Bath,69 m²
163,"€1,595,000 ","15 Waltham Terrace Blackrock, Blackrock, Co. Dublin",4 Bed,2 Bath,198 m²
164,"€610,000 ","64 St. Assams Park, Raheny, Dublin 5",3 Bed,2 Bath,106 m²
165,"€335,000 ","33 East Wall Road, East Wall, Dublin 3",3 Bed,1 Bath,75 m²
166,"€399,950 ","35 Belmayne Park North, Balgriffin, Belmayne",4 Bed,2 Bath,124 m²
167,"€635,000 ","10 Diswellstown Park, Hamilton Park, Castleknock, Dublin 15",4 Bed,3 Bath,144 m²
168,"€250,000 ","51 Phibblestown House, Clonee, Dublin 15",2 Bed,2 Bath,73 m²
169,"€470,000 ","20 Airpark House, Rathfarnham, Dublin 16",2 Bed,2 Bath,112 m²
170,"€550,000 ","21 Lansdowne Crescent, Ballsbridge, Dublin 4",2 Bed,1 Bath,68 m²
171,"€325,000 ","6 Belfry Close, Citywest Road, Citywest, Co. Dublin",3 Bed,3 Bath,108 m²
172,"€455,000 ","352 Cashel Road, Kimmage, Kimmage, Dublin 12",3 Bed,3 Bath,89 m²
173,"€1,400,000 ","Off Market Listing, Mount Anville Road, Mount Merrion, Co. Dublin",4 Bed,2 Bath,188 m²
174,"€335,000 ","29 Mask Drive, Artane, Artane, Dublin 5",2 Bed,1 Bath,66 m²
175,"€595,000 ","194 Kimmage Road West, Kimmage, Dublin 12",3 Bed,2 Bath,146 m²
176,"€360,000 ","Apartment 35, The Atrium, The Steelworks, Dublin 1",2 Bed,2 Bath,60 m²
177,"€335,000 ","Apartment 2, Richmond Villas, Dublin 2",2 Bed,1 Bath,51 m²
178,"€345,000 ","64 Stannaway Road, Crumlin, Dublin 12",2 Bed,1 Bath,57 m²
179,"€395,000 ","16 Clanboy Road, Donnycarney, Dublin 5",2 Bed,1 Bath,62 m²
180,"€350,000 ","63 Churchwell Road, Belmayne, D13PE03, Dublin 13",3 Bed,3 Bath,116 m²
181,"€525,000 ","110 Nephin Road, Navan Road, Navan Road (D7), Dublin 7",3 Bed,1 Bath,110 m²
182,"€515,000 ","Apartment 86, Block A, Smithfield, Dublin 1",3 Bed,2 Bath,92 m²
183,"€659,000 ","169 New Cabra Road, Cabra, Dublin 7",3 Bed,2 Bath,140 m²
184,"€800,000 ","Flat 1, 61 North Circular Road, Dublin 7",4 Bed,3 Bath,190 m²
185,"€520,000 ","2 Faulkners Terrace, Kilmainham, Kilmainham, Dublin 8",2 Bed,2 Bath,102 m²
186,"€545,000 ","Granuaile, 4A Brookstone Road, Baldoyle, Dublin 13",3 Bed,2 Bath,103 m²
187,"€895,000 ","13 Church Gardens, Rathmines, Dublin 6",2 Bed,3 Bath,125 m²
188,"€1,500,000 ","2 Charleville Manor, Knocklyon, Dublin 16",5 Bed,6 Bath,369 m²
189,"€255,000 ","Apt 6 Kingscourt, Aughrim St, Dublin 7",1 Bed,1 Bath,43 m²
190,"€285,000 ","10 Ferns Road, Crumlin, Dublin 12",2 Bed,1 Bath,66 m²
191,"€275,000 ","53 McKelvey Avenue D11 C9P0, Finglas, Dublin 11",3 Bed,1 Bath,72 m²
192,"€199,000 ","Apartment 4, 3 Railway Road, Clongriffin, Dublin 13",1 Bed,1 Bath,50 m²
193,"€295,000 ","57 Viking Road, Arbour Hill, Stoneybatter, Dublin 7",2 Bed,1 Bath,55 m²
194,"€695,000 ","Apartment 16, Lansdowne Wood, Lansdowne Road, Ballsbridge, Dublin 4",2 Bed,2 Bath,103 m²
195,"€475,000 ","137 Temple Gardens, Northwood, Santry, Dublin 9",3 Bed,2 Bath,136 m²
196,"€1,295,000 ","Tír Na Nóg, 138 Howth Road, Howth, Dublin 13",4 Bed,2 Bath,211 m²
197,"€475,000 ","142 Alexandra Building, Adelaide Square, Whitefriar Street, Dublin 8",2 Bed,1 Bath,69 m²
198,"€365,000 ","17 Hampton Wood Road, Finglas, Dublin 11",4 Bed,3 Bath,139 m²
199,"€295,000 ","21 Adare Green, Coolock, Dublin 17",2 Bed,1 Bath,74 m²
200,"€375,000 ","Apartment 9, Marlfield House, Cabinteely, Dublin 18",2 Bed,2 Bath,77 m²
201,"€540,000 ","13 Rollins Villas, Sallynoggin, Co. Dublin",3 Bed,2 Bath,93 m²
202,"€285,000 ","Apartment 7 Atrium Apartments, 30 Island Street, Christchurch, Dublin 8",2 Bed,1 Bath,60 m²
203,"€660,000 ","29 Sutton Lawns, Sutton, Dublin 13",4 Bed,2 Bath,136 m²
204,"€299,000 ","45 Balrothery Estate, Tallaght, Tallaght, Dublin 24",3 Bed,1 Bath,93 m²
205,"€320,000 ","Block C, 118 Castleforbes Sq, IFSC, Dublin 1",1 Bed,1 Bath,50 m²
206,"€240,000 ","19 Sundale Close, Tallaght, Dublin 24",3 Bed,1 Bath,81 m²
207,"€295,000 ","Apartment 4, Convent Lane, Dun Laoghaire, Co. Dublin",1 Bed,1 Bath,55 m²
208,"€1,100,000 ","1 Cranford, Terenure Road West, Dublin 6W",5 Bed,3 Bath,204 m²
209,"€385,000 ","Apartment 49, Cloonlara Square, Phoenix Park Racecourse, Castleknock, Dublin 15",2 Bed,2 Bath,86 m²
210,"€1,350,000 ","74 Brighton Road, Rathgar, Rathgar, Dublin 6",3 Bed,1 Bath,162 m²
211,"€1,150,000 ","33 Mountpleasant Avenue Lower, Rathmines, Ranelagh, Dublin 6",3 Bed,2 Bath,186 m²
212,"€300,000 ","13 Deerpark Green, Kiltipper Road, Tallaght, Dublin 24",3 Bed,3 Bath,102 m²
213,"€295,000 ","97 Downpatrick Road, Crumlin, Crumlin, Dublin 12",3 Bed,1 Bath,78 m²
214,"€1,200,000 ","41 Pembroke Lane, Ballsbridge, Dublin 4",3 Bed,3 Bath,138 m²
215,"€235,000 ","15 Westend Gate, Tallaght, Dublin 24",2 Bed,2 Bath,67 m²
216,"€295,000 ","4 Rosedale Drive, Clonee, Dublin 15",3 Bed,3 Bath,104 m²
217,"€325,000 ","134 The Belfry, Belarmine, Stepaside, Dublin 18",2 Bed,1 Bath,71 m²
218,"€650,000 ","78 Watson Park Killiney, Killiney, Co. Dublin",4 Bed,2 Bath,140 m²
219,"€335,000 ","50 Edenmore Crescent, Raheny, Dublin 5",3 Bed,1 Bath,85 m²
220,"€495,000 ","2 All Saints Road, Raheny, Dublin 5",3 Bed,1 Bath,76 m²
221,"€475,000 ","14 Woodbine Drive, Raheny, Dublin 5",3 Bed,1 Bath,93 m²
222,"€285,000 ","Apt 99, Block 1, The Watermill, Raheny, Dublin 5",2 Bed,2 Bath,60 m²
223,"€249,000 ","36 Cherryfield Walk, Hartstown, D15Y5WX, Dublin 15",2 Bed,1 Bath,64 m²
224,"€750,000 ","16 Temple Hall, Mount St Annes, Milltown, Dublin 6",3 Bed,2 Bath,103 m²
225,"€875,000 ","15 Offington Drive, Sutton, Sutton, Dublin 13",5 Bed,2 Bath,164 m²
226,"€235,000 ","15 Westend Gate, Tallaght, Dublin 24",2 Bed,2 Bath,67 m²
227,"€495,000 ","61 Dowth Avenue, Cabra, Cabra, Dublin 7",3 Bed,2 Bath,74 m²
228,"€490,000 ","175 Collinswood, Collins Avenue, Dublin 9",3 Bed,3 Bath,89 m²
229,"€279,950 ","7 Hunters Green, Hunters Wood, Ballycullen, Dublin 16",2 Bed,2 Bath,80 m²
230,"€575,000 ","10 Fey Yerra, Leopardstown Road, Foxrock, Dublin 18",3 Bed,2 Bath,957 m²
231,"€349,000 ","35 St James Rd, Walkinstown, Dublin 12",3 Bed,2 Bath,120 m²
232,"€425,000 ","924 Sarto Lawn, Sutton, Dublin 13",3 Bed,1 Bath,96 m²
233,"€295,000 ","22 Liberty Court, Clanbrassil Street Lower, Dublin 8",1 Bed,1 Bath,54 m²
234,"€275,000 ","91 An Crannog, Rochestown Ave, Dun Laoghaire, Co. Dublin",2 Bed,1 Bath,64 m²
235,"€275,000 ","Apartment 3, 219 Clontarf Road, Clontarf, Dublin 3",1 Bed,1 Bath,44 m²
236,"€260,000 ","Apartment 31, Shackleton House, Archerswood, Clonee, Dublin 15",2 Bed,2 Bath,80 m²
237,"€230,000 ","Apartment 60, Deerpark Road, Kiltipper, Dublin 24",2 Bed,2 Bath,60 m²
238,"€280,000 ","14 Beau Park Mews, Clongriffin, Clongriffin, Dublin 13",2 Bed,1 Bath,57 m²
239,"€225,000 ","Apartment 20, Tallow Hall, Belgard Square, Dublin 24",2 Bed,2 Bath,78 m²
240,"€200,000 ","Apartment 13, Block A, The Tramyard, Inchicore, Dublin 8",1 Bed,1 Bath,41 m²
241,"€250,000 ","Apartment 189, The Spinnaker, Dublin 7",1 Bed,1 Bath,33 m²
242,"€420,000 ","44 Reuben Avenue, Rialto, Rialto, Dublin 8",2 Bed,1 Bath,87 m²
243,"€325,000 ","8 Clonmacnoise Road, Crumlin, Dublin 12",2 Bed,1 Bath,72 m²
244,"€245,000 ","1 The Iona, Prospect Hill, Finglas, D11X797, Dublin 11",2 Bed,2 Bath,75 m²
245,"€475,000 ","25 Linden Court, House 3, Grove Avenue, Blackrock, Co. Dublin",2 Bed,2 Bath,66 m²
246,"€795,000 ","119 Shrewsbury Park Ballsbridge Dublin 4, Ballsbridge, Dublin 4",3 Bed,2 Bath,128 m²
247,"€750,000 ","55 Grace Park Road, Drumcondra, Dublin 9",3 Bed,2 Bath,115 m²
248,"€260,000 ","63 Muskerry Road, Ballyfermot, Ballyfermot, Dublin 10",2 Bed,1 Bath,56 m²
249,"€650,000 ","8 Woodley Road, Dun Laoghaire, Co. Dublin",3 Bed,1 Bath,148 m²
250,"€240,000 ","14 Allendale Green, Clonee, D15 Y5PD, Dublin 15",4 Bed,3 Bath,121 m²
